title,label
 달러 원  환율 1.7원 오른 1087.3원 마감,1
" 스팟 코스피, 63.47p 2.14   오른 3031.68 마감",1
" 시황 코스피 3031.68  2.14  , 코스닥 988.86  0.76  , 원 달러 환율 1087.3원  1.7원  마감",1
 코스닥 마감   7.47포인트 0.76   오른 988.86 마감,1
" 코스피 마감   63.47포인트 2.14   오른 3,031.68 마감",1
 코스피  63.47p 2.14   오른 3031.68 마감,1
"코스닥, 7.47p 상승한 988.86 마감 0.76  상승 ",1
"코스피, 63.47p 상승한 3031.68 마감 2.14  상승 ",1
 마감 코스닥 개인 2229억 순매수,1
 마감 코스닥 외국인 17억 순매수,1
 마감 코스닥 기관 1996억 순매도,1
 마감 코스닥 상승..988.86  0.76  ,1
 시그널   50억 투자로 300억     투자 신사업  다 잡은 녹십자홀딩스,1
 속보 코스피 3000시대 열렸다 3031.68 마감,2
" 환율마감  원 달러 환율, 1.7원 오른 1087.3원",1
" 코스피  63.47p 2.14   오른 3,031.68 장종료 ",2
"롯데관광개발, 제주 드림타워 랜드마크 된다  ""종합 레저회사 기대""",2
"미래에셋대우, 초대형IB 진면목 선보인다 발행어음 넘어 IMA까지",2
" 외환  원 달러 환율 1.7원 오른 1,087.3원 마감 ",1
"KB증권, 희망퇴직 실시 월 평균 임금 최대 34개월치 지급",1
"NH투자증권, 공모 ELS 7종 모집",1
"KB증권, 희망퇴직 실시 34개월치 월급 지급",1
" 주 워터클린, 24시간무인방역시스템 Dr ReO2 업무협약 및 검찰청등 설치",1
 마감 코스피 외국인 1264억 순매수,1
 마감 코스피 개인 11956억 순매도,1
 마감 코스피 기관 10310억 순매수,1
 마감 코스피 상승..3031.68  2.14  ,1
 코스닥  7.47P 0.76   오른 988.86 마감,1
" 스팟 코스닥, 7.47P 0.76   오른 988.86 마감",1
 마감 환율 상승..1087.3  1.7원 ,1
코스피 3000 에 증권주식  신바람  줄줄이 강세,1
"진에어, LCC 구조개편 수혜 기대감  52주 신고가 ",2
"새해 딸 아들 손잡고 증권사로 ""사람 몰려 계좌개설 못해""",1
블루웨이브發  조기 금리인상론  솔솔 머니무브 현실화하나,1
"""이번엔 빅데이터"" LG전자, 美 알폰소 인수에 15만 터치  신고가 ",1
불개미가 쓸어담는  대형주  시총 하루에 兆 단위씩 급증,1
"미래에셋자산운용, 중위험 중수익 니즈 대응 ""다양한 라인업 구축""",1
"손병두 거래소 이사장 ""코스피 3000 시대, 상장사 실적 개선 덕분""",1
"삼성증권, 서학개미 되면  백불  쏜다",1
비대면  바람 탄 네이버 주가 더 오를까,1
펀드에서 ETF로 52조원 ETF 시장 이끄는 개인투자자,1
"기관, 코스피서 폭풍 매수 왜 ",1
 표 증시 주변 자금 동향 1월 6일 ,1
 특징주  신풍제약  코로나19 치료제  필리핀서 임상 승인  1만원선 돌파,2
홍콩 민주파 대거 체포에 EU 중국 투자협정도 흔들,0
"우리넷, KT 차세대 통합 엑세스 전송장비 시범망 구축 사업자 선정",2
"디아이, 삼성전자와 77억 규모 반도체 검사보드 공급계약",2
"디아이, 삼성전자와 77억 규모 반도체 검사보드 공급계약",2
달러 엔 103.230엔 15시09분 현재 ,1
블루웨이브  수혜 기대감에 금융주식 일제히 강세,1
 특징주 美 블루웨이브에 금리 상승 보험주식 강세,2
"이노메트리, 임직원 4명 12만4320주 스톡옵션 행사",1
" 올댓차이나  美, 중국 인터넷기업 알리바바 텅쉰도 투자금지에 추가 검토",1
"NH투자증권, 공모 ELS 7종 모집",1
" 시황  코스피, 외인 기관 쌍끌이 매수  3000시대 안착 성공할까",1
지난해 11 12월 국내 M A시장 15조원 규모 거래 성사,1
" 특징주  유바이오로직스, 유니세프와 콜레라 백신 계약  8  상승",2
최강 한파에 폭설까지...겨울철 관련주 관심  쑥 ,1
"""주식투자, 펀드 빼서 직접한다"" 지난해 펀드투자비율 14  하락",1
" IPO  선진뷰티사이언스, ""자외선 차단 소재 분야 글로벌 톱5 목표""",1
 시그널  로레알도 반한 선진뷰티사이언스 이달 코스닥 입성,2
코스피 8  뛸때 다우 2  상승  동학개미 부러운 서학개미,1
" 특징주   태양광 관련주  대성파인텍, 오후 중 상한가",1
반도체 ETF에 삼성전자가 없는 이유  나수지의 쇼미더재테크 ,1
"KB증권, 희망퇴직 실시 합병 후 두 번째",1
"NH프라임리츠,1주당 119원 배당 결정",1
"혼돈의 시대 자산관리, 금융투자로 희망을 찾자   온라인 좌담회 개최",1
" 특징주 미래에셋벤처투자, 美리제네론 코로나19 변이바이러스 효능 입증에 부각",1
"이랜시스, 77억 규모 신규시설투자 단행",1
"아우딘퓨쳐스, 무상증자 결정",1
" 특징주 GST, 2월부터 백신 접종 자회사 EST 콜드체인  기술 부각",1
"유바이오로직스, 유니세프에 경구용 콜레라 백신 납품 계약 체결",2
 화수분  증시 투자자예탁금 70조 육박,1
 레이더M  韓시장 보폭 넓히는 TA어소시에이츠,1
코스피 3000 안착 차화전 랠리가 이끈다,1
" 올댓차이나  S P 지수, 중국이동 등 3개 통신기업 제외",1
"신세기유학원, 싱가포르 사립교육기관 SIM GE 비대면 유학 세미나 개최",1
 특징주   애플카 관련주  에이테크솔루션 2만원 넘나  25  상승,2
"나녹스, 첨단 영상의료 서비스 위한 전략적 제휴 강화",1
"SK텔레콤, 52주 신고가 경신 신사업 확장 반영",1
"금감원, 삼성증권 종합검사  이르면 오는 11일 예정",1
"샤넬도 반한 선진뷰티사이언스, 이번엔 투자자  투심  잡는다",1
에듀윌 대표 사회공헌활동  씀씀이가 바른기업  캠페인   꾸준함이 돋보여,1
작년 ETF 시장 규모 52조원...채권 해외주식형 상품 투자로 다변화,1
"테스, 삼성전자와 129억 규모 반도체 제조장비 공급계약 체결",2
"조광ILI, 수소충전소용 국산화 고압밸브 생산라인 구축..美 中 진출 본격화",1
"대표 소외주  SK텔레콤, 간만에 52주 신고가 경신",1
"조광ILI, 수소충전소용 국산화 고압밸브 생산라인 구축  미국 중국 시장 진출 ",2
ETF 작년 日평균 거래대금 3.8조  사상 최대 ,2
"테스, 삼성전자와 129억원 규모 반도체 제조장비 계약 체결",2
"유바이오로직스, 421억원 규모 콜레라 백신 납품 계약",2
"삼성證, 해외주식 미경험 고객에게  100달러  이벤트",1
알리바바 텐센트 4 5  급락 트럼프 뉴욕 상장폐지 위협,0
 특징주  이지홀딩스 오후 중 강세  상한가  눈앞 ,2
"삼성證, 해외주식 미경험 고객에게  100달러  이벤트",1
"금감원, 11일부터 삼성증권 종합검사",1
" 글로벌 핫스톡  퀄컴, 5G 스마트폰 수혜주...로열티 수익 확대 기대",2
 특징주 달아오른 증시   증권주식도 연일 강세,2
"코아시아 하나텍, 시스템반도체 기술 및 사업협력 모델 구축",1
삼성 8만전자 이어 LG  100만화학  눈앞 차화전 신고가 속출,2
"LG화학,  블루 웨이브  기대감에 역대 최고가  삼성SDI 도 신고가",2
"미국 증시, 과도한 낙관적 편향에 주의할 시점  애널리스트 칼럼 ",0
"""입소문 타는 제주 드림타워 롯데관광개발 눈여겨 볼 시점""",1
"선진뷰티사이언스 ""자외선 차단 소재 분야 글로벌 톱5 목표""",1
100대 기업 시총   지난해만 526조 늘었다,1
"거래소  스팸과다종목 지정, 불공정 거래 예방 효과 있다 ",1
"아우딘퓨쳐스, 무상증자 결정",1
"이랜시스, 77억5000만원 규모 신축공사 투자",2
"테스, 삼성전자와 130억 규모 반도체 제조장비 공급계약",2
"유바이오로직스, 유니세프와 421억 규모 경구용 콜레라 백신 공급계약",2
"아우딘퓨쳐스, 1주당 1.0135409주 배정 무상증자 결정",1
"KB증권,  KB Wise 분할매매 ETN  정기 리밸런싱 실시",1
"SK증권,  SK 간판  3년 더 쓴다",1
"바오밥헬스케어, 3D바이오프린터 활용 천연고분자 골이식재 개발",2
주식리딩방  스팸문자 포함 종목 집중 관리 거래량 56  급감,0
"""매력 있지만 주가는 "" 3000P서 소외된 네이버 카카오",0
"이랜시스, 집콕 수혜로 성장 지속..""신사옥으로 제조경쟁력 상승""",2
"비관론자  제레미 그랜덤 ""美 증시 거품, 언제든 하락 가능""",1
비트코인 첫 4000만원 돌파,1
비트코인 첫 4000만원 돌파,1
"비트코인, 사상 첫 4000만원 돌파",1
 코스피  3000  시대  시가총액 2100조 눈앞 3050선 돌파,1
광주분양아파트  한국아델리움57 에듀힐즈  우수한 학세권  눈길 ,1
"코스피, 외인 기관 순매수에 2 대 강세...3050선 돌파",1
"휴림로봇, 휴림홀딩스로 단일 최대주주 변경 ",1
미리보는 4분기 어닝시즌 코스피 3000 안착 마중물 될까,1
"키움증권, 해외주식 이벤트 진행",1
"KB증권,  KB Wise 분할매매 ETN  정기 리밸런싱 실시",1
"한투운용, 美 대표지수 ETF 순자산 2000억원 돌파",2
"동구바이오, 조직개편..",1
10년 전  차화정 과 닮은 코스피 3000 랠리 다른 점은  일본 극복 ,1
"코스피, 3,040선도 돌파 기관 폭풍 매수",2
"LG화학, 최고가 경신 ""블루웨이브 기대""",2
"코스피 대형주,  3000선  탈환..50개 중 46개 올랐다",2
코스피 3050  기염  시총 상위주 뭐가 얼마큼 오르나,2
외국인 기관 1조원 매수  코스피 3050선 돌파,2
"코아시아, 하나텍과 시스템반도체 기술 및 사업협력 모델 구축",1
" 주식경제  美 민주당  트리플 크라운  12년만에 달성...국내 시장에는 단기적 호재, 장기적으론 악재 ",1
"삼정KPMG ""은행업 디지털 전환으로 생존 경쟁력 확보해야""",1
"코스피, 장 중 3050선 찍었다 기관 외인 쌍끌이 매수",2
 오후 주식시장은 코스피 2.6  폭등   동학개미 1兆 팔자,1
"코스피, 2.8  올라 3050선 차화전 랠리",2
"한국비엔씨, 7억7500만원 자사주 처분 임직원 성과급 지급",1
대형주가 끌어올리는 국내 증시..연일 신고가 랠리,1
" 특징주 에스씨엠생명과학, 美 CDMO 계약 수주 mRNA항암제 개발소식에 주목",2
"이랜시스, 78억 규모 사업 확장 신축공사",2
"알테오젠, 다국적 제약사와 1250억원 규모 기술 라이센싱 계약",1
"휴림로봇, 휴림홀딩스 단일 최대주주로 지배구조 개선",1
" 특징주 이지바이오, 유통물량 15배 증가에  上  이지홀딩스도  上 ",2
개인 1.1조  팔자 에도 코스피 2 대 올라  3050선 ,1
" fn오후시황  코스피, 외인 기관 매수 우위.. 개인 1조 넘게  팔자 ",1
"코스피, 장중 3050선 돌파",1
" fn종목 돋보기  에쓰씨엔지니어링, 신성장 동력으로 K뉴딜 친환경 수소에너지 사업 확대",1
"이성호 선진뷰티 대표 ""5년래 자외선 분야 글로벌 탑5 진입할 것""",1
美 민주당의 의회 장악은 뉴욕 부자들에게 호재 ,1
규제 빗겨간 상가  눈길     화서역 파크 푸르지오  상업시설 금일부터 계약,1
"비트코인 자고 나면 신고가, 4000만원 찍었다... 말문 막힌 투자자들",1
"거래소 ""월 10만 건씩 쏟아지는 스팸 신고... 투자주의  지정 효과 있다""",1
" 특징주  세방전지, 전기차 배터리팩 공장 설립에 18  상승",2
"수익률 실망에 펀드투자 감소 ""차라리 직접 투자""",1
" 속보 SK하이닉스, 장중 시가총액 100조원 첫 돌파",2
"엠게임, 스포츠 승부예측 게임  윈플레이  출시",1
 표 07일 오전 채권시장   금리동향,1
"한국투자신탁운용, 미국 ETF 2종 순자산 2000억 돌파",2
 주식경제  지금은 코스피 식사중...코스닥 순서도 온다는 믿음 가져야 할 때,1
민주당 워싱턴 장악해도 올해 뉴욕증시 불마켓  가즈아 ,1
" 단독  KB증권 ""34개월치 보상금 희망퇴직 실시...인력구조재편 본격화""",1
"""단기 조정"" Vs. ""영향 미미"".. 재개 앞둔  공매도  변수",1
"박용진 3월 공매도 재개 두고 ""기울어진 운동장 해결될 때까지 미뤄야""",1
" 올댓차이나  미국, 중국 3대 통신기업 뉴욕 증시서 퇴출 재결정",0
"코스콤, 권형우 신임 전무이사 선임",1
"알테오젠, 글로벌 제약사와 1250억원 규모 기술수출 계약 체결",2
 쿠키런  킹덤  사전예약 200만 돌파 기대감  UP ,2
4조 팔던 기관이 코스피  3000 행렬 에 합세한 이유,2
" 작년 743  상승률  테슬라, 목표가 810달러 향해 질주",1
안철수 대표 몸값 뛰니 안랩도  급등  장중 10만원 돌파,2
"SK하이닉스, 장중 5  상승 시총 첫 100조 터치",2
"코로나 속 지갑 닫은 가계, 빚투에  베팅 ",1
"역대급 빚낸 가계, 소비 줄이고 주식투자  사상 최대 ",1
공급 확대론 기대   씽씽  달리는 건설주,2
" 올댓차이나  홍콩 증시, 뉴욕 증시서 中통신주 상장폐지에 혼조 개장...H주 0.93  하락",0
"SK하이닉스, 장중 시가총액 100조 돌파",2
다시 3000,1
대기자금 최대 IPO 대어  러시   개미군단  영끌 시즌2  시동,1
"롯데관광개발, 제주 드림타워 개장으로 종합 레저 기업 도약",1
블루웨이브  기대감에 대마초 관련주 일제히 급등,2
"한투운용,  KIDEX ETF 2종  5개월 만 순자산 2000억원 돌파",2
"KB證,  KB Wise 분할매매 ETN  정기 리밸런싱 실시",1
"NH투자, 해외주식 기초자산 등 ELS 7종 모집",1
"휴림로봇, 휴림홀딩스로 단일 최대주주 변경 신사업 본격 추진",1
"SK증권 ""코로나19 이후를 준비한다면 롯데관광개발""",1
" Asia오전 美 영향에  일본은 급등, 중국은 하락",1
 TF특징주   대마초 합법화  공약한 바이든 입지 상승에 오성첨단소재  강세 ,2
코스피 3000 사수하라 개미 5兆 투하,1
지난해 ETF 순자산 52조원 일평균 거래대금 188  상승,1
SK하이닉스 시가총액 장중 100조 돌파 6일 연속 상승,1
"코스피 3000 시대,  동학개미  내다판 종목은 ",1
 특징주 LG화학 100만원 찍을까   5 대 강세,2
"반도체, 실적에 성장성까지 달았다",2
상장 전에  대어잡기  장외주식 손 뻗치는 개인투자자,1
더 똑똑해진 동학개미 63조 중 39조 대표주식 샀다,1
반도체 소 부 장주식도  붉은색 미소 ,1
" 아시아시황  아시아증시, 혼조세 상해 홍콩 하락 니케이 급등",1
금 비트코인 투자도 주식만큼 뜨겁다,1
" 올댓차이나  中증시, 이익확정 매물로 혼조 개장..창업판 0.59  하락",0
" 마켓인 아주IB투자, 윤창수 허병두 김태승 본부장 임원 승진",1
" 특징주   만년 저평가  SK텔레콤, 52주 신고가 경신",2
"코스피, 3040선 코앞 2 대 상승세 유지",2
"화웨이에서 분사해 美 제재 피한 아너, 퀄컴칩 5G폰 출시",1
ETF시장 지난해 52조 채권형 해외주식형 선호,1
 감사 위법행위  회계사보다 회계법인 책임 강화,1
"LA 윌셔그랜드센터 담보 대한항공, 최대 3.4억달러 확보",1
"삼성증권, 혁신기업 육성  신기술금융업  진출 ""수익 다각화""",2
일평균거래대금 188.3  상승  작년 공모펀드 부진 ETF가 메워,1
"골드만삭스 ""美 6000억달러 추가 부양책 나올 것""",1
"""환율 때문에"" 약달러에 실적 우려하는 의류OEM주식",1
 표 유럽 주요기업 주가 1 6 ,1
"한국인공지능윤리협회 동서대SW중심대학사업단, AI 인력양성을 위한 공동협력 MOU 체결",1
동학개미 몰려든 ETF....순자산 52조  사상 최대 ,1
"금감원, 올해 첫 종합검사 삼성증권 이르면 11일 착수",1
 공진단 1월7일 공시진단 리뷰...LG전자,1
"플레이위드,  스팀 PC 카페  시범 서비스 확대 운영",1
"팔만전자 끌고 SK하이닉스 밀고 시총 톱10, 950조 넘어",1
하루거래 47兆 예탁금 70兆 연초부터 달아오르는 증시,1
국내 ETF시장 亞 1위인데...거래액 절반은  레버리지 곱버스 ,1
"코스피, 이틀 연속 최고치 갱신...장 중 3,034선 터치",2
"코스피, 하루 만에 반등 성공  3000 다시 터치  기관 순매수",2
 주식 초고수는 지금 SK 한화솔루션 인트론바이오 매매 활발,2
증시 급등의 그늘 지난해 곱버스 수익률  60 ,1
달러 엔 103.180엔 11시10분 현재 ,1
" 특징주 GS건설 대림건설, 52주신고가 삼부토건 등도 강세",2
"코스피, 기관 매수세에 2  넘게 올라 3030선도 돌파",1
 마켓인사이트 SK렌터카 ESG채권 대열 합류 그린본드 발행,1
" 특징주  위메이드, 자회사 암호화폐  위믹스 토큰  상장  4.71  상승",2
 시그널  차병원 해외의료법인 싱가포르 대신 국내 상장,2
"거침 없는 코스피, 2  올라 3030선도 넘어 반도체 배터리주식 상승",2
"파죽지세  비트코인, 사상 첫 4000만원 돌파",1
 조국펀드 그후 정경심의 사모펀드 투자는 정말 무죄인가 ,1
"시총 상위 100개 종목, 5년만에 760조 상승..80  껑충",1
"日닛케이지수, 장중 500p 상승 美블루웨이브에 환호",2
올해 100대 기업 시가총액 1천745조 5년 전보다 762조 증가,1
 홍길용의 화식열전  조지아發  블루웨이브   황소개미 에 힘 보탠다,1
"코스피, 기관 매수세에 장중 최고치 또 경신...3030선 돌파",2
"위메이드트리, 암호화폐  위믹스 토큰  비키 거래소 상장",1
"SK케미칼, 스탠다임과 류머티즘관절염 치료 후보 발굴",2
"LG화학, 유니세프에 870억원 규모 소아마비백신  유폴리오  공급키로",1
위험자산 광풍  코스피 3000 비트코인 4000만원  사상 최고 ,1
"개인 증시 참여 확대에 ETF도 다양 ""양적 질적 성장 다 잡았다""",1
" 특징주 현대글로비스, 코로나19 백신 유통사업 추진에   상승 ",2
"휴림로봇, 휴림홀딩스로 단일 최대주주 변경  지배구조 안정화 ",1
"노바텍, 올 영업익 473억원 예상 목표주가 5만원 상승",1
" 특징주  대림건설,  블루웨이브  이란 제재 완화 기대감 주가  급등 ",2
지난해 ETF 시장 52조,1
 증시 3000시대 증권업계  환영  과열 우려도,1
" 증시 3000시대 코스닥, 20년만에 1000 돌파 목전",1
"감사 위법행위, 개별회계사보다 회계법인 책임 강화",1
 증시 3000시대 11만전자 17만닉스 찍나,2
블루웨이브 반기는 증시 한화솔루션 등 친환경주식 급등,2
"우리자산신탁, 재개장한 소래포구어시장에 방역물품 지원",1
"씨젠, 유럽서 코로나 진단키트 타액검사법 적용 승인",1
"6거래일 상승 SK하이닉스, 시총 100조 돌파할까",2
" 코스피 3000 주도업종①  슈퍼사이클 반도체, 실적에 성장성까지 달았다",2
" 마켓인사이트 KB부동산신탁, CJ대한통운 하양 물류센터 공모 절차 눈앞",1
 특징주 새해에는 뜰까    SK텔레콤 장중  신고가 ,2
"키움투자자산운용, 글로벌 5G 관련 증권 투자 펀드 출시",1
 마켓인사이트 상업용 부동산 휘청거리자 기관 뭉칫돈 빨아들이는 글로벌 PD,1
" 특징주  현대글로비스,  백신 콜드체인  뛰어드나  7  상승",2
 속보 코스피 사상 최고치 또 경신...장중 3028.68,2
현실화된  블루 웨이브  ,1
"알파홀딩스, 삼성전자 시스템 반도체 성장 강조 수혜  급등 ",2
" 특징주  젠큐릭스, 폐암 동반진단키트 건강보험 적용  강세 ",2
" 특징주 코아시아, 삼성전자 DSP 역량 강화에  강세 ",2
"연 134  수익률 올린 펀드 매니저, 중국증시 과열 경고",1
 특징주   분자오염 모니터링  위드텍 오전 중 폭등  25.52  상승,2
" 스턴건  김동현, 둘째 아이 출산 필수템 메디포스트  제대혈 보관  결정",1
" TF특징주  오스코텍, 류머티즘 임상 2상서 평가지표 미달성 21  하락",0
"대한항공, LA윌셔호텔 담보로 최대 3.4억달러 확보",2
"NH투자증권, 해외주식 기초자산 등 ELS 7종 모집",1
 특징주  대림건설 9  급등 52주 신고가 경신,2
"씨젠, 유럽서 코로나 진단키트 타액검사법 적용 승인",1
"오션브릿지, 신임 사장에 SK하이닉스 출신 이석규",1
 특징주  그린케미칼 장 초반 상승세  7.61  상승,2
"JLL ""2021년 亞太 지역 부동산 투자 거래량 20  증가할 것 ",2
 시그널人   美 기업 인구 脫도심   대체투자 자산도 변화 필요 ,1
대구 경북 최초 프리미엄 아울렛 조성 수혜   경산 하양 파인앤유 더 퍼스트 ,1
"배민  인수하는 獨 딜리버리히어로, 1.7조원 증자 추진",1
 클릭 e종목 ,1
" 특징주  이지바이오, 거래 재개 후 상한가 직행",1
" 특징주  오스코텍, 류마티스 관절염 임상2상 1차 지표 미충족에  급락 ",0
"디지털대성, 올해 영업익 2배 늘 것 성장주목해야 하나",1
"코스피, 기관 매수에 장중 최고치 경신  3028.68 ",2
"씨젠, 유럽서 코로나 진단키트 타액검사법 적용 승인",1
" 마켓인사이트 김상곤 신임 교공 이사장 ""기금 안정성과 수익성 달성에 집중할 것""",1
"씨젠 ""타액으로 코로나19 검사"" 유럽서 타액검사법 적용 승인",1
 특징주  이지바이오  거래 정지  풀리자마자  상한가 ,1
 특징주  경기 회복 기대감 포스코 현대제철 등 신고가,2
기관 5000억 매수  코스피 3020 돌파,2
"SPC 배스킨라빈스, 1월 이달의 맛  우유속에 끼인 소보로  출시",2
"NH투자증권, 해외주식 기초자산 등 공모 ELS 7종 모집나서",1
"코스피, 장중 최고가 3028선 터치",1
" Re 의 시대, 코스피 3000③  스마트 동학개미, 간판기업 쇼핑에 질렀다",1
美 블루웨이브 확정    친환경 금융 인프라 업종 수혜 기대 ,2
"침만 뱉으면 코로나 진단 씨젠, 유럽서 인증 획득",1
"안철수 ""양도세 대출규제 완화"" 부동산 정책 전환 촉구",1
" 머니팁  키움운용, 글로벌5G 주식 국내 채권 투자 펀드 출시",1
" 속보 코스피, 장중 사상 최고치 기록 3028선 진입",2
 특징주  코로나 바이러스 99  살균  서울바이오시스 21  상승,2
 마켓인사이트 ESG 채권 평가에 열 올리는 국내 신용평가사들,1
"한국투자신탁운용, 미국 ETF 2종 순자산 2000억 돌파",2
하나금융투자,1
 클릭 e종목 ,1
" 특징주  파세코, 서울바이오시스 바이오레즈 살균 기술 공동 사업 부각 상승",2
 특징주   블루웨이브 실현 에 전기차 관련주 후성  상승   7  상승,2
"오션브릿지,  SK하이닉스 출신  반도체 전문가 이석규 사장 영입",1
" 마켓인사이트 반도체 설계 업체 아나패스, 사모 회사채 시장서 운영자금 조달",1
" 증시신상품  키움자산운용, 글로벌 5G 관련 주식 채권 투자 펀드",1
 특징주  클리노믹스 장 초반 강세  18  상승,2
" 특징주 현대모비스, 전기차 사업 확장 기대에 급등",2
"TCM생명과학, 태국 유통사와 가인패드 수출 계약 1만개 초도물량 공급",1
블루웨이브  금 달러 채권 비트코인 부동산   지금 증시 떠난다면 어디가 유망    한상춘의 지금 세계는 ,1
모바일 서버가 끌고 파운드리 밀고 반도체주 실적에 성장성까지 장착  주식포트라이트 ,1
주식만큼 뜨거운 대체투자 금 거래대금 3배 상승 비트코인 4000만원 돌파,1
 특징주  1년 새 3배 오른 대한유화 이틀째 급등,2
" 특징주 클리노믹스, AI 지식처리 시스템 개발 소식에  강세 ",2
"키움운용, 글로벌 5G주식 국내 채권 투자하는 신규펀드 출시",1
" 머니팁 NH투자증권, 해외주식 기초자산 등 공모 ELS 7종 모집",1
연초 코스피 수익률 1위는 친환경 정책주..나흘 만에 50  상승,2
"SK, 美수소기업 플러그파워 투자소식에 강세",2
"엘앤케이바이오, 독보적 경쟁력..글로벌 확장성 높다 KTB",2
 부고  윤석진 DGB대구은행 성서공단영업부 금융지점장 씨 부친상,1
"이앤인베스트먼트, FDA 3상 코로나 치료제 업체 바이오텍 인수",1
 코스피3000시대  코스피 반등에 K OTC도 후끈,1
"젠큐릭스, 폐암 동반진단키트 건강보험 적용  판매 본격화 ",1
 완판 된 힐스테이트 도봉역 웰가 단지 내 상가  힐스 에비뉴 도봉역 웰가 ,1
" 코스피3000시대   수익률 2000  투자대가  강방천 회장 ""단기급등 부담... 분할매수 전략은 유효""",1
"휴온스글로벌, 휴톡스 카자흐스탄 허가 획득",2
"메디콕스, 벌점 4점 해소..""거래정지 리스크 완화 기대""",1
 특징주  美  블루웨이브  한화솔루션 급등,2
"""中 3대 통신사 결국 다음주 11일 뉴욕 상장 폐지 확정""",0
美  블루웨이브  실현 弱달러에도 환율 상승 출발,2
" 특징주  롯데케미칼, 글로벌 업황 호조에 52주 신고가 경신",2
 특징주 美 블루웨이브에 포스코 롯데케미칼 등 경기민감주 강세,2
"제놀루션, 12억원 규모 코로나19 핵산추출시약 판매 계약",1
" 특징주 서울바이오시스, 코로나19 바이러스 99  살균 기술 부각  급등 ",2
 특징주  블루웨이브 현실화에 탄소중립주식도 강세,2
 코스피 3000 해외톱픽①  질주하는 테슬라 목표가 최고 810달러,1
"제놀루션, 12억 규모 코로나19 핵산추출시약판매 계약 체결",1
 특징주  삼성전자 장중 8만3800원  개인 사자 에 상승세,2
"제놀루션, 12억 규모 코로나19 핵산추출시약 공급계약",1
" 특징주 현대제철, 52주 신고가 그룹사향 차강판가격 4년 만에 인상",1
"젠큐릭스, 폐암 동반진단키트 건강보험 적용 ""판매 본격화""",2
"KB증권,  KB Wise 분할매매 ETN  정기 리밸런싱 실시",1
"비트코인  광풍    국내 거래가 4,000만원 넘겼다",1
"올리패스, 비마약성 진통제 관련 OPNA로 싱가포르 특허",2
 특징주  제동 없는 운임지수 해운주 급등,1
"금감원, 올해 첫 종합검사 삼성증권 ""이달중 착수""",1
장 중 3000선 다시 넘은 코스피,2
美 블루웨이브 가시화되자 친환경주식 강세,1
개장과 동시에 3000선 다시 넘은 코스피,1
개장과 동시에 3000선 다시 넘은 코스피,2
개장과 동시에 3000선 다시 넘은 코스피,2
3000선 다시 넘은 코스피,2
3000선 다시 넘은 코스피,2
"코스피, 하루만에 장중 3000선 재돌파 三電 반등",2
"한투운용, KINDEX 미국 ETF 2종 순자산 2000억원 돌파",1
"코스피 장 초반 3,000 회복 종합 ",2
"오션브릿지,  SK하이닉스 출신  반도체 전문가 이석규 사장 영입",1
" 특징주 서울바이오시스, 코로나19 99  살균 30초서 1초로 개량 기술 확보",1
" 특징주 보령제약,  용각산  코로나 예방 치료 소식에 강세",2
"동구바이오제약, 경쟁력 강화 위해 조직개편",1
"코스닥, 개인  사자 에 상승 980선 강세",1
" 특징주 씨에스베어링, 블루웨이브 현실화에  52주 신고가 ",2
" TF시황  국내증시  오름세  코스피,  기관  홀로 매수 중",1
"금감원 삼성증권 종합 검사 착수...""그룹 임원 개인 금고처럼 사용"" 의혹 소명되나",0
 특징주  블루웨이브  효과...태양광 풍력 등 탄소중립주식 강세,2
" 특징주  오스코텍, 류머티즘관절염 임상 2상서 1차 지표 미달에 급락",0
"코스피, 1.4 대 상승 출발...3000선 회복",1
"키움운용, 글로벌 5G주식 국내 채권에 투자하는 펀드 출시",1
 특징주  이지바이오 거래 재개 첫날 상한가 직행,1
 특징주   블루웨이브 임박  소식에 오성첨단소재  급등 ,2
"""돌발 악재 조만간 터진다 그때 싸게 주식 사자""  머니톡 ",1
반도체주식 랠리  대장주 三電 반등 SK하이닉스 엿새째 오름세,2
"어제는 개미, 오늘은 기관이 이끈다 코스피 3000 재돌파",2
" 특징주  오스코텍,  류머티즘 임상 서 평가지표 미달성  17  하락",0
" 특징주 박셀바이오, 거래정지 풀리자 급등세",2
" fn오전시황  코스피, 장초반 3000선 재돌파.. 기관 매수 강세",2
 상장 전에 잡자  장외주식에 몰리는 개인투자자,1
" 특징주  현대제철, 자동차 강판 가격 인상 기대감에  강세 ",2
 특징주  美국채 10년물 금리 1  넘자 금융주 동반 상승,2
"오션브릿지, SK하이닉스 출신 반도체 전문가 이석규 사장 영입",1
"시총상위주, 장 초반 일제히 상승세",1
" 특징주 오킨스전자, 100  무상증자 권리락日에  급등 ",2
반도체 슈퍼사이클에 관련 소 부 장주식도  방긋   주식포트라이트 ,1
"삼정KPMG, 은행업 미래 이끌  5대 메가 트렌드  제시",1
" 개장시황  코스피, 7일 또 3000 넘었다",1
"코스피, 장초반 3000선 회복...기관 홀로  순매수 ",2
" 오전시황 코스피 3,000대 회복 출발   美 잡음에도 1 대 상승",1
 특징주  美 민주당 상원도 장악...韓 은행주 동반 강세,2
"코스피, 3,000선 터치후 안착 시도 친환경주  강세 ",2
 특징주  美민주당  블루웨이브  한화솔루션 등 친환경주식 상승,2
