제목,시간,언론사,본문
"영림원소프트랩, 3년 연속 '클라우드 서비스 이용지원 사업' 공급기업 선정",2022-03-31 09:56,뉴시스,"기사내용 요약클라우드 ERP '시스템에버' 중소기업 도입 지원[서울=뉴시스] 김경택 기자 = 전사적자원관리시스템(ERP) 전문 기업 영림원소프트랩은 3년 연속 과학기술정보통신부가 주관하는 '2022년 중소기업 클라우드 서비스 이용지원(바우처) 사업' 공급기업에 선정됐다고 31일 밝혔다.회사 측에 따르면 이번 사업선정으로 영림원소프트랩은 클라우드 ERP '시스템에버'를 중소기업에 공급할 예정이다.바우처 사업은 국내 중소기업과 소상공인을 대상으로 클라우드 서비스 도입을 지원하는 사업이다. 클라우드 서비스 도입을 통해 국내 기업의 디지털 전환 촉진과 산업경쟁력 강화를 목적으로 한다.수요 기업은 디지털 전환을 위한 ▲기업별 업무환경을 고려한 컨설팅 ▲클라우드 전환(데이터 이관, 교육비) ▲ 바우처 형태의 서비스 이용료에 대해 80%를 지원받을 수 있다. 지원금 규모는 수요기업의 이용규모를 고려해 집중지원 최대 5000만원, 일반지원 1550만원 중 선택할 수 있다.영림원소프트랩의 클라우드 ERP 시스템에버는 29년에 달하는 ERP 구축 경험이 표준 기능으로 탑재된 클라우드 SaaS(서비스형 소프트웨어)를 기반으로 한다. 특히 월 과금형 ERP로 기업의 경영환경과 성장 단계에 맞춰 필요한 업무 프로세스를 선택할 수 있는 유연한 확장성이 특징이다.회사 측은 시스템에버의 경우 도입부터 사용료 지불까지 클라우드 도입 전 과정을 비대면으로 진행 가능하고 업무 프로세스를 도식화한 프로세스 메뉴를 통해 익숙하지 않은 사용자도 쉽게 사용할 수 있다고 설명했다.권기석 영림원소프트랩 클라우드사업부 사업부장은 ""클라우드 기반의 디지털 전환은 이제 기업 경쟁력의 필수적인 과제""라며 ""여러 지원사업을 통해 수요기업이 시스템경영이 가능한 클라우드 ERP 서비스를 도입해 효율적인 디지털 전환을 할 수 있도록 기여하겠다""고 말했다."
"""새로운 비주얼로 돌아왔다""…그랜드하얏트 '더 델리', 봄 맞이 디저트 개편",2022-03-31 09:56,서울경제,"[서울경제]그랜드 하얏트 서울 호텔의 로비 층에 위치한 프리미엄 베이커리 ‘더 델리’가 봄 맞이 새로운 비주얼의 아이템들을 판매한다고 31일 밝혔다.지난 겨울 동안 딸기를 테마로 선보였던 ‘더 델리’의 에클레어 시리즈는 봄을 맞아 알록달록한 컬러와 다채로운 식감으로 맛을 더한 달콤한 디저트 타임을 선사한다. ‘딸기·요거트 에클레어’의 슈 안에 채워진 요거트 크림 필링은 레몬즙이 첨가되어 상큼함이 배가 됐고, 부드러운 필링 사이 씹히는 생딸기는 식감의 재미를 더했다. ‘망고·패션프루츠 에클레어’는 망고 퓨레와 패션프루츠 퓨레가 섞인 크림 필링으로 채워진 슈는 봄을 닮은 새콤달콤한 맛을 선보인다.에클레어 이외로도, 미니 케이크 중 ‘헤이즐넛·마스카포네 케이크’를 판매한다. 크런치함이 돋보이는 초콜릿 반원형 베이스 속에 헤이즐넛 스펀지 시트와 캐러멜 커피시럽, 밀크 초콜릿 캐러멜 크림을 차례로 얹은 후 풍부한 고소함에 약간의 코냑이 가미된 마스카포네 크림을 채운 후 샹틸리 크림으로 마무리한다. 아울러 이날부터는 ‘더 델리’의 홀 사이즈 케이크들의 디자인들도 대거 변경 예정이다."
전운 감도는 에스엠 주총…위임장 대결 촉각 [현장연결],2022-03-31 09:55,한국경제TV,"<앵커>조금 전 에스엠 주주총회가 시작됐는데요.오늘 에스엠 주총에서는 최대주주인 이수만 프로듀서 측과 행동주의 펀드인 얼라인파트너스 측 사이 감사 선임 건으로 부딪치며 표 대결이 벌어질 예정이어서 시장의 관심이 높습니다.에스엠 주총 현장에 나가있는 취재기자 연결해 자세한 내용 알아보겠습니다. 정희형 기자!<기자>네. 에스엠 주주총회가 열리는 서울 성수동 에스엠 사옥 앞에 나와 있습니다.주주총회 현장에는 코로나19에도 불구하고 60여 석이 마련된 주주총회장은 주주들로 가득 찼습니다.주주총회장에 입장하지 못한 주주들을 위해 주주들만 입장이 가능하도록 별도로 방청 공간까지 마련될 정도였는데요.주총 시작보다 한참 전인 7시경부터 주총장 1층 로비에서는 위임장 확인 등을 위한 인파들로 북적일 만큼 주주들의 뜨거운 관심을 받고 있습니다.이에 위임장 확인을 두고 시간이 지연되며 주주총회는 당초 계획보다 30분 늦어진 9시 30분에 시작될 예정입니다.오늘 주주총회 주요 안건은 바로 감사위원 선임입니다.행동주의 펀드인 얼라인파트너스가 주주 제안으로 곽준호 감사 후보를 추천하면서 사 측 제안 후보인 임기영 후보 통과 여부를 두고 표 대결을 펼칠 예정입니다.현재 지분구조만 놓고 보면 최대주주죠. 이수만 프로듀서가 19%에 가까운 지분을 보유하고 있고 얼라인파트너스 측은 주주 제안 요건을 위해 위임받은 지분을 포함해 3% 가량에 그칩니다.하지만 상법상 감사위원 선임에 있어서는 대주주 의결권이 3%로 제한되는데요.여기에 국내외 의결권 자문사들이 얼라인파트너스 측 제안에 찬성할 것을 권고하면서 주요 기관투자자인 국민연금과 KB자산운용의 지분 그리고 외국인 지분 상당 부분이 얼라인측의 손을 들어줄 것이란 예측이 나오고 있는데요.실제 어제 이 지분 3%를 보유한 외국인 투자자죠. 노르웨이중앙은행 투자관리청이 얼라인 측이 추천한 감사 후보에 찬성 표를 던지기도 했습니다.그럼에도 얼라인측 우호지분이 과반에는 미치지 못하는 만큼, 총 주식 수의 절반 이상을 보유하고 있는 개인투자자들의 표심이 결과를 가를 것으로 보입니다.소액주주들의 표심이 결과를 가를 것이란 분석 때문에 실제 주총장 내부에서는 팽팽한 긴장감이 감돌고 있는데요.얼라인 측을 지지하는 주주가 안건 심의에 앞서 발언권을 신청하고 에스엠 측에 제지당하는 등 소란도 일었습니다.에스엠 경영진 측과 얼라인 측이 신경전을 펼치고 있어 실제 표결 과정에서 양측이 서로의 위임장 진위 여부를 두고도 공방을 벌일 것으로 예상되는데요.전자 투표도 도입되지 않은 만큼 최종 결론까지는 다소 긴 시간이 소요될 것으로 보입니다.추가로 진행 상황은 결과가 확인되는 대로 다시 전해드리겠습니다.지금까지 에스엠 주총이 열리고 있는 성수동 에스엠 본사 앞에서 한국경제TV 정희형입니다."
우크라 협상 기대감 후퇴에 석유·가스 등 에너지株 '상승',2022-03-31 09:55,한국경제,"서울의 한 주유소.(사진=뉴스1)러시아와 우크라이나 간 협상 기대감이 후퇴하면서 석유와 가스 등 에너지 관련주가 오르고 있다.31일 오전 9시49분 기준 한국석유는 전날보다 700원(4.19%) 오른 1만7400원에 거래되고 있다.같은 석유류 판매업체인 중앙에너비스, 흥구석유 등도 2~3%대 상승세를 보이고 있다.가스 관련 종목에서는 지에스이가 전 거래일 대비 625원(12.66%) 오른 5560원에 거래 중이다. 뿐만 아니라 대성에너지도 전 거래일 대비 800원(7.27%) 오른 1만1800원을 기록하고 있다.30일(현지시간) 볼로디미르 젤렌스키 우크라이나 대통령은 러시아가 키이우 등에서 군사 활동을 대폭 줄이겠다고 밝힌 것에 대해 ""우리는 겉만 번지르르한 어떤 문구도 믿지 않는다""고 말했다.미국도 러시아가 군사 활동을 줄이겠다고 한 주장에 대해 의심을 표했다. 러시아 역시 5차 회담에서 커다란 진전은 없었다고 평가했다.같은날 존 커비 미국 국방부 대변인도 ""러시아 군의 20%가 다른 곳으로 이동했지만 철수가 아닌 재배치로 보인다""고 말했다."
"SM엔터, 주총 앞두고 주가 눈치보기…이수만-얼라인 '표대결'",2022-03-31 09:54,한국경제,"감사 선임 등 주주총회에서 표대결이수만 총괄 프로듀서. 한경DB에스엠엔터테인먼트(SM엔터)가 눈치보기 속 보합권에서 등락을 거듭하고 있다. 31일 개최되는 주주총회에서 감사 선임 안건을 두고 최대주주인 이수만 총괄 프로듀서와 행동주의펀드인 얼라인파트너스자산운용이 표 대결을 펼칠 예정이다.31일 오전 9시46분 현재 코스닥시장에서 SM엔터는 전 거래일 보다 400원(0.50%) 오른 8만원에 거래되고 있다. 장중 한 때 7만7400원까지 하락하는 등 상승과 하락을 오가고 있다.이날 SM엔터는 정기 주주총회를 열고 재무제표 승인과 사외이사 선임, 감사 선임, 이사 보수한도 승인, 감사보수한도 승인, 사내이사 선임 안건을 의결한다.이 가운데 감사 선임의 건을 두고 이사회는 임기영 한라그룹 비상근 고문을 추천하고, 얼라인 측은 주주로서 곽준호 케이씨에프테크놀러지스(현 SK넥실리스) 전 최고재무책임자(CFO)를 제안했다.앞서 얼라인은 SM엔터 최대주주 이수만의 라이크기획과 프로듀싱 용역 계약을 종료하고 합리적 대안을 제시해달라는 내용의 주주서한을 보냈다. 이에 SM엔터는 지난 23일 장 마감 후 ""프로듀싱 계약사항 변경은 대내외적 경영환경 변화 대응 차원에서 구체적인 회신이 어렵다""고 답했다.에스엠은 얼라인이 보낸 주주서한에 답변을 사실상 거절한 상태로 이날 열릴 주주총회에서 표대결로 결론을 낼 것으로 전망된다."
"""SPC삼립, '포켓몬 빵' 인기에 영업이익 증가할 것""…목표주가 9.3만 ↑",2022-03-31 09:54,서울경제,"[NH투자증권 보고서]목표주가 기존 8만 원→9만 3000원으로 상향1분기 영업이익 43.2% 증가한 149억 원 추정""다만 현재 주가에서 상승 여력 제한될 수 있어""포켓몬스터 빵. /사진 제공=SPC삼립[서울경제]NH투자증권이 31일 SPC삼립(005610)에 대해 “'포켓몬 빵' 인기에 힘입어 1분기 영업이익이 증가할 것으로 보인다”며 목표주가를 기존 8만원에서 9만 3000원으로 올려 잡았다. 다만 제한된 상승 여력을 고려해 투자의견은 ‘유지(HOLD)’를 제시했다.조미진 NH투자증권 연구원은 “올해 1분기 SPC삼립의 영업이익은 전년 대비 43.2% 증가한 149억 원으로 추정된다""며 “'포켓몬 빵' 등을 중심으로 베이커리 사업부 제품군의 고른 판매가 이어질 것”이라고 말했다.조 연구원은 올해 SPC삼립의 식품 사업부도 두 자릿수 성장을 유지할 것으로 내다봤다. 그는 “브랜드 추가 효과로 올해 1분기 매출액이 10.1% 가량 증가할 것”이라며 “소비자 수요 증가에 힘입어 신선식품 등 매출 성장을 이어갈 것”이라고 설명했다.다만 조 연구원은 “SPC삼립의 최근 실적치는 긍정적”이라면서도 “주가의 추세적인 상승을 위해서는 지속성 확인과 수익성 변화가 필요하다""고 조언했다. ‘포켓몬 빵’의 인기가 언제까지 지속되는지 확인해야 한다는 설명이다. 조 연구원은 “브랜드력과 제품력 대비 낮은 수익성 등을 고려했을 때 현재 주가에서 상승 여력은 제한적일 수 있다”고 말했다."
삼성證 '유령주식 배당사고' 피해 입힌 직원들 31일 대법 선고,2022-03-31 09:53,아이뉴스24,"1·2심, 징역형 집행유예·벌금형대법원이 지난 2018년 삼성증권 배당오류 사고로 잘못 입고된 주식을 매도한 혐의로 재판에 넘겨진 삼성증권 전·현직 직원들의 형을 선고한다.31일 법원에 따르면 대법원 3부는 이날 오전 자본시장과 금융투자업에 관한 법률 위반 등 혐의로 기소된 삼성증권 전현직 직원 구 모씨 등의 상고심 선고기일을 진행한다.구 모씨 등은 2018년 4월 삼성증권의 우리사주 배당 실수로 잘못 전달된 주식을 매도, 회사와 투자자에 피해를 입힌 혐의로 재판에 넘겨졌다.대법원이 지난 2018년 삼성증권 배당오류 사고로 잘못 입고된 주식을 매도한 혐의로 재판에 넘겨진 삼성증권 전·현직 직원들의 형을 선고한다. [사진=뉴시스]삼성증권의 배당오류 사고는 2018년 4월6일 담당자의 전산 실수로 발생했다. 우리사주 1주당 1천원 씩을 배당해야 할 것을 주당 1천주 씩을 배당했고, 존재하지 않는 약 28억주가 배당됐다. 이는 당시 시장가치로 112조원에 달했다.사태는 일부 직원들이 배당받은 주식을 시장에 매도하면서 금융사고로 번졌다. 사고 당일 오전 9시35분부터 10시6분 사이 직원 21명이 매도 주문을 했고, 16명의 501만주(약 1천820억원) 주문이 체결됐고, 삼성증권 주가는 급락했다. 당시 변동성 완화조치(VI)가 7차례나 발동했고, 투자자들은 혼란에 빠졌다. 또한 삼성증권 측도 사태 수습에 혼란을 겪었다.금융감독원은 해당 직원 21명을 검찰에 고발했고, 검찰은 의도성이 적다고 보이는 13명(불기소)을 제외한 8명을 재판에 넘겼다.1심은 전 직원 구 모씨와 최 모씨에게 각각 징역 1년6개월에 집행유예 3년을 선고했다. 이 모씨와 전 팀장 지 모씨는 징역 1년에 집행유예 2년, 나머지 4명은 벌금 1천~2천만원을 선고받았다.2심은 유·무죄에 대한 1심 판단은 그대로 유지했고, 일부에게 벌금형이 추가됐다.법조계 안팎에선 큰 변수가 없는 한 기존형을 유지할 것으로 보고 있다."
"[특징주] 세우글로벌, 관리종목 지정 해제에 '상한가' 직행",2022-03-31 09:52,머니S,"세우글로벌은 31일 오전 9시 45분 전거래일 대비 485원(29.75%) 오른 2115원을 기록하고 있다. /사진제공=세우글로벌세우글로벌이 장 초반 상한가로 직행했다.31일 오전 9시 45분 세우글로벌은 전거래일 대비 485원(29.75%) 오른 2115원, 상한가를 기록하고 있다.1978년 설립된 세우글로벌은 엔지니어링 플라스틱, 고기능수지, 범용 플라스틱 등 플라스틱 전문 판매 회사다.이날 주가 상승세는 관리종목 지정 해제 소식이 투자심리를 끌어올린 영향으로 풀이된다. 전일 한국거래소는 세우글로벌에 대해 2021사업연도 감사보고서 제출에 따라 관리종목 지정이 해제됐다고 공시했다.세우글로벌은 2021사업연도 감사보고서에서 '감사의견 한정'을 받았지만 '감사범위제한으로 인한 한정'에 해당하지 않아 관리종목 지정 요건에서 벗어났다. "
[특징주] 우크라 전쟁에 강세 이어가는 '사료·비료주',2022-03-31 09:52,뉴스1,연일 상한가 기록 현대사료 오늘 하루 거래정지29일(현지시간) 우크라이나 미콜라이우에서 러시아 군의 로켓 공격을 받아 파괴된 시 청사 건물이 보인다. © AFP=뉴스1 © News1 우동명 기자(서울=뉴스1) 정지형 기자 = 우크라이나와 러시아 간 전쟁 여파가 이어지면서 사료주와 비료주가 장 초반 강세를 보이고 있다.31일 코스닥시장에서 사료생산 업체인 미래생명자원은 전날 대비 14.46%(1320원) 오른 1만450원에 거래되고 있다.배합사료 생산업체 한일사료도 11.55%(425원)로 두 자릿수 상승세다.팜스토리(6.78%)와 씨티씨바이오(6.22%)와 함께 코스피 상장사인 팜스코(4.32%) 우성(3.45%) 등도 동반 상승세를 기록 중이다.우크라이나 전쟁으로 곡물 가격이 급등해 사료주가 지속해서 강세를 이어가는 모습이다.다만 사실상 7거래일 연속 상한가를 기록한 현대사료는 투자위험종목 지정으로 이날 하루 거래가 중단된 상태다.현대사료는 투자경고종목 지정 후에도 주가가 급등해 지난 28일에도 하루 거래가 중단된 바 있다.비료주도 덩달아 오르고 있다.비료와 유기농업자재 제조업체인 누보는 21.64%(660원) 상승한 3710원에 거래되고 있다.이밖에 효성오앤비(9.85%) 대유(3.39%) KG케미칼(2.47%) 남해화학(2.25%) 등도 일제히 오름세다.
"‘사상 최고가’ JYP Ent., 하이브SM·YG와 차별점은?",2022-03-31 09:52,헤럴드경제,"신인라인업 가장 강력실적기대가 주가 견인기관·외국인 편입급증[사진=JYP엔터테인먼트][헤럴드경제=김현경 기자] JYP Ent.의 주가가 엔터테인먼트주 가운데서도 유독 강세를 보이고 있다. 시장의 기대를 넘어선 지난해 실적 달성에 이어 올해도 실적 개선을 이룰 것이란 전망이 주가를 끌어올리고 있다.30일 6만원을 돌파하며 종가 기준 사상 최고가를 기록한 JYP는 3월 들어 22.0% 급등하며 엔터테인먼트 4사 중 가장 큰 폭으로 상승했다. 같은 기간 하이브와 에스엠은 각각 7.3%, 와이지엔터테인먼트는 4.4% 오르는 데 그쳤다. 외국인과 기관은 이달 각각 570억원, 172억원을 순매수하며 JYP의 주가를 견인했다. 특히 연기금의 매수세가 두드러졌다.에프앤가이드에 따르면 JYP는 2021년 영업이익이 컨센서스를 1.94% 상회했다. 하이브는 0.14%로 거의 비슷하고, 에스엠과 와이지는 각각 10.81%, 29.84%씩 못 미친 데 비해 양호한 성적이다.JYP는 스트레이키즈, 트와이스 등 대표 아티스트의 앨범 판매량 증가와 니쥬, 엔믹스 등 신인 모멘텀, 글로벌 콘서트 재개 등으로 기대를 모으며 올해 실적 눈높이도 가장 많이 높아졌다. 에스엠과 와이지의 올해 연간 영업이익 추정치는 1개월 전보다 각각 1.5%, 2.1% 낮아졌고, 하이브는 1.1% 오른 데 비해 JYP는 3.3%나 상향됐다.JYP의 목표주가도 1개월 전 대비 3.0% 상향 조정돼 와이지(1.7%), 에스엠(0.0%), 하이브(-0.7%)보다 개선됐다.다만 최근 주가 급등으로 JYP의 12개월 선행 주가수익비율(PER)이 32.7배로 에스엠(28.3배), 와이지(28.4배)보다 높아졌지만 다른 지표는 여전히 긍정적이다.블룸버그에 따르면 JYP의 2022년 기준 자기자본이익률(ROE)은 22.6배로 하이브(14.7배), 에스엠(10.3배), 와이지(10.0배)에 비해 압도적이다. 영업이익률(OPM)도 30.7배로 하이브(19.0배), 에스엠(10.6배), 와이지(13.9배)보다 월등히 높다.이남수 키움증권 연구원은 “JYP의 신인 라인업은 가장 강력하다”며 “탑 아이돌, 신인 모멘텀, 콘서트 재개로 글로벌 공략 강화가 이끄는 실적 개선은 중장기적 성장 안정성을 부여할 것”이라고 내다봤다."
"[특징주] 에치에프알, 5G 투자 본격화 수혜 기대… 8%↑",2022-03-31 09:52,머니S,"에치에프알이 국내외 5G 투자 본격화에 따른 수혜주로 부각되면서 상승세다. 31일 오전 9시45분 에치에프알은 전거래일 대비 2700원(7.92%) 상승한 3만6800원에 거래되며 52주 신고가를 갈아치웠다. 하나금융투자는 전일 에치에프알에 대해 투자의견 '매수'와 목표주가 6만3000원을 제시하며 커버리지를 개시했다. 에치에프알은 북미 통신사의 커버리지 확대로 고객사의 대규모 프론트홀 발주가 진행되며 연내 반영 예정인 기수주액이 2000억원을 넘어선 상황이다. 김홍식 하나금융투자 연구원은 ""버라이즌 예상 수주 물량을 최소화하여 추정한 점과 특화망 수주 가능성을 추정에 반영하지 않은 점을 고려하면 향후 추가 수주 발생 시 이익 추정치 상향과 더불어 신규 고객사 확보로 인한 매출 증가 기대감 상승으로 추가적인 멀티플 확장이 가능할 것으로 기대된다""고 평가했다. 김 연구원은 ""국내 통신 3사의 CAPEX 확대에 의한 국내 매출 상승 전환, 북미 통신사의 대규모 인프라 투자에 따른 프론트홀 수주 급증, DBRU 제품 업그레이드로 인한 수주 금액 성장으로 고마진 제품의 수주가 확대되며 외형성장 및 수익성 개선이 기대된다""고 분석했다.그는 ""반도체 공급 난항으로 제조원가 상승이 불가피한 점과 AT&T의 2차 수주 물량이 4월부터 본격적으로 납품된다는 점을 고려했을 때 1분기 에치에프알의 실적은 저조할 것으로 판단되나 하반기에 접어들수록 납품 물량이 증가하며 상저하고의 실적 흐름을 보일 것""이라고 전망했다. "
"펄어비스·크래프톤, 신성장동력으로 '블록체인' 낙점",2022-03-31 09:51,뉴시스,"기사내용 요약크래프톤, 블록체인 사업 추가 정관 개정 추진펄어비스, 자회사 통한 시장 진출 검토[서울=뉴시스] 김창한 크래프톤 대표[서울=뉴시스] 오동현 기자 = 중견 게임사들이 국내에서 불법으로 간주되는 블록체인 게임에서 성장 가능성을 모색하기 위해 글로벌 시장 진출을 꾀한다.31일 게임 업계에 따르면 국내 중견 게임사 크래프톤과 펄어비스가 자회사를 통한 블록체인 게임 시장 진출에 시동을 걸고 있다.크래프톤, '블록체인' 사업 추가…글로벌 신흥시장 개척크래프톤은 인도, 동남아, 중동을 포함한 신흥시장을 주목하고 딥러닝(AI의 심층학습 기술), 버추얼 휴먼(가상인간), VR(가상현실), 웹3.0(탈중앙화 웹)/NFT(대체불가토큰) 등 다양한 분야에서 새로운 성장 동력을 찾고 있다.그 일환으로 크래프톤은 이날 오전 열린 주주총회에서 '블록체인 관련 사업 및 연구개발업'을 사업 목적에 추가하는 정관 개정을 추진했다.크래프톤의 2021년 누적 매출액 1조 8863억 중 약 94%가 해외에서 발생한다는 점도 강점이다. 크래프톤이 두각을 보이는 글로벌 시장에서는 이미 블록체인 게임이 활성화되고 있다.크래프톤 관계자는 ""신규 시장에서 다양한 사업 기회를 창출, 신성장 동력을 확보해 나갈 계획""이라면서 ""게이머와 크리에이터 모두에게 새로운 가치를 제공하고 차별화된 콘텐츠를 만들어 내는 데에 신기술을 활용할 계획이며, 게임에 대한 즐거움과 도전을 지속하는 것을 전제로 사업 확장 가능성을 추진할 것""이라고 전했다.크래프톤의 독립스튜디오 라이징윙스도 블록체인 기반 이스포츠 서비스 'COMPETZ(컴피츠)'의 공식 브랜드 페이지를 열고 글로벌 블록체인 게임 시장 진출을 본격화했다.'COMPETZ'는 플레이어의 실력과 경험을 바탕으로 경쟁과 보상을 즐길 수 있는 블록체인 기반의 이스포츠 서비스다. 서비스 내에 쉽고 직관적인 솔리테어(카드게임), 빙고, 당구, 미니골프, 사냥 등 PVP(Player VS Player : 플레이어 대 플레이어) 기반 캐주얼 게임들을 제공한다. 플레이어는 게임 결과에 따라 이스포츠 프로선수처럼 승리 보상을 얻을 수 있다.이스포츠 서비스는 카카오게임즈의 블록체인 플랫폼 '보라(BORA)' 플랫폼에 온보딩되며, 보라를 통해 게임재화의 교환이 가능하도록 연내 출시할 예정이다.COMPETZ PFP(Picture For Profile : 프로필 이미지) NFT(대체불가토큰)를 구매하는 이용자도 PFP의 등급에 따라 향후 COMPETZ 내 서비스되는 모든 게임에 대한 혜택을 받을 수 있다. 오는 4월 보라 플랫폼에서 COMPETZ PFP NFT에 대한 1차 민팅(Minting : NFT 발행)을 진행한다. 총 1000개의 PFP NFT가 발행될 예정이다.[서울=뉴시스] 허진영 펄어비스 대표.펄어비스, 자회사 통한 블록체인 시장 진출 시동…""수년간 도입 가능성 검토""펄어비스는 이전부터 'P2E(Play to Earn)' 게임에 대한 가능성을 높게 보고 시장 진출을 검토하고 있다.지난해 3분기 실적발표에서 정경인 전 대표는 ""최근 게임업계의 화두는 P2E로, 게임을 통해 재화를 창출하는 움직임을 보이고 있다""며 ""당사도 2019년도부터 블록체인 플랫폼에 참여하며, 국내외 NFT 업체와의 제휴를 넓혀 나가고 있다""고 말했다.지난해 4분기 실적발표에서도 ""게임산업은 빠르게 변화하고 있다. 주어진 게임을 단순히 즐기던 수동적인 모습에서 적극적으로 유저가 참여하고, 이를 통해 수익까지 창출할 수 있는 구조로 변화하고 있다""면서 ""블록체인 기술은 이를 더욱 가속화시킬 것으로 보고 있다. 이러한 변화에 당사는 지난 몇년간 관련 기술을 연구하며, 도입 가능성을 검토해왔다""고 전했다.펄어비스 자회사인 CCP게임즈의 경우, 지난해 '이브온라인' e스포츠 얼라이언스 토너먼트에서 우승 상금으로 가상자산을 제공하는 등 다양한 사업 기회를 검토했다.또 최근에는 펄어비스의 자회사 넷텐션이 블록체인 서비스 플랫폼 플레이댑(PlayDapp) 전략적 업무협약을 위한 양해각서(MOU)를 체결했다. 플레이댑의 블록체인 합의 알고리즘과 넷텐션의 P2P(Peer to Peer) 서버 엔진 기술을 결합해 이용자 중심의 탈중앙화 게임 서비스를 선보일 예정이다.넷텐션과 플레이댑은 P2P 블록체인 엔진 공동 개발을 추진한다. 더불어 국내외 유명 게임을 대상으로 블록체인 기술이 접목된 P2P 네트워크 엔진 사용을 적극 장려해 블록체인 게임 생태계를 강화하고 블록체인의 공유가치와 진정한 탈중앙화 서비스를 실현시킬 방침이다.이창훈 넷텐션 대표는 ""블록체인 분야에서도 안정성과 기술력이 보장된 게임 서버 엔진 서비스를 제공하기 위해 최선을 다하겠다""고 말했다."
"[특징주]켐온, '국산 1호' 코로나백신 WHO 긴급사용 승인 돌입에 강세",2022-03-31 09:51,파이낸셜뉴스,"[파이낸셜뉴스]SK바이오사이언스가 '국산 1호' 코로나19 백신으로 유력한 GBP510에 대한 세계보건기구(WHO) 긴급사용 승인 절차에 돌입했다는 소식이 전해지자 켐온이 강세다.31일 오전 9시 47분 현재 켐온은 전 거래일 대비 435원(15.80%) 오른 3225원에 거래 중이다.이날 한 언론에 따르면 SK바이오사이언스가 이달 초 WHO에 코로나19 백신 후보물질 GBP510를 긴급사용 백신 목록으로 등재하기 위한 참여의향서(EOI)를 제출했다.SK바이오사이언스와 미국 워싱턴대 연구소가 공동개발한 GBP510이 세계보건기구의 긴급사용목록에 등재되면 국내 뿐만 아니라 코백스를 통해 전세계로 수출이 가능해진다.이 후보물질은 국제민간기구 감염병대비혁신연합(CEPI)로부터 약 2450억원(2억1370만달러)을 지원받아 개발됐으며, 합성 항원 방식으로 냉장보관(2∼8℃)과 유통이 가능해 아프리카 등 저개발국에 쓰일 것으로 기대되고 있다.SK바이오사이언스는 올해 상반기 허가를 목표로 GBP510에 대한 임상 3상을 진행하고 있다.켐온은 신약·식품·화학품 등의 안정성 평가를 위탁수행하는 비임상 시험기관이다. SK바이오사이언스가 개발 중인 코로나19 백신의 비임상(동물시험) 연구를 위탁받아 착수한 바가 있다."
"원/달러 환율 보합세…1,210원선 등락",2022-03-31 09:49,연합뉴스,"원/달러 환율 보합세…1,210원선 등락(서울=연합뉴스) 한종찬 기자 = 코스피가 31일 약보합권에서 출발했다. 지수는 전장보다 3.50포인트(0.13%) 내린 2,743.24에 출발했다. 이날 오전 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다. 2022.3.31 saba@yna.co.kr(서울=연합뉴스) 이지헌 기자 = 31일 오전 원/달러 환율이 보합세다.이날 서울 외환시장에서 오전 9시 37분 현재 달러화 대비 원화 환율은 전날 종가 대비 0.4원 오른 1,210.0원이다.환율은 2.4원 오른 1,212.0원에 출발했다.러시아와 우크라이나 사이의 평화협상 낙관론이 후퇴한 게 하루 만에 위험회피 심리를 일부 되살렸다.드미트리 페스코프 러시아 크렘린궁 대변인은 전날(30일) 협상 결과에 대해 ""아주 유망하거나 돌파구가 마련됐다고 말할 수는 없다""고 평가했다. 같은 날 러시아군의 공세도 멈추지 않았다고 외신들은 보도했다.위험회피 심리가 살아나면서 전날 미국 뉴욕증시는 하락하고 국제유가는 반등했다.다우존스30산업평균지수가 0.19%, 스탠더드앤드푸어스(S&P)500지수가 0.63% 각각 떨어졌고, 기술주 중심의 나스닥 지수는 1.21% 하락했다.뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전장보다 3.4% 오른 배럴당 107.82달러에 마감했다.위험회피 심리 강화에도 불구하고 지난밤 유로화 등 주요국 통화가 달러화 대비 완만한 강세 흐름을 이어가면서 원/달러 환율 상승을 제약하는 모습이다.월말을 맞아 수급상 수출업체의 달러화 매도(네고)가 우위를 보이는 점도 이날 개장 후 원/달러 환율을 끌어내리는 요인이 되고 있다.같은 시각 원/엔 재정환율은 100엔당 988.76원으로 전 거래일 오후 3시 30분 기준가(993.39원)에서 4.63원 내렸다.pan@yna.co.kr"
