제목,시간,언론사,본문
"빗썸, 개발자 채용연계형 프로그램 '빗썸 테크 아카데미' 개최",2022-03-24 12:00,아시아경제,"국내 가상화폐 거래소 빗썸이 개발자들에게 필요한 실무형 교육과 함께 채용의 기회를 제공하는 빗썸 테크 아카데미를 실시한다고 24일 밝혔다.올해로 2년째인 빗썸 테크 아카데미는 프론트엔드·백엔드 개발 경력 1년 이상 4년 이하의 개발자를 대상으로 한다. 아울러 이에 준하는 경험이 있다면 신입 개발자도 지원이 가능하다. 커리큘럼은 빗썸과 IT 인재양성 스타트업인 코드스테이츠와 공동으로 개발하고 운영된다.선발인원은 총 30명으로, 참가신청은 이달 14일부터 30일까지 코드스테이츠 홈페이지 또는 인쿠르트를 통해 지원가능하다. 교육은 다음달 11일부터 5월 20일까지 6주간 진행될 예정이며 비용은 빗썸에서 전액 지원한다.교육 결과에 따라 우수한 개발자에게는 별도의 채용 프로세스를 통해 빗썸코리아 정규직 개발자로 입사를 제안할 예정이다. 채용 확정 시 올해 6~7월 중 입사를 하게 된다. 지난해 하반기에 진행된 1회 빗썸 테크 아카데미에서는 총 6명이 채용전형에 최종 합격했다.빗썸 테크 아카데미는 매년 2회 운영계획에 있으며 올해 하반기에는 9~10월께 진행될 예정이다. 빗썸 관계자는 ""우수 개발자 발굴뿐만 아니라 취업과 이직을 준비하는 청년들에게 양질의 교육기회를 제공해 청년실업 개선과 교육격차 해소 등 사회적 문제해결에 기여하고자 하는데 취지가 있다""고 밝혔다."
100만원 이상 코인 거래 보고하는 '트래블룰' 내일 시행,2022-03-24 12:00,뉴시스,"기사내용 요약오는 25일부터 가상자산 사업자 모두 트래블룰 적용[서울=뉴시스] 김제이 기자 = 100만원 이상의 코인 거래 시 송·수신인 관련 정보를 의무적으로 제공하도록 하는 제도인 '트래블룰'(자금이동규칙)이 오는 25일부터 본격 시행된다.금융위원회 24일 가상자산을 이용한 자금세탁방지(AML)를 위해 가상자산 사업자가 고객의 요청에 따라 가상자산을 다른 가상자산 사업자에게 이전할 경우 송·수신인 관련 정보를 의무적으로 제공하도록 하는 트래블룰을 내일부터 시행한다고 밝혔다.트래블룰은 지난해 3월 시행된 개정 특정금융정보법령에 의해 도입됐다. 업계의 정보제공시스템(트래블룰 솔루션) 구축작업 기간을 고려해 1년간 유예돼 25일부터 적용된다. 트래블룰은 100만원 이상의 가상자산 이전 거래에 적용된다.가상자산을 이전하는 암호화폐 거래소 및 보관 사업자 등 가상자산 사업자(VASP)는 가상자산을 보내는 고객과 받는 고객의 성명, 가상자산 주소를 가상자산 이전과 함께 가상자산을 이전받는 가상자산사업자에게 제공해야 한다.보관 의무에 따라 금융정보분석원장이나 이전받는 가상자산사업자가 요청 시에 요청받은 날로부터 3영업일 이내에 가상자산을 보내는 고객의 주민등록번호등을 제공해야 한다.트래블룰 시행에 따라 가상자산 사업자는 수집된 송·수신인 정보를 5년간 보존해야 한다. 이를 위반할 시 최대 3000만원의 과태료가 부과된다.트래블룰 시행에 따라 국내 암호화폐 거래소들은 트래블룰 이외에도 자체적으로 '화이트리스트'(사전 등록제도)를 자체 시행 중이다. 화이트리스트는 일반적으로 개인지갑으로의 가상자산 이전 시에 본인 명의의 지갑으로 확인될 때만 거래를 승인하는 제도다.다만, 해외 가상자산 사업자는 국내와 달리 트래블룰이 의무화돼 있지 않고 실질적으로 이행 준비가 안된 상황이다. 이에 따라 국내 거래소에서 해외 거래소로 자금 이동 시 어려움이 있을 수 있다는 지적이 있다.이에 금융위는 ""업계와의 협의 후 트래블룰이 구축되지 않은 해외 가상자산사업자로의 가상자산 이전은 보내는 이와 받는 이가 동일하고, 자금세탁 위험이 낮다고 평가되면 진행하도록 했다""고 설명했다.금융위 관계자는 ""가상자산 사업자가 트래블룰 관련 의무를 위반한 경우에는 검사·감독 결과에 따라 사업자에 대한 기관주의, 기관경고, 시정명령 등의 조치 및 임직원에 대한 징계 조치 요구가 내려질 수 있다""며 ""가상자산을 이용한 자금세탁 행위에 엄중히 대처하면서 가상자산 시장의 투명한 거래질서가 확립되도록 유도해 나가겠다""고 말했다．"
"'자금세탁방지' 트래블룰 시행…가상화폐 거래소, 송·수신 정보 의무 제공",2022-03-24 12:00,아시아경제,"[이미지 출처=연합뉴스]오는 25일부터 가상화폐를 이용한 자금세탁을 방지하는 트래블룰 제도가 본격 시행된다. 트래블룰은 금융위원회 산하 금융정보분석원(FIU)으로부터 가상자산 사업자(VASP) 자격 획득한 국내 가상화폐 거래소가 가상화폐를 이전하는 경우 송·수신 관련 정보를 의무적으로 제공하는 것을 뜻한다.24일 금융위에 따르면 트래블룰은 가상자산 사업자가 다른 사업자에게 100만원 이상의 가상화폐를 이전하는 경우 적용된다. 가상화폐를 이전하는 사업자는 송·수신하는 고객의 성명, 가상화폐 주소를 이전받는 사업자에게 제공해야 한다.아울러 금융위 산하 금융정보분석원장 또는 이전받는 사업자가 요청하는 경우 3영업일 이내 가상화폐를 보내는 고객의 주민등록번호 등을 제공해야 한다. 또 트래블룰 의무이행에 따라 수집된 송·수신 고객의 정보를 거래 종료 이후 5년간 보존해야 하며 이를 위반할 경우 3000만원의 과태료가 부과될 수 있다. 검사·감독 결과에 따라 사업자에 대한 기관주의, 기관경고, 시정명령 등의 조치 및 임원에 대한 징계조치 요구도 내려질 수 있다.금융정보분석원은 가상자산 사업자에 대한 검사 시 트래블룰 이행 및 정착과정을 면밀히 살펴 투명한 거래질서가 확립되도록 유도할 방침이다."
"하나은행, 6억달러 규모 ESG 외화채권 발행",2022-03-24 11:58,연합뉴스,"(서울=연합뉴스) 이지헌 기자 = 하나은행은 6억달러(약 7천300억원) 규모의 환경·사회책임·지배구조(ESG) 채권을 성공적으로 발행했다고 24일 밝혔다.5년 만기의 지속가능채권 형태로 발행됐으며, 금리는 미 국채 5년물 금리 대비 92.5bp(1bp=0.01%포인트)를 가산한 연 3.309%로 결정됐다.채권 발행에 따른 자금은 국내외 친환경 사업, 취약계층 지원 사업 등 채권발행 취지에 맞게 사용될 예정이라고 은행 측은 설명했다.하나은행은 ""전쟁 장기화와 원자재 가격 급등, 금주 초 제롬 파월 미 연방준비제도(Fed·연준) 의장의 매파적 발언 등 어려운 시장 환경에도 불구하고 가산금리를 줄이고, 목표했던 금액보다 1억달러를 증액 발행했다""고 말했다.pan@yna.co.kr"
"대우조선해양, 초대형 LNG 운반선 8635억 수주",2022-03-24 11:57,뉴시스,"[서울=뉴시스] 이정필 기자 = 대우조선해양은 미주 지역 선주로부터 초대형 LNG 운반선 3척을 수주했다고 24일 공시했다.계약금액은 8635억원으로, 2020년 연결매출 대비 12.3%다."
"거세진 주주행동주의, 자발적 환원책에 주가 상승까지",2022-03-24 11:57,아시아경제,"경영권분쟁 재점화 금호석화박철완 전 상무 현금보유 과도 지적자사주 소각 카드 꺼내토비스, 주주환원 계획 발표치파트너스 주주서한 10여일만에자발적 변화 보여준 사례시장 기대감 높아져 주가도↑[이미지출처=연합뉴스]올해 주총시즌에는 기관투자자들의 광폭 행보가 눈에 띄게 늘었다. 주주 가치를 높이기 위해 개인투자자와 연합도 서슴지 않으며 지배구조 변화, 배당 성향 확대, 주주 가치제고, 사외이사 후보 추천 등 적극적인 주주제안에 나서고 있다. 일부 기관투자자들이 주총 기간 내 소기의 성과를 달성하면서 주주제안을 받은 기업들의 주가가 반짝 상승하는 모습도 보이고 있다.◆수탁자 책임 강화…상장사 자발적 변화도24일 금융투자업계에 따르면 금호석유화학은 최근 자사주 소각 목적으로 1500억원 규모의 자사주 취득 신탁계약 체결 공시를 냈다. 금호석유화학은 박찬구 회장과 개인 최대주주이자 전 상무인 박철완씨의 경영권 분쟁이 1년 만에 재점화된 상태다. 주주총회를 앞둔 상황에서 박철완 전 상무 측이 과도한 현금보유와 배당이 작다고 지적하자 자사주 소각 카드를 꺼낸 것으로 분석된다.토비스도 지난 21일 주주총회 전 주주가치 제고를 위해 향후 3년간 별도 당기순이익의 20~30%를 주주 환원 재원으로 활용하겠다는 공시를 내놓았다. 이를 지키기 위해 회사는 별도 당기순이익 기준 배당성향을 10~15%로 유지하고 해당 비중만큼 자사주를 취득해 소각할 계획이다. 아울러 이미 취득한 30만주에 대해서도 소각하겠다고 밝혔다. 차파트너스자산운용이 토비스를 대상으로 주주활동에 나선지 10여일 만에 자발적 변화를 보인 것이다.오는 28일 안다자산운용과 표 대결을 앞둔 SK케미칼은 주주가치 제고를 위해 500억원 규모로 자사주 취득 신탁계약을 체결한다고 밝혔다. 안다자산운용이 ▲재무제표 승인 반대 ▲이사선임 및 보수 한도 승인 반대 ▲배당확대 ▲집중투표제 도입 등을 요구한 가운데 회사측 안건에 반대를 끌어내기 위해 개인 주주들에게 의결권 위임 요청에 나선 만큼 주주 달래기에 나선 것으로 풀이된다.반면 에스엠(SM)은 상황이 조금 다르다. 얼라인파트너스자산운용이 라이크기획에 대한 개선을 요구한 주주 서한에 대해 사실상 거절의 뜻을 밝히고 경영권 방어에 총력을 기울이고 있다. SM은 지난 2019년에도 KB자산운용으로부터 같은 내용의 주주서한에 대해서도 답변을 거절했다. 얼라인 측은 오는 31일 주주총회에서 곽준호 케이씨에프테크놀러지스(현 SK넥실리스) 전 최고재무책임자(CFO)의 감사인 선임 건을 두고 표대결을 벌일 예정이다.◆입김 세진 기관투자자…주가도 ‘쑥’기관투자자들의 주주 관여 활동이 시장에 미치는 영향력이 커지면서 기업가치 제고에 대한 기대감도 높아지고 있다. 주주제안을 받은 주요 기업들은 대외 변수로 변동성이 심한 주식시장에서도 오름세를 보이고 있다.태광산업은 주식의 6%를 보유하고 있는 트러스톤운용이 배당성향 확대와 주식 유동성 확대, 신규사업 투자 등을 요구했다는 사실이 전해지자 지난 22일 이후 현재까지 주가는 6% 가까이 상승했다. 트러스톤운용 측은 ""지난 22일 태광산업으로부터 주주서한에 대한 답변을 받았지만, 기대에 미치지 못했다""며 ""지배구조 개선과 소액주주 권익보호를 위해 더 적극적인 주주활동을 할 것""이라고 언급했다.이 외에도 감사인 선임을 놓고 박빙의 표 대결이 예상되는 SM은 최근 한 달 동안 12% 급등했으며 주주환원정책을 꺼내 든 토비스(6.12%), SK케미칼(5%) 금호석유(3.8%) 등도 상승세를 보였다. 이사회 구성을 두고 1대 주주(IMMPE)와 2대 주주(테톤캐피탈파트너스)가 표 대결에 나섰던 한샘은 한 달 동안 20% 가까이 올랐다.황세운 자본시장연구원 연구위원은 ""기업들도 기관들의 제안을 받아들이는 추세로 이에 주가도 반응하고 있다""며 ""기업이나 대주주 입장에서 진행됐던 과거의 시각에서 평가하면 기관이 과도한 요구를 하는 것으로 보일 수 있다. 그러나 그간 투자자들의 목소리가 묻혀왔든 것을 생각하면 기울어졌던 추가 중심을 맞추고 있는 단계로 기관의 목소리는 더 뚜렷해져야 한다""고 말했다."
"신한금융투자, 언택트 강연프로그램 진행…'인공지능' 주제",2022-03-24 11:55,아시아경제,[사진제공=신한금융투자]신한금융투자는 3000개 법인의 최고경영자(CEO)가 참여하는 언택트 강연프로그램 '신한디지털포럼' 9회차 강연을 진행한다고 24일 밝혔다.이번 강연은 이날 오후 4시 정재승 카이스트 교수가 '인공지능은 어떻게 진화하는가’ 라는 주제로 진행한다. 정 교수는 인공지능 시대에 살고 있는 요즘 인간지성과 인공지능은 무엇이 다르고 앞으로 인공지능은 어떤 방식으로 발전하고 진화할 것인지에 대한 메시지를 전할 예정이다.다음 10회차 강연은 다음달 14일 오건영 신한은행 WM컨설팅센터 부부장이 인플레이션 시나리오라는 주제로 진행할 예정이다.
"EY한영 ""기업들, 고용·R&D 세액공제 관심 많아""",2022-03-24 11:54,뉴시스,"[서울=뉴시스] 류병화 기자 = 국내 기업들이 국가전략기술·신성장원천기술 연구개발(R&D)과 청년 고용에 대한 세액공제를 확대하는 정부의 세법 개정 기조에 대체로 긍정적인 평가를 내렸다는 설문조사 결과가 나왔다.고용 증대·유지 기업에 주어지는 세액공제의 금액 한도와 적용 기한 등에 가장 관심이 높아 정부의 '고용 인센티브' 정책이 취지대로 '포스트 코로나' 시대에 기업들의 고용 의지에 영향을 미치는 것으로 조사됐다.글로벌 회계·컨설팅 법인 EY한영은 지난달 개최한 '올해 EY한영 개정세법 세미나' 참석자들을 대상으로 실시한 설문조사 결과를 24일 공개했다.설문 참여자 총 138명 중 50% 이상이 올해 세법개정이 경제회복 지원, 선도형 경제 전환, 상생공정 기반 강화, 과세형평 제고 등 정책 목적에 부합하는 방향으로 이뤄진 것으로 평가했다. 이번 개정세법이 납세자의 권익 보호, 조세제도 합리화에 적절했다는 답변은 61%에 달했다.다수의 관심을 모은 분야는 고용 관련 세액공제로 나타났다. 경제회복 지원, 선도형 경제 전환을 위한 세법개정 내용 중 가장 관심 있는 분야를 묻는 질문에 응답자의 65%가 '고용 세액공제의 한도, 적용기한 등에 가장 관심이 있다'고 답했다.정부는 민간부문 일자리 창출을 위해 고용증대 세액공제와 중소기업 사회보험료 세액공제 적용기한을 오는 2024년 말까지 연장했으며 향후 청년 고용에 따른 기업의 초기 부담 완화를 위해 다양한 고용 인센티브를 강화하기로 했다.고용 관련 세액공제에 이어 기업들의 관심을 받은 분야는 응답자의 38%가 꼽은 국가전략기술, 신성장원천기술 R&D 세액공제였다.개정세법에서 신성장원천기술의 경우 R&D 비용의 20~40%, 시설투자 비용의 3~12% 세액공제가 가능하며 반도체, 배터리, 백신 등 지정된 국가전략기술의 경우 R&D 비용의 30~50%, 시설투자의 6~16%가 가능하다.하지만 공제 범주가 큰 만큼 요건 또한 복잡해 응답자의 39%는 '세액공제가 적용된 이후 세무조사 시에 추징될 리스크'인 이른바 '선공제 후추징'에 대한 우려를 나타냈다.이에 고경태 EY한영 세무본부장은 ""기업들의 세무 예측가능성, 투자 계획을 위해서는 세액공제 대상 적격 기술 여부, 연구소 조직의 시스템, 프로세스 및 대상비용 산출의 적정성 등을 사전에 검토해보는 것이 필요하다""고 전했다."
"두산, 박용만 3부자 보유 지분 7.84% 전량 블록딜",2022-03-24 11:53,뉴시스,"[서울=뉴시스] 이정필 기자 = 두산은 박용만 전 두산그룹 회장과 두 아들인 박서원, 박재원씨가 전일 시간외매매를 통해 보유한 자사주 129만6163주, 지분 7.84% 전량을 처분했다고 24일 공시했다.이에 최대주주 등의 소유주식은 지분은 44.64%에서 38.58%로 내려갔다."
인사말 하는 조용병 신한금융지주 회장,2022-03-24 11:50,연합뉴스,(서울=연합뉴스) 조용병 신한금융지주 회장이 24일 오전 서울시 중구 본사에서 개최된 제21기 정기주주총회 및 임시 이사회에서 인사말을 하고 있다. 2022.3.24[신한금융지주 제공. 재판매 및 DB 금지]photo@yna.co.kr
"[특징주] 휴온스, 프레스티지바이오 7조 시장 허셉틴 3상 성공 숨겨진 수혜주 '강세'",2022-03-24 11:50,아이뉴스24,"완전관해율, 종양반응률 등 동등성 확보…식약처 품목 허가 심사 중휴온스가 프레스티지바이오파마의 유방암 치료제 ‘허셉틴’ 바이오 시밀러 HD201(투즈뉴, Tuznue®)의 임상 3상 성공 수혜주로 부각되고 있다. 허셉틴의 글로벌 매출은 7조원에 달하는 것으로 알려졌다.휴온스는 HD201의 국내 판매 승인 시 국내독점판권·제조생산권을 보유하고 있다.24일 오전 11시 47분 현재 휴온스는 전일 대비 2.76%(1천300원) 오른 4만8천400원에 거래 중이다.프레스티지바이오파마는 이날 허셉틴 바이오 시밀러 HD201(투즈뉴, Tuznue®)의 글로벌 임상 3상 결과를 공시했다.공시에 따르면 임상 3상의 유방조직 완전관해율(bpCR)은 HD201 투여군과 허셉틴 투여군 상호간 차이가 –0.9%(95% 신뢰구간, -10.0 ~ 8.2)로 동등성(biosimilarity)을 확인했다. 또 종양 반응률(ORR) 지표 역시 HD201 투여군과 허셉틴투여군이 각각 91.2%, 89.0%로 두 약물 간 동등성(biosimilarity)을 보였다.휴온스는 프레스티지바이오파마의 유방암 치료제 '허셉틴' 의 바이오시밀러 HD201와 관련한 국내·중국 유통을 담당하고 있다.[사진=휴온스]아울러 전체 생존율(OS)과 무사건 생존율(EFS)은 임상치료기간 1년과 추적관찰기간 2년, 총 3년에 걸쳐 HD201 투여군에서 각각 95.6%, 85.6%, 허셉틴 투여군에서 각각 96.0%, 84.9%로 분석됐다.HD201의 임상 3상은 2018년 2월부터 프랑스, 스페인 등 전세계 12개 국가에서 총 502명의 HER2 양성 2∼3기 유방암 환자를 대상으로 진행됐다.프레스티지바이오파마 관계자는 “HD201과 원약인 허셉틴 간의 유효성·안전성, 약동학 측면의 동등성(biosimilarity)이 입증된 것”이라며 “현재 유럽의약품청(EMA), 캐나다 식약청, 한국 식약처에서 품목허가 심사 중이며, EMA 품목허가 승인 후 유럽시장부터 진출할 계획”이라고 말했다."
[비트코인 지금] 채굴 난이도 높아지자 상승세…투심도 회복,2022-03-24 11:48,아시아경제,"[이미지 출처=연합뉴스]채굴 난이도 상승 등의 영향으로 대표 가상화폐 비트코인 가격이 오름세를 보이고 있다.24일 글로벌 가상화폐 시황 중계 사이트 코인마켓캡에 따르면 이날 오전 11시42분 기준 비트코인 가격은 전날 대비 0.88% 오른 4만2838달러(약 5224만원)으로 나타났다.해시레이트 상승으로 인해 채굴 난이도가 올라가자 비트코인 가격도 상승하고 있다. 블록체인닷컴에 따르면, 23일(현지시간) 비트코인 해시레이트는 1초당 208엑사헤시(EH/S)를 기록했다. 전날에는 206EH/S를 기록했다. 해시레이트는 비트코인 채굴에 동원된 네트워크의 연산 처리 능력을 의미한다. 해시레이트가 높아지면 채굴 난이도도 상승한다. 난이도가 오르면 비트코인 공급이 감소해 가격 상승이 나타날 수 있다.아울러 가상화폐 전문 매체 코인데스크는 ""연초 부진했지만 낙관적인 기운이 가상화폐 시장로 돌아오고 있다""라며 비트코인 가격 상승 가능성에 대해 전했다. 투자 자문사 웨이브파이낸셜의 트레이더인 저스틴 추는 ""미국 연방준비제도(Fed)의 기준금리 인상 폭에 따라 위험자산의 가격 상한선이 결정될 것""이라면서 ""가상화폐 가격이 안정화되면서 투자자들은 하방 헤지를 풀고 있다""고 했다. 앞서 이달 16일 미 Fed는 기준금리를 0.25%포인트 올렸는데 이후 불확실성 해소로 인해 비트코인 가격이 4% 이상 상승하기도 했다.한편, 국내 가상화폐 거래소 업비트 운영사 두나무의 디지털자산 공포·탐욕 지수는 55.83으로 '중립' 단계를 기록했다. 일주일 전인 이달 17일 49.52(중립)과 비교하면 6.31 높은 수치다. 두나무의 디지털자산 공포·탐욕 지수는 '매우 공포(0~20)', '공포(20~40)', '중립(40~60)', '탐욕(60~80)', '매우 탐욕(80~100)' 단계로 나눠져 있다. 탐욕 방향은 시장 참여자들의 매수에 대한 관심이 증가한 상태를 의미하며, 반대로 공포 방향으로 갈수록 자산 하락의 두려움으로 시장에서 탈출해 연쇄적으로 가격 하락이 발생한다."
"[장중시황]코스피, 반도체 대형주 하락에 2715선…안랩 '하락반전'",2022-03-24 11:46,뉴스1,"유가 불안·美 하락에 코스피 부진…三電, 블록딜 우려에 6만전자로고공행진하던 안랩, 안철수 총리 가능성 의문에 하락…고점比 23% 급락서울 서초구 삼성전자 본관 깃발 모습. 2020.1.1/뉴스1 © News1 박세연 기자(서울=뉴스1) 강은성 기자 = 간밤 미국 뉴욕증시가 하락하고 삼성전자와 SK하이닉스 등 시총 상위 대형 반도체 종목이 동반부진하면서 코스피가 전날보다 0.7% 이상 하락한 2715선으로 밀렸다.사상최고가를 연일 경신하며 주목을 받았던 코스닥 상장사 토종보안업체 '안랩'은 창업자인 안철수 대통령직인수위원장의 '총리 인준' 가능성을 부인하는 소식이 나오면서 하락반전했다.24일 오전 11시10분 기준 코스피는 전날 대비 19.57p(-0.72%) 하락한 2715.48을 가리키고 있다.외국인이 3369억원을 팔며 강한 매도세를 보이고 있고 기관도 1841억원을 내다팔았다. 개인만 홀로 5156억원을 순매수하며 지수를 방어하는 중이다.코스피 대장주 삼성전자가 이날 장중 7만원선이 또다시 붕괴되면서 전일대비 700원(-0.99%) 하락한 6만9800원으로 밀렸다. 삼성전자는 개장 전 오너일가의 지분 블록딜 소식이 나오면서 약세를 보이는 중이다.외국계 창구에서 300만주 이상의 매물이 나오면서 총 1358억원 가량을 순매도하고 있는 것으로 파악된다.SK하이닉스도 전날보다 3000원(-2.43%) 떨어진 12만500원으로 후퇴했다.이밖에 코스피 시가총액 상위 10개 종목 중 카카오(-2.82%), NAVER(-2.75%), 삼성바이오로직스(-1.68%), LG에너지솔루션(-1.35%), 삼성전자우(-0.78%) 등도 하락하고 있다. 상승한 종목은 LG화학(2.76%), 삼성SDI(0.38%), 현대차(0.28%) 등이다.상승 업종은 의료정밀(1.21%), 음식료품(1.06%), 전기가스업(1.02%), 운수창고(0.81%), 기계(0.73%) 등이다. 하락 업종은 서비스업(-1.63%), 의약품(-1.54%), 은행(-1.50%), 철강금속(-1.17%), 전기전자(-1.16%) 등이다.대형 반도체 종목을 중심으로 이날 코스피가 부진한 이유는 간밤 미국 증시가 러시아 발 유가 불안과 인플레이션 압력, 이에 따른 글로벌 경기둔화 우려로 일제히 하락했기 때문이다.다우(-1.29%), 나스닥(-1.32%), S&P500(-1.23%) 등 3대 지수가 모두 하락했고 필라델피아반도체 지수도 2.48% 밀렸다.메스터 클리블랜드 미국연방은행 총재는 미국 연방준비제도(Fed)가 올해 몇 차례는 50bp 금리 인상을 단행할 수도 있다고 언급하면서 금리인상 '빅스텝'을 또 다시 언급하면서 하방 압력을 높였다.한지영 키움증권 연구원은 ""국내 증시도 최근 상승에 따른 단기 차익실현 물량 출회가 늘고 있으며 연준 긴축, 우크라이나 사태가 재차 부담요인으로 작용하면서 약세 흐름을 보이고 있다""면서 ""최근 상승했던 2차전지 등 성장주, 철강 등 일부 경기민감(시클리컬) 업종을 위주로 차익실현 물량이 나오는 가운데, 유가 급등에 따른 정유 등 에너지 업종들은 긍정적인 흐름이 예상된다""고 말했다.이어 그는 ""전반적인 지수 상단은 제한된 채 향후 실적 전망 및 개별 이슈에 따라 종묵들간 차별화된 주가 패턴을 이어갈 것으로 전망한다""고 내다봤다.안철수 대통령직인수위원장이 24일 서울 종로구 통의동 인수위 천막 기자실을 방문해 인수위의 법무부 업무보고 유예와 관련해 입장을 밝히고 있다. (사진은 기사 내용과 무관함) 2022.3.24/뉴스1 © News1 국회사진취재단코스닥은 전날 대비 6.24p(-0.67%) 하락한 924.33을 가리키고 있다.개인은 2061억원 순매수했다. 기관은 785억원, 외국인은 1096억원 각각 순매도했다.안철수 인수위원장이 창업한 안랩은 장초반 20% 가까이 급등하면서 주당 20만원을 돌파했지만 안 위원장의 '총리 가능성'이 불투명해지면서 하락반전했다.안랩은 전일대비 9700원(-5.52%) 하락한 16만6100원에 거래되는 중이다. 전날 종가와 비교하면 5% 정도만 하락한 수준이지만 장중 21만8500원까지 치솟았다가 하락반전한 변동폭은 무려 23.98%에 달한다. 장중 고점과 비교하면 사실상 하한가 수준의 하락을 맞은 셈이다.코스닥 시가총액 상위 10개 종목은 대분 하락하고 있다. 카카오게임즈(-7.08%), 에코프로비엠(-3.09%), 펄어비스(-2.79%), HLB(-2.66%), 셀트리온제약(-1.92%), 셀트리온헬스케어(-1.68%), CJ ENM(-0.67%), 엘앤에프(-0.56%), 천보(-0.13%) 등이 하락세다. 위메이드(2.23%)만 상승했다.상승 업종은 음식료·담배(2.44%), 의료·정밀기기(0.51%) 등이다. 하락 업종은 디지털컨텐츠(-1.83%), 일반전기전자(-1.74%), 운송장비·부품(-1.57%), IT S/W & 서비스(-1.50%), 인터넷(-1.41%) 등이다.서울외환시장에서 달러·원 환율은 전일대비 6.2원 오른 1220원이다."
"니콜라, 드디어 전기트럭 첫 생산…수소 아닌 배터리방식",2022-03-24 11:42,연합뉴스,"""올해 300∼500대 인도…내년 후반께 수소연료전지 트럭 출시""(서울=연합뉴스) 구정모 기자 = 그간 수많은 논란에 휩싸였던 미국의 수소전기트럭 스타트업 니콜라가 드디어 실제 트럭생산에 들어갔다.23일(현지시간) 미 CNBC 방송에 따르면 니콜라는 이날 배터리로 구동되는 '트레' 전기세미트럭을 애리조나주 쿨리지 공장에서 생산하기 시작했다고 밝혔다.트럭 인도는 2분기부터 시작하고 올해 인도 물량은 300∼500대가 될 것으로 예상했다.니콜라는 2023년엔 생산량을 늘릴 계획이다.니콜라는 당초 수소연료전지 트럭의 개발을 추진했으나, 우선 배터리 구동 전기트럭을 생산하게 됐다. 배터리 전기트럭은 1회 충전 주행거리가 약 350마일(약 563㎞)로 상대적으로 짧다.니콜라는 1회 충전 주행거리가 500마일(약 805㎞)인 수소연료전지 트럭을 2023년 후반 인도할 예정이고, 2025년엔 900마일(약 1천448㎞)짜리 '차세대' 수소연료 트럭을 선보이겠다고 밝혔다.니콜라는 2020년 6월 미국 나스닥에 상장한 이후 '제2의 테슬라'로 투자자들로부터 인기를 끌면서 한때 미국의 대표적인 완성차업체인 포드의 시가총액을 뛰어넘기도 했다.하지만 공매도업체 힌덴버그 리서치가 그해 9월 보고서를 통해 니콜라의 사기 의혹을 제기했고, 논란에 휩싸인 창업자이자 최고경영자(CEO)인 트레버 밀턴은 얼마 후 CEO직에서 사임했다.이후 밀턴은 지난해 7월 증권사기와 금융사기 혐의로 뉴욕 남부연방지검에 의해 기소됐다.니콜라는 작년 12월 투자자 사기 혐의에 대한 증권당국의 조사를 끝내기 위해 1억2천500만달러(약 1천524억원)를 지급하기로 합의했다.니콜라는 밀턴과 관계를 단절했고 그의 행위와 관련된 모든 청구사항을 해결했다고 이날 재차 밝혔다.미국 수소전기차업체 '니콜라' (PG)[김민아 제작] 사진합성·일러스트pseudojm@yna.co.kr"
에디슨EV 등 감사보고서 지연 기업 낙폭↑…'비적정' 우려 커졌나,2022-03-24 11:41,서울경제,"[서울경제]감사보고서 마감 기한을 지키지 못한 기업들의 주가가 약세다. 미제출 기업들이 결국 ‘비적정’ 의견을 받을 수 있다는 우려에 투자심리가 위축되고 있는 것으로 풀이된다.24일 오전 11시 38분 기준 에디슨EV(136510)는 전 거래일보다 10.05% 급락한 1만 7900원에 거래되고 있다. 하이트론(019490) 역시 전일 대비 17.92% 빠진 3000원을 기록 중이다. 이밖에 에코캡(128540)(-3.59%), 코스나인(082660)(-6.68%), 마이더스AI(222810)(-3.00%), 피씨엘(241820)(-2.18%) 등 전날까지 감사보고서 지연 공시를 낸 기업들 역시 주가 낙폭이 크다.한편 제출 마감을 지키지 못한 기업 가운데 유가증권시장에선 쎌마테라퓨틱스(015540), 계양전기(012200), 센트럴인사이트(012600) 등이, 코스닥 시장에선 이엠앤아이(083470), 레드로버(060300), 유네코(064510), 샘코(263540), 명성티엔에스(257370), 포티스(141020), 비디아이(148140) 등이 거래 정지 상태다. 또 세우글로벌(013000), 하이트론, 노블엠앤비(106520) 등은 관리 종목이다.이들 종목이 감사 의견 ‘비적정’을 받을 수 있다는 우려가 커지면서 투심이 악화된 것으로 분석된다. 에디슨EV의 경우, 외부감사인 감사 절차가 완료되지 않아 감사보고서 제출이 지연되고 있는 데다 전날 4년 연속 영업손실에 따른 관리종목 지정 사유가 발생했다. 이에 감사보고서 마감을 지키지 못한 다른 종목들에 대해서도 의견 ‘거절’이나 ‘비적정’을 받을 수 있다는 경계심이 커진 것으로 보인다. 금융위원회 증권선물위원회는 지난 23일 제재 면제 여부를 심사하는 회의를 열고 신청 기업 23개사에 대한 제재 면제를 결정한 바 있다. 형식상, 감사보고서에 첨부되는 사업보고서를 제출하지 않은 상태로 10일이 지나면 상장폐지 사유가 발생한다."
