제목,시간,언론사,본문
"“삼성SDI 130만원, LG엔솔 64만원 간다”…배터리주 목표가 천정부지로",2022-03-30 10:34,헤럴드경제,"컨센서스는 각 92만원, 53만원“삼성SDI 저평가 너무해…매수”원료공급차질·비용우려 지나쳐영업이익 해마다 크게 늘어날듯[헤럴드경제=김우영·김현경 기자] LG에너지솔루션과 삼성SDI 주가가 상승세를 타는 가운데 증권사들도 이들에 대한 눈높이를 높이고 있다.30일 금융정보업체 에프앤가이드에 따르면 LG에너지솔루션의 최근 3개월 목표주가 컨센서스는 53만2929원이다. 가장 높은 곳은 현대차증권으로 64만원을 제시했다. 이어 이베스트증권이 63만6000원을 목표주가로 내걸었다.이달 들어 LG에너지솔루션의 평균 주가는 약 40만원으로, 컨센서스가 30% 가량 높다. 최고 목표주가와 괴리율은 60%에 달한다.삼성SDI의 목표주가와 실제 주가 간 격차는 더 크다. 컨센서스는 91만9375만원으로, 미래에셋증권이 가장 높은 130만원을 제시했다. 이어 하나금융투자이 108만원을 제시했으며 NH투자증권과 유안타증권, 교보증권, 하이투자증권 등이 100만원을 제시했다.삼성SDI의 이달 평균 주가가 51만원 수준에 그친 것을 감안하면 컨센서스는 1.8배 높으며 최고 목표주가는 2.5배나 높다. 가장 낮은 목표주가(71만원)도 평균 주가보다 1.4배 높다.다만 LG에너지솔루션과 삼성SDI 모두 3월 중순 바닥을 찍고 최근 주가가 각각 23%, 13% 가량 상승해 목표주가와 격차는 좁혀지고 있다.러시아의 우크라이나 침공과 중국의 코로나19 사태 확산으로 인한 2차 전지 원재료 공급망 차질 및 비용 상승 우려가 이들 종목의 발목을 잡았다. 하지만 점차 시장은 이들 기업의 기초체력(펀더멘털)을 주목하면서 주가가 다시 힘을 받는 것이다.증권사들의 기대도 덩달아 상승하고 있다. LG에너지솔루션에 대해 지난 25일 NH투자증권(28%)과 삼성증권(14%), 신한금융투자(6%) 등 3개 증권사가 잇따라 목표주가를 올렸다.조현렬 삼성증권 연구원은 “경쟁사 대비 밸류에이션 부담이 존재하는 것이 사실”이라면서도 “LG에너지솔루션은 전통 완성차업체뿐 아니라 전기차업체 또한 주요 고객사로, 고객 다각화에 따른 프리미엄을 누릴 것”이라고 밝혔다.원자재 가격 상승 영향에 대해 김현수 하나금융투자 연구원은 “현재 전기차 배터리 계약 구조는 니켈, 리튬 등 주요 광물 자원 가격 상승을 자동차 고객사로부터 보전 받는 구조”라며 “따라서 최근의 원자재 가격 상승 리스크로 인한 수익성 훼손 우려는 과도하다”고 설명했다.삼성SDI는 저평가 매력이 주목받고 있다. 김광진 유안타증권 연구원은 “현 주가는 내년 실적 기준 PER의 20배 수준에 불과하다”며 “이는 업종 내 가장 저평가된 수준”이라고 지적했다.김지산 키움증권 연구원은 삼성SDI에 대해 “중국 CATL과 LG에너지솔루션의 올해 기준 EV/EBTIDA가 각각 28배, 38배인데 비해 삼성SDI는 14배”라며 “상대적 저평가 매력이 유효하다”고 밝혔다."
[특징주] 안철수 총리직 거절 소식에 오리콤 15%↑,2022-03-30 10:34,서울경제,오리콤/ 사진제공=오리콤[서울경제]박용만 전 두산 회장이 윤석열 정부의 유력한 초대 총리로 언급되면서 오리콤(010470) 주가가 강세를 보이고 있다.30일 오전 10시 7분 기준 오리콤은 전날 대비 15.98% 상승한 9070원에 거래 중이다.안철수 대통령직인수위원회 위원장이 차기 정부의 국무총리를 맡을 의사가 없다는 뜻을 밝히면서 총리 후보군으로 여러 차례 언급돼 온 박 전 회장에 관심이 쏠리고 있다. 박 전 회장의 장남인 박서원 씨는 오리콤 부사장을 역임한 적이 있어 오리콤 주가에 영향을 준 것으로 풀이된다.
"마스턴투자운용, ESG아카데미 전 임직원으로 확대",2022-03-30 10:33,뉴시스,"[서울=뉴시스] 이승주 기자 = 마스턴투자운용이 사내 임직원을 대상으로 ESG(환경사회지배구조)를 테마로 한 월례 강의 시리즈 '마스턴 ESG아카데미'를 운영한다.30일 마스턴투자운용에 따르면 이번 교육과정은 지난 29일부터 오는 6월 말까지 진행된다. 대학교수와 변호사, ESG현업 실무와 전문가 등 아카데미 연사로 구성했다.이번 강의는 ESG경영의 중요성과 대체투자 업계의 ESG동향에 대한 이해를 증진시키기 위해 경영부문 홍보팀에서 기획했다. 지난해 말에는 경영진을 대상으로 진행했으며 이번에는 직급에 상관없이 누구나 자유로이 온·오프라인으로 선택해 수강할 수 있도록 확대했다.지난 29일 마스턴투자운용 ESG위원회 위원장인 민성훈 수원대 건축도시부동산학부 교수가 아카데미 첫 연사로 참여한다. 민 교수는 '투자의 미래 ESG-이기적인 투ㅏㅈ자의 이타적인 투자법' 저자다. ESG개념부터 역사와 미래 등을 짚어볼 예정이다.다음달 26일에는 국토부 주택도시기금 대체투자위원회 위원이자 한국 ESG학회 이사, 환경부 자체감사위원회 위원 등으로 활동 중인 윤용희 법무법인 율촌 변호사가 연사로 나선다．"
"한투증권 ""4월 코스피 2,640∼2,880 전망…긍정적 시각 유지""",2022-03-30 10:31,연합뉴스,"상승세로 출발한 코스피(서울=연합뉴스) 김주성 기자 = 코스피가 상승세로 출발한 30일 오전 서울 중구 하나은행 딜링룸에서 직원들이 업무를 보고 있다. 2022.3.30 utzzza@yna.co.kr(서울=연합뉴스) 박원희 기자 = 한국투자증권은 내달 국내 증시에 대한 긍정적인 시각을 유지한다며 코스피의 예상 범위로 2,640∼2,880을 제시했다.김대준·김성근 연구원은 30일 ""코스피는 올해 1분기 조정을 겪는 과정에서 상당한 악재를 소화한 바 있다""며 ""새로운 부담 요인이 나오더라도 무덤덤하게 지나갈 수 있다""고 예상했다.다만 ""회복세는 다소 느릴 전망""이라며 ""시가총액 비중이 높은 일부 업종이 코스피의 상승을 견인하더라도 외국인 수급의 불확실성이 상존해 큰 폭의 상승세는 기대하기 어렵다""고 전망했다.한국투자증권은 원/달러 환율 하락이 제한돼 외국인의 자금 유입이 둔화할 것으로 내다봤다. 또 미국 연방준비제도(Fed·연준)의 금리 인상에 따른 시장 금리의 상승세, 한미 금리 차이의 축소 등으로 유동성 환경이 녹록지 않을 것으로 봤다.그러면서 내달에는 지수보다 종목으로 대응하는 투자 전략을 제안했다.이들 연구원은 ""운송·호텔·레저·유통·엔터 등 수요가 억눌렸던 리오프닝(오프라인 활동 재개) 테마가 부상할 수 있다""며 ""온라인플랫폼규제법, 중대재해처벌법 등의 예상 규제가 약해질 수 있다는 측면에서 플랫폼·건설 등에 대한 관심도 요구된다""고 밝혔다.encounter24@yna.co.kr"
작년 시장경보 지정 2천599건…정치이슈가 테마주 장세 주도,2022-03-30 10:30,연합뉴스,"거래소 ""정치테마주 조회공시 요구 후 주가변동률 크게 안정""정치테마주(CG)<<연합뉴스TV 제공>>(서울=연합뉴스) 채새롬 기자 = 한국거래소 시장감시위원회는 작년 시장경보 지정 건수가 총 2천599건 발생해 코로나19로 주가 변동이 심했던 2020년(7천935건)보다 67.2% 감소했다고 30일 밝혔다.단계별로는 투자주의가 2천231건, 투자경고가 285건, 투자위험이 26건, 매매거래정지가 57건 지정됐다.시장경보제도는 투자주의, 투자경고, 투자위험의 3단계로 조치된다. 투자주의 종목은 소수의 계좌에 매매가 집중되거나 주가가 급변하는 등 불공정거래 개연성이 있는 종목에 대해 1일간 지정한다. 투자경고·위험 종목은 주가가 일정 기간 급등하거나 불공정거래 개연성이 보이는 종목에 대해 10일간 지정하며 매매거래정지도 가능하다.투자경고는 투자주의 지정 상태에서 주가가 5일간 60% 상승하는 '단기급등' 요건으로 지정되는 경우가 150건(53%)으로 가장 많았고, 투자위험은 투자경고 지정 상태에서 주가가 3일간 45% 상승하는 '초단기급등' 요건으로 지정되는 경우가 11건(42%)으로 가장 많았다.주요테마별 시장경보 지정현황[한국거래소 제공]시장경보 지정 사유별로는 주요테마에 대한 지정이 594건으로 전체의 23%를 차지했다.작년 4월 서울시장·부산시장 재·보궐 선거에 차기 대선으로 인한 후보 선출 등 정치 이슈가 겹치면서 정치 테마 비중이 48%(283건)로 테마주 장세를 주도한 것으로 나타났다.시황급변 조회공시 의뢰 건수는 150건으로, 전년 대비 40.5% 감소했다.조회공시 의뢰건 중 테마주 비율은 29.3%(44건)이었고, 이 중 정치 테마 관련 조회공시 의뢰가 39건으로 테마주 중 대부분을 차지했다.조회공시요구에 대한 회사 측 답변은 중요공시 없음(121건, 81%)이 다수였다.시장경보 지정 및 조회공시 의뢰 전후 주가변동률[한국거래소 제공]거래소는 시장경보 지정 및 조회공시 요구 이후 주가 상승 폭이 현저하게 떨어지거나 주가변동성이 완화해 투자자 보호 및 불공정거래 예방에 기여하고 있다고 설명했다.작년 투자경고 종목 지정 10일 후 주가는 평균 4.2%, 투자위험 종목 지정 10일 후 주가는 평균 5.9% 떨어진 것으로 나타났다. 시장경보를 지정하기 10일 전 투자경고 종목은 83.0%, 투자위험 종목은 145.3% 주가가 뛴 상태였다.조회공시의 경우 '중요공시있음', '중요공시없음' 등으로 확정된 답변을 했을 때 '미확정' 답변보다 주가변동률의 안정세가 뚜렷했다.조회공시요구 전후 테마별 주가변동률[한국거래소 제공]특히 정치테마주에 대한 조회공시 요구 전후 주가 변동률은 5일 전 59.4%에서 5일 후 1.3%로 크게 안정됐다.거래소는 ""정치테마주 조회공시 요구 후 거래량 및 호가 수량, 호가 건수가 현저하게 감소하는 등 시장참가자들의 뇌동매매 방지하는 데 기여했다""며 ""특정 풍문에 대한 직답을 유도한 것이 유효했던 것으로 추정한다""고 설명했다.거래소는 최근 거래급증, 매매패턴의 변화 등을 고려해 투자경고·위험종목 지정 요건 개선을 추진할 예정이다.srchae@yna.co.kr"
"이베스트투자증권 ""임직원 사칭 투자 권유 횡행…엄정 대응할 것""",2022-03-30 10:29,더팩트,"특정종목 투자 권유 및 금전 요구하는 사례 늘어이베스트투자증권은 ""임직원은 어떤 경우에도 절대로 투자 리딩을 하거나 이를 대가로 금전을 요구하지 않는다""며 ""사칭이 의심되는 경우 고객센터를 통해 확인할 수 있다""고 안내했다. /이베스트투자증권 제공이베스트투자증권은 자사 및 임직원 사칭 행위에 대해 엄정 대응하겠다고 30일 밝혔다.업계에 따르면 최근 카카오톡 오픈채팅방, MMS 문자 등으로 이베스트투자증권과 임직원을 사칭하는 불법 영업행위가 늘고 있다. 사칭을 일삼는 이들은 윤지호 리서치 센터장, 염승환 이사, 강하나 애널리스트 등으로 자신을 소개하며 특정종목에 투자를 권유한다. 종목상담을 명목으로 금전을 요구하는 경우도 있다.이베스트투자증권 측은 자사 임직원은 해당 불법 영업행위에 전혀 가담한 적 없다는 설명이다. 종목상담과 투자정보를 제공하는 블리온을 포함한 이베스트투자증권의 투자 정보 관련 서비스는 모두 공식 홈페이지, MTS, HTS를 통해서만 가입 가능하다. 회사 및 임직원 사칭이 의심될 경우 이베스트투자증권 고객만족센터를 통해 문의하면 사칭 여부를 확인할 수 있다.이베스트투자증권은 불법 사칭 행위에 대한 법적 대응을 준비하는 한편, 공식 홈페이지, SNS, 유튜브 이리온은 물론 문자, 메일을 통해서도 당사 임직원 사칭에 주의할 것을 지속적으로 고객들에게 당부하고 있다.이베스트투자증권 관계자는 ""당사가 초보 투자자들을 대상으로 하는 서비스와 컨설턴트, 애널리스트 등이 유명해지자 임직원뿐 아니라 심지어 회사를 사칭하는 일들이 벌어지고 있다""며 ""불법 사칭에 엄정히 대응하고, 고객분들의 피해를 방지하기 위해 노력 중이다. 피해 발생 시 강력한 법적 조치를 취해 고객 보호에 최선을 다할 것""이라고 강조했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
"[특징주] 현대차·기아, 아람코·KAUST와 친환경 엔진·연료 공동연구 소식에 동반 '강세'",2022-03-30 10:28,머니S,"30일 오전 현대차와 기아의 주가가 동반 강세를 보이고 있다. /사진=이미지투데이현대차와 기아가 동반 강세를 보이고 있다.30일 오전 9시 52분 현대차는 전거래일 대비 5000원(2.83%) 오른 18만1500원에 거래되고 있다. 3거래일 연속 오름세다. 장중 주가가 18만원대로 올라선 건 지난달 23일 이후 처음이다. 같은 시각 기아는 전거래일 대비 2100원(2.92%) 오른 7만3900원에 거래되고 있다.현대차와 기아의 주가 강세는 이날 현대차그룹이 글로벌 에너지·화학 기업 '아람코', 사우디아라비아 '킹 압둘라 과학기술 대학'(KAUST)과 초희박 연소 엔진 및 친환경 합성연료 공동연구 협약식을 갖고 온실가스 저감을 위한 공동개발에 착수했다고 밝힌 영향으로 풀이된다.초희박 연소 엔진은 기존 엔진 대비 열효율 및 연료소비효율을 획기적으로 높이는 동시에 온실 가스 배출을 최소화하는 엔진 기술이다. 친환경 합성연료는 기존 연료 제조 방식과 달리 물을 전기 분해해 생산한 수소와 대기에서 포집한 이산화탄소의 촉매 반응을 통해 제조된 연료를 뜻한다. 친환경 합성연료의 가장 큰 장점은 별도 변경 없이 일반 내연기관 차량에도 그대로 사용할 수 있다는 점이다.이번 공동연구는 전기차-내연기관이 공존하는 과도기에 화석연료로 발생하는 온실가스를 획기적으로 저감할 수 있는 기술 개발을 이뤄내 탄소중립으로의 자연스러운 전환을 추진하기 위해 진행된다.연구는 현대차그룹의 초희박 연소 엔진 기술, 아람코의 연료 제조 기술을 바탕으로 2년에 걸쳐 진행된다. 킹 압둘라 과학기술 대학은 연구 인력·시설을 지원하고 모델링·검증으로 연구 성과에 대한 시너지를 창출한다는 계획이다."
최대주주 거래정지 후폭풍...하한가 추락한 주가,2022-03-30 10:28,한국경제TV,"유엔아이, 최대주주 에디슨EV 거래정지에 급락세유앤아이가 최대주주인 에디슨EV의 거래 정지 소식에 주가가 급락했다.30일 주식시장에서 유앤아이는 전 거래일 대비 4,700원(29.75%) 급락한 1만 1,100원에 거래를 마치며 하한가를 기록했다.지난 11일 에디슨EV는 제3자배정 유상증자를 통해 유앤아이 주식 280만 주를 취득하며 최대주주가 됐다.앞서 한국거래소는 에디슨EV에 감사의견 비적정설에 대한 사실여부와 구체적인 내용의 조회공시를 30일 오후 6시까지 답변할 것을 요구하며 거래를 정지시켰다.이에 대해 에디슨EV는 회계법인으로부터 감사 의견거절을 받았다고 공시했다."
"카카오페이증권, 해외 주식 소수점 거래 시작",2022-03-30 10:27,파이낸셜뉴스,"하루에도 여러 번, 원할 때마다 원하는 금액만큼 미국 주식에 투자 가능실시간 수준의 소수점 거래 서비스로 차별화, 소액 투자자 형평성 제고[파이낸셜뉴스] 카카오페이증권이 실시간 수준으로 1000원부터 투자할 수 있는 해외 주식 소수점 거래 서비스를 지난 28일부터 시작했다고 30일 밝혔다. 해외 주식 소수점 거래는 별도 앱이나 계좌 추가 개설 없이 카카오페이앱의 주식 서비스에서 그대로 이용할 수 있다. 현재 카카오페이앱 사용자들에게 순차적으로 적용되고 있다.카카오페이증권은 소수점으로 투자할 때에도 1주(온주) 단위로 투자할 때와 최대한 동등한 환경에서 이용할 수 있도록 시작부터 다르게 접근했다. 사용자들이 원할 때마다 원하는 금액만큼 소수점 단위로 편리하게 거래할 수 있는 환경을 구축하여 차별화했다.먼저, 카카오페이증권의 해외 주식 소수점 거래는 실시간에 근접한 수준으로 거래가 가능하다. 지금까지 소수점 투자는 1일 1회 거래만 가능했지만, 카카오페이증권은 국내 최초로 사용자들의 주문을 모아 빠르게 처리하는 시스템을 자체적으로 구축했다. 소수점 단위로도 시세의 움직임에 따라 주식에 투자할 수 있도록 하여 소액 투자자들도 포트폴리오를 구성해 분산투자 할 수 있는 길을 열었다.해외 주식 소수점 거래는 정규장 마감 30분 전까지 수량이나 금액만 입력하면 간편하게 주문할 수 있다. 환전 절차도 필요 없다. 통합증거금을 통해 자동환전이 적용되기 때문에 보유한 원화로 편리하게 미국 주식을 소수점 단위로 구매할 수 있다. 계좌를 분리하거나 1주 단위 주문과 소수점 단위 주문 중 하나만 선택해 구분해야 하는 불편함 없이 하나의 계좌로 자유롭게 거래할 수 있다.오는 4월 30일까지 거래 수수료와 환전 수수료도 무료로 제공된다. 무료 제공 기간이 지난 후에는 소수점 거래 수수료도 일반 해외 주식 거래 수수료와 동일하게 적용된다.초기에는 테슬라, 디즈니, 넷플릭스, 구글, 마이크로소프트, 스타벅스 등 미국 우량 주식 24개 종목으로 시작하며, 소수점 거래 종목은 점차 확대된다.카카오페이증권은 “펀드에서 ‘동전 모으기’와 같이 누구나 소액으로도 쉽고 재미있게 투자할 수 있는 문화를 만들어온 만큼, 주식 투자에 있어서도 사용자들이 ‘나’에게 딱 맞는 방식으로 해외 우량 주식에 투자할 수 있도록 시작부터 다르게 생각했다”며, “상대적으로 비싼 해외 우량주도 누구나 동등한 환경에서 투자할 수 있도록 형평성을 높였다”고 말했다.한편, 카카오페이증권의 주식 서비스는 별도 앱 설치나 주식 계좌 추가 개설 없이 카카오페이증권 종합 계좌만 있으면 빠르게 시작할 수 있다. 수량이나 금액만 입력하여 간편하게 주문할 수 있으며, 다양한 차트와 분석 등 필요한 정보를 골라볼 수 있다. 지인에게 알려주고 싶은 종목은 카카오톡으로 바로 공유할 수 있다. 첫 화면에서 전체 투자금과 수익률을 한 눈에 볼 수 있으며, 수익률에 따라 달라지는 카카오 프렌즈 캐릭터로 재미를 더했다.#카카오페이 #카카오페이증권 #해외주식소수점거래"
"두산중공업 등 45개 상장사 2억2629만주, 4월 의무보유등록 해제",2022-03-30 10:26,뉴스1,"최근 1년간 월별 의무보유등록 해제 현황.(한국예탁결제원 제공)© 뉴스1(서울=뉴스1) 이기림 기자 = 한국예탁결제원은 오는 4월 두산중공업 등 45개 상장사 2억2629만주가 의무보유등록에서 해제된다고 30일 밝혔다.의무보유등록은 일반투자자 보호를 위해 최대주주 등이 소유한 주식을 일정기간 예탁결제원에 처분이 제한되도록 전자등록하는 제도이다.증권시장별로는 유가증권시장은 4개사 7339만주, 코스닥시장 41개사 1억5290만주가 의무보유등록에서 해제된다.의무보유등록이 해제될 주식수량이 많은 회사는 두산중공업(4784만주), 아이비김영(2868만주), 지코(2360만주) 등이다.발행 수량 대비 해제 수량 비율이 높은 회사는 프로이천(83.17%), 아이비김영(63.81%), 포커스에이치엔에스(42.58%) 등이다.의무보유등록이 해제될 사유로는 유가증권시장과 코스닥 시장 모두 모집(전매제한)에 따른 의무보유등록이 가장 많았다.4월 중 의무보유등록이 해제될 주식수량은 전월(3억4867만주) 대비 35.1% 감소했으며, 지난해 동월(1억9232만주) 대비 17.7% 증가했다."
"카카오페이증권, 해외 주식 소수점 거래 시작",2022-03-30 10:25,헤럴드경제,"[헤럴드경제=박이담 기자] 카카오페이증권이 실시간 수준으로 1000원부터 투자할 수 있는 해외 주식 소수점 거래 서비스를 28일부터 시작했다.해외 주식 소수점 거래는 별도 앱이나 계좌 추가 개설 없이 카카오페이앱의 주식 서비스에서 그대로 이용할 수 있다. 테슬라, 디즈니, 넷플릭스, 구글, 마이크로소프트, 스타벅스 등 미국 우량 주식 24개 종목으로 시작하며, 거래 종목은 점차 확대된다.소수점으로 투자할 때에도 1주(온주) 단위로 투자할 때와 최대한 동등한 환경에서 이용할 수 있다. 지금까지 소수점 투자는 1일 1회 거래만 가능했지만, 카카오페이증권은 국내 최초로 사용자들의 주문을 모아 빠르게 처리하는 시스템을 자체적으로 구축했다. 소수점 단위로도 시세의 움직임에 따라 주식에 투자할 수 있다.정규장 마감 30분 전까지 주문할 수 있고, 통합증거금을 통해 자동환전이 적용돼 환전 절차도 필요 없다. 계좌를 분리하거나 1주 단위 주문과 소수점 단위 주문 중 하나만 선택해 구분해야 하는 불편함 없이 하나의 계좌로 자유롭게 거래할 수 있다.4월 30일까지 거래 수수료와 환전 수수료가 무료다."
"Sh수협은행, 내달부터 연 2.25% 정기예금 특판",2022-03-30 10:24,서울경제,"3000억 원 한도 소진 시까지[서울경제]Sh수협은행은 내달 1일부터 최고 연 2.25% 금리를 제공하는 ‘Sh골든리치이벤트정기예금(4차)’ 상품을 판매한다고 30일 밝혔다. 기본금리 연 1.75%에 기본우대금리 0.1%포인트(p), 특별금리이벤트 0.4%p를 얹어준다.가입기간은 1년이며 가입금액은 100만 원부터 10억 원까지다. 공동인증서가 필요없는 스마트뱅킹(파트너뱅크, 모바일브랜치)과 인터넷뱅킹, 전국 수협은행 영업점에서 가입 가능하다.수협은행 관계자는 “새봄을 맞아 수협은행이 준비한 Sh골든리치이벤트정기예금(4차)은 경쟁력있는 금리혜택을 통해 안정적 자산관리를 원하는 고객님들께 맞춤형 서비스를 제공해 드릴수 있을 것”이라며 “특판상품인 만큼 3000억 원 판매한도가 소진되기 전에 많은 가입을 바란다”고 말했다."
빅데이터로 동물병원을 스마트하게...6조 반려동물 시장 공략,2022-03-30 10:23,머니투데이,"[이원일 커넥 대표 ""메디콕스서 MSO 사업 준비, 3분기 성과 기대""]""국내 반려동물 시장이 6조원대로 성장했지만 동물병원 빅데이터는 전무한 상황입니다. 결제정보를 바탕으로 스마트 동물병원 시스템을 구축해 업무 효율성을 극대화하겠습니다""이원일 커넥 대표는 최근 머니투데이와 인터뷰에서 ""올해 2000~3000개의 동물병원과 스마트 동물병원 시스템 구축을 추진할 계획""이라며 이 같이 밝혔다. 스마트 동물병원 시스템은 반려동물 진료 예약부터 접수, 진료, 수납 등 병원 절차를 간소화하고, 병원은 물품 사용 및 재고 현황을 실시간으로 파악해 업무 효율성을 높일 수 있다.이 대표는 2008년부터 약 12년간 문자 서비스를 하는 별정통신사업을 하다 2020년 6월 핀테크 스타트업 커넥을 창업했고, 온·오프라인 통합 결제 솔루션 '이페이데이(ePAYDAY)를 선보였다. 커넥은 이페이데이 결제정보를 분석해 타깃 마케팅 영업도 하고 있다.그는 ""결제정보가 있으면 상권분석이 가능하고 기업자원관리(ERP), 고객관계관리(CRM), 전자의무기록(EMR)과 연동도 가능하다""며 ""단순 전자지급결제대행사가 아니라 데이터를 활용한 새로운 수익모델을 만들고자 커넥을 창업했다""고 말했다. 커넥은 지난해 매출액 79억원, 영업이익 31억원을 올렸다..스마트 동물병원 시스템은 이 대표가 일반병원 결제사업을 하면서 눈여겨 본 영역이다. 그는 ""병원들은 SNS(소셜네트워크서비스), 블로그 등에서 불특정 다수를 대상으로 마케팅을 한다. 의사들을 만나면서 건강기능식품(이하 건기식) 등 헬스케어 매출에 관심이 높다는 것을 알게 됐고, 관련 사업을 준비하게 됐다""고 했다.이원일 커넥 대표 /사진제공=커넥반려인이 가장 신뢰하는 정보채널은 동물병원, 건기식 시장 진출 시너지한국베링거인겔하임동물약품이 지난해 9월 실시한 반려견 건강에 관한 보호자 인식도 조사에 따르면 반려견 건강 정보 습득시 가장 신뢰하는 채널은 동물병원(56.3%)으로 조사됐다. 관심 있는 분야는 관절(50.8%), 피부(43.2%), 치아(43.2%), 눈(32.4%) 순이었다.이 대표는 ""결제정보를 분석, 가공하면 보다 다양한 소비자들이 니즈를 파악할 수 있다""며 ""예컨대 반려견이 슬개골 탈구 진료를 받으면 이후 관절 영양제 등을 추천해주는 방식이다. 병원들도 건기식 관련 매출을 올릴 수 있어 이페이데이 도입에 적극적이다""고 설명했다.이 대표는 올해 병원경영지원(MSO) 사업에도 나설 방침이다. MSO 사업은 지난 2월 인수한 코스닥 상장사 메디콕스를 통해 추진할 계획이다. 동물병원과 일반병원 이페이데이 가맹점을 늘려 의료 서비스 통합 컨설팅 기업으로 성장하는 게 목표다. 시스템 고도화를 위해 EMR 기업을 인수하는 방안도 검토 중이다.그는 ""MSO 사업을 위해 의료 솔루션 유통 경험이 있는 메디콕스를 인수하게 됐다""며 ""올해 3분기부터 MSO 사업에 대한 성과를 확인할 수 있을 것""이라고 자신했다."
"한국투자증권, 해외주식 양도소득세 무료 신고대행 서비스",2022-03-30 10:23,헤럴드경제,"한국투자증권 제공[헤럴드경제=양대근 기자] 한국금융지주 자회사 한국투자증권(사장 정일문)은 뱅키스(BanKIS) 고객을 대상으로 해외주식 양도소득세 무료 신고대행 서비스를 제공한다고 30일 밝혔다. 뱅키스는 비대면 또는 시중은행을 통해 개설하는 한국투자증권 온라인 주식거래 서비스다.한국투자증권은 뱅키스 해외주식 거래 고객들을 위해 양도소득세 신고를 무료로 대행한다. 전문 세무법인과 제휴하여 양도소득세 신고서 작성 및 접수 등 관련 업무 일체를 처리해준다. 서비스 신청은 내달 25일까지이며, '한국투자’ 앱을 통해 접수 가능하다.해외주식은 연간 기본공제액 250만원을 초과해 수익이 발생하면 양도소득세가 부과된다. 과세 대상이 될 경우 오는 5월 1일부터 31일까지 한 달간 관할 세무서에 자진 신고 후 납부해야 한다."
"우크라 긴장 완화 기대 속…일본 증시, 약보합 출발 후 하락",2022-03-30 10:22,뉴시스,"[서울=뉴시스] 김예진 기자 = 30일 일본 도쿄증시에서 닛케이225지수(닛케이평균주가)는 약보합으로 시작했다.니혼게이자이 신문에 따르면 이날 닛케이지수는 전 거래일 대비 1.62 포인트(0.01%) 내린 2만8250.80장을 열었다.개장 직후 장중 하락 폭은 250 포인트 이상 확대됐다. 이날 오전 10시1분 기준 276.21 포인트(0.98%) 떨어진 2만 7976.21에 거래되고 있다.주주들이 주식 획득으로 배당금 권리를 얻을 수 있는 3월 말 기한이 지나가면서, 투자자들이 매도에 나서고 있다.다만, 우크라이나 정세를 둘러싼 긴장 완화 기대가 증시를 지지하고 있다.러시아 국방부가 29일(현지시간) 우크라이나 수도 키이우(키예프) 등에서 군사활동을 축소하겠다고 발표한 점이 투자 심리를 지지하고 있다．"
