제목,시간,언론사,본문
" 로킷헬스케어, '바이오잉크 맞춤구독서비스' 출시",2022-03-29 10:37,파이낸셜뉴스,"[파이낸셜뉴스] 글로벌 바이오헬스케어 기업 로킷헬스케어는 국내 최상위 판매율을 자랑하는 바이오잉크 '인비보젤 (INVIVO-GEL)'을 연구자 맞춤형 및 구매 편이성을 극대화한 정기구독 서비스로 론칭했다고 29일 밝혔다. 전략적인 판매채널 구축을 통해 글로벌 시장 판매를 가속화한다.바이오잉크란 3D·4D 프린팅을 통해 체내 조직이나 장기를 만들 때 사용되는 소재로 세포를 보호해 프린팅 한 후 세포 생존을 유지할 수 있는 환경을 제공하기 때문에 바이오프린팅 기술의 핵심으로 꼽힌다. 그 중 인비보젤은 바이오 프린팅이나 세포 배양을 위한 젤라틴 유래 하이드로 겔 유형의 바이오잉크로 뛰어난 세포 생존력과 성장인자 (Growth Factor) 보유능력이 특징이며 로킷헬스케어는 이 분야 국내외에 탄탄한 고객층을 보유하고 있다. 로킷헬스케어는 지난해 1월 자체 개발한 인체 세포 기반 ECM(extracellular matrix, 세포외기질) 바이오잉크 ‘휴마틴(HumaTein®)’과 ‘인비보젤(INVIVO-GEL™)’ 등 4가지 라인업을 독일의 Merck Sigma사와 계약을 체결하고 전세계 200개국에 열려 있는 머크(Merck)의 유통망을 통해 2분기부터 의생명과학 및 생명공학 연구자들에게 보급하기로 한 바 있다. 기존에는 연구자가 연구에 맞는 커스텀 잉크를 만들기 위해 기성제품을 구매해 추가 성장인자 및 단백질등 첨가물질을 구매하는 등 부대비용에 대한 부담이 있었다. 그러나 ‘인비보젤’ 구독서비스를 이용할 경우 연구자는 개인 정밀 맞춤형 인비보젤을 필요할 때마다 적시에 구매할 수 있어 맞춤잉크 준비에 들어가는 불필요한 시간을 줄일 수 있다. 또한 합리적인 가격에 연구자가 원하는 맞춤 바이오 잉크를 전세계 어디든지 구매할 수 있게 되었다는 점이 이번 맞춤, 정기구독 서비스 론칭의 핵심이라고 회사측은 설명했다.로킷헬스케어의 Bio Material 사업을 총괄하는 김재윤 박사는 “고객맞춤형 서비스로 원하는 볼륨과 농도 뿐만 아니라 혈관, 뼈 등의 형성 및 분화 성장인자 3종과 세포외기질(ECM) 2종도 커스텀이 가능하기 때문에 초개인화 시대에 적합하다는 것이 장점”이라며 “추가로 다른 바이오 잉크 제조사와의 콜라보로 적층성이 좋은 콜라겐 바이오 잉크 등 새로운 제품 라인업들을 선보일 예정에 있어서 자사의 맞춤구독 서비스에 대한 시장의 반응은 점차 높아질 것으로 기대된다”고 덧붙였다.회사는 이번 '인비보젤' 구독서비스의 론칭 기념으로 구독자를 대상으로 무료배송 서비스와 연 2회 바이오 프린팅 샘플 출력 서비스, 최대 25%까지의 할인 혜택을 제공하고 있다.로킷헬스케어 관계자는 “이번 '인비보젤' 구독페이지 론칭으로 고객맞춤형 바이오잉크 시장을 새롭게 열어 나감과 동시에, 차별화된 서비스를 통해 글로벌 경쟁력이 갖춰졌다."" 라고 자신했다.한편 이 회사는 셀트리온 출신 유석환 대표가 이끄는 글로벌 초개인화 장기재생 전문기업으로 2012년 설립돼 3D 바이오 프린팅 기술을 기반으로 다양한 의료 플랫폼을 개발하는 등 글로벌 장기재생 기업이다.#바이오잉크 #로킷헬스케어 #인비보젤 #정기구독서비스"
대전도시공사 지난해 262억원 당기순이익…29년 연속 흑자,2022-03-29 10:36,연합뉴스,"전국 16개 광역지방개발공사 중 유일하게 적자기록 없어대전도시공사 사옥[대전도시공사 제공. 재판매 및 DB 금지](대전=연합뉴스) 정윤덕 기자 = 대전도시공사는 지난해 262억원의 당기순이익을 달성했다고 29일 밝혔다.이로써 대전도시공사는 1993년 창사 이후 29년째 흑자경영 기록을 이어가게 됐다.전국 16개 광역지방개발공사 가운데 창사 이후 적자기록이 없는 곳은 대전도시공사가 유일하다.대전도시공사는 지난해 4천550억원의 매출을 올렸다.코로나19 사태로 인한 오월드 경영수지 악화로 39억원, 임대주택 노후화에 따른 관리비용 증가로 27억원의 손실이 발생했지만, 용지·주택 판매와 환경사업 등에서 흑자를 내 전체적으로 262억원의 당기순이익이 났다.공사 이사회는 주주인 대전시에 70억원을 배당하기로 의결했다.대전시 누적 배당액은 962억원에 달하게 돼, 시 건전재정 운용에도 상당한 기여를 한 것으로 평가된다.대전도시공사는 내년에도 갑천 2블록 아파트 분양 등 수익사업과 드림타운 다가온, 유성복합터미널 등 공익적 성격의 사업을 균형감 있게 추진할 계획이다.김재혁 사장은 ""직원들의 노력과 대전시의 적극적인 협조로 29년 연속 흑자경영을 이루게 됐다""며 ""70억원의 배당금이 코로나19 여파로 경색된 지역경제에 활력을 불어넣는 마중물이 되기를 바란다""고 말했다.cobra@yna.co.kr"
4개 증권사 4월 코스피 밴드 2600~3000 전망…이유는,2022-03-29 10:36,이데일리,"악재 선반영 박스권 내 계단식 상승우크라發 리스크 하단 열어두기도[이데일리 이지현 기자] 증권사들이 4월 코스피 예상밴드로 2600~3000선을 제시했다. 지난 1월 24일 2700선 진입한 이후 뚫고 올라가지 못했던 코스피가 4월부턴 상승세에 다시 올라탈 거로 보는 것이다.29일 삼성증권 등 4개 증권사가 제시한 4월 코스피 예상 밴드는 2600~3000이다. 최상단은 교보증권만 2800선으로 가장 보수적으로 제시했다. 삼성증권과 신한금투는 2850선까지 다시 오를 수 있다고 봤다. 코리아에셋투자증권은 가장 높은 3000선을 전망했다.안진철 코리아에셋투자증권 연구원은 “미국 연방준비제도가 지난 3월 25bp(1bp=0.01%포인트) 기준금리를 올리며 제로금리 시대를 끝냈다”며 “빠르면 5월 빅스텝(big step, +50bp) 인상도 가능한데 그럼에도 금리 인상이 증시에 미칠 영향은 중립적”이라고 말했다. 이미 시장에서 금리상승에 우려와 기대가 충분히 반영됐다는 평가다. 다만 안 연구원은 “4월에 당장 3000포인트에 접근하기 어려울 수도 있다”면서도 “2분기 중 도달이 불가능해 보이지 않는다”고 말했다.김용구 삼성증권 연구원도 “지난 1분기 예상밖의 악재들과 대내외 불확실성이 지배했다면 2분기엔 코스피가 계단식 저점상승 과정을 거치며 다시 익숙한 세계에 진입할 것”이라고 전망했다.하지만 아직 3000선 이상은 무리라는 의견도 있다. 강민석 교보증권 연구원은 “지난해까지 머물렀던 3000p 이상의 경우 강력한 모멘텀 회복 뿐만 아니라 금융시장에 유동성이 넘쳐나던 시절의 얘기”라며 “현재 투자 환경이 바뀌었으니, 현재 상황에 빠른 적응이 불가피하다”고 짚었다.표=각증권사코스피 고점에 대해서는 조금씩 시각차이가 있지만 펀더멘탈 훼손이 제한적이라는 데 공감했다. 김용구 연구원은 “AAII(미국개인투자자협회) 투자심리 지수가 3월 말 현재 -2.6%pt(1pt= 1포인트)까지 빠르게 되돌리며 투자심리 변화의 변곡점 출현을 시사하고 있다”고 짚었다. AAII 투자심리 지수 바닥반등은 국내증시 외국인 투매공세가 일단락됐음을 암시한다. 김 연구원은 “친기업·친시장 경제정책을 강조하는 윤석열 신정부 출범 역시, 2분기 투심 환경에 일조할 공산이 크다”고 전망했다.노동길 신한금융투자 연구원은 “4월엔 지수에 대한 베팅보다 업종 선택이 중요할 것”이라며 “업종 및 종목 선택 난이도가 높아진 국면에서 이익률을 방어할 수 있는 업종과 소외된 성장주 위주 대응 전략이 유효하다”고 조언했다.강민석 연구원은 “안전자산에 대한 과도한 쏠림이 위험자산의 순환적 가격 메리트를 부활시키고, 펀더멘탈 훼손은 제한적이라는 것이 투자유인이 될 것”이라며 “물론, 중장기 관점에서는 공격적인 투자 확대 보다 리스크 관리가 우선돼야 할 것”이라고 강조했다.코스피가 2600선을 유지할 가능성도 열어뒀다. 신한금융투자와 교보증권, 코리아에셋투자증권은 하단을 가장 낮은 2600으로 제시했다. 삼성증권은 이보다 약간 높은 2650선을 제시했다. 노동길 연구원은 “4월엔 통화정책 불확실성을 상당 부분 해소한 상황에서 지수 하방 경직성을 갖출 것”이라면서도 추가 하락 요인으로 러시아-우크라이나 전쟁 장기화를 꼽았다. 노 연구원은 “전쟁 종료 전까지 에너지 불안 지속에 따른 실적 추정치 하향이 불가피할 것”이라고 말했다."
"""2분기 코스피 계단식 저점 상승…6월 2,950 간다""",2022-03-29 10:35,한국경제TV,"삼성증권은 29일 코스피가 올해 2분기에 저점을 높이면서 오는 6월 최고 2,950까지 오를 것으로 전망했다.삼성증권은 올해 2분기 코스피 등락 범위(밴드)를 2,650∼2,950으로 제시하고 ▲ 4월 2,650∼2,850 ▲ 5월 2,700∼2,900 ▲ 6월 2,750∼2,950 등으로 박스권 내 계단식 저점 상승을 예상했다.김용구 연구원은 ""1분기는 예상 밖 악재들과 대내외 불확실성이 지배한 '미지의 세계'였으나 2분기는 불확실성이 윤곽을 드러내고, 선반영 악재에 맞서 시장이 서서히 제자리를 찾아가는 '익숙한 세계'가 될 것""이라고 설명했다.그는 중장기 강세장 사이클 재개를 담보할 조건으로 ▲ 스태그플레이션(고물가 속 경기 둔화) 우려 진정 ▲ 글로벌 유동성 팽창 ▲ 미국 달러화 약세 선회 ▲ 최저점 이점 확보 등을 제시했다.그러면서 ""이런 관점에서 2분기 증시는 강세장이 아닐 공산이 크며, 기대 수익률 하락과 시장 피로도 상승이 불가피하다""며 ""코로나19 세계적 대유행(팬데믹) 반사 특수와 주요국 정책 모멘텀에 따른 강세장 사이클은 1분기를 기점으로 일단락됐다""고 진단했다.(사진=연합뉴스)"
"코인원, '가상자산 테마별 태그 필터' 신규 도입",2022-03-29 10:35,전자신문,"가상자산거래소 코인원(대표 차명훈)은 '가상자산 테마별 태그 필터' 기능을 신규 도입했다고 29일 밝혔다.가상자산 태그 필터는 거래되는 가상자산을 19가지 테마로 구분한 기능이다. 기존 메인마켓(Main Market)과 그로스마켓(Growth Market)으로 구분되던 종목 필터를 보다 직관적 탐색이 용이하도록 테마별로 나눴다.투자자들은 코인원에 상장된 가상자산을 결제, 블록체인, 확장 솔루션, 디파이, 데이터, 클라우드 컴퓨팅, 게임, 메타버스, NFT, 금융 서비스, 리워드 포인트, 애드테크, 에듀테크, 엔터테인먼트, 이커머스, 헬스, 다오, 소셜, 기타 디앱 등 총 19가지 테마로 구분해 볼 수 있다. 태그 분류만으로 가상자산의 유형을 한눈에 파악할 수 있다.이와 더불어 '현금영수증 발급 등록' 서비스를 제공한다. 현 세법상 가상자산 거래 수수료는 현금영수증 의무 발행 대상이 아니지만, 연말정산 소득공제 혜택 서비스를 선제적으로 제공한다는 방침이다.현금영수증 등록은 코인원 웹과 앱 '마이 메뉴'에서 '현금영수증' 관리 영역을 통해 진행할 수 있다. 개인은 휴대폰 번호, 사업자는 사업자등록번호를 통해 간단하게 등록이 가능하다.차명훈 코인원 대표는 “변화하는 가상자산 투자 환경에 빠르게 대응하고 정식 가상자산 사업자로서 고객 만족도를 높일 수 있는 서비스를 지속적으로 고민하고 있다“며 “앞으로도 업계 트렌드와 투자자의 니즈를 서비스에 선제적으로 반영함으로써 보다 편리한 거래 환경을 제공해 나갈 것”이라고 말했다."
"한투운용, 아시아 최초 '산림펀드' 연내 출시…'목재·탄소배출권 수익 결합'",2022-03-29 10:33,뉴스1,"(한국투자신탁운용 제공)© 뉴스1(서울=뉴스1) 이기림 기자 = 한국투자신탁운용은 해외 산림지에 직접 투자하는 아시아 최초의 산림펀드 출시를 본격화한다고 29일 밝혔다.실물대체투자 전문 운용사 신설을 위해 운영 중인 실물대체설립단은 베트남을 중심으로 산림자원을 확보해 수익을 내는 실물형 대체투자 상품의 연내 출시를 목표로 준비하고 있다.이 펀드는 안정적인 목재 수익을 추구함과 동시에 자발적 탄소배출권 가격의 상승 추세에 편승할 수 있으며, 산림 추가 조성 및 보존을 통한 탄소 격리(carbon sequestration)를 통해 온실가스 감축에 기여할 수 있다.국내 기업의 경우 이 펀드가 투자하는 온실가스 감축 사업으로부터 직접 탄소배출권을 확보할 수 있을 것으로 예상된다.한투운용은 '목재'와 '탄소배출권' 수익을 결합한 펀드를 국내 자산운용사가 자체 개발해 출시하는 것은 역대 최초이며 아시아에서도 사례가 없다고 설명했다.한투운용은 이 펀드 출시를 위해 지난해 8월 한국임업진흥원과 해외산림투자 펀드 조성 추진을 위한 업무협약(MOU)을 체결한 데 이어 지난해 12월엔 베트남 산림청과 아시아산림협력기구(AFoCO) 등을 포함한 워킹그룹을 출범해 협업을 이어가고 있다.또한 지주사인 한국투자금융지주는 지난 22일 코이카와 개발도상국 기후변화 대응 협력 MOU를 체결하기도 했다. 이 MOU는 기후위기 대응과 탄소중립 실현을 위한 기술자문·프로젝트 실시·재원 조성 등에서의 양 기관 간 협력 계획을 담고 있다.한투운용 관계자는 ""아시아 최초의 산림펀드가 될 이 상품은 '자연'에서 '자산'으로 대상에 대한 인식을 전환해 글로벌 대체투자 부문에서 새로운 수익원을 개발했다는 의의를 갖는다""고 밝혔다."
"[특징주] SK, 주주환원정책 강화에 ‘강세’",2022-03-29 10:33,이데일리,"[이데일리 김윤지 기자] SK(034730)가 기본배당, 자사주 매입 등 주주가치 제고를 위한 방안들을 제시하면서 주가가 강세다.29일 마켓포인트에 따르면 이날 오전 10시 31분 기준 SK는 전 거래일보다 3.53%(8500원) 오른 24만9000원에 거래 중이다.이날 SK는 올해부터 2025년까지 매년 경상 배당수입의 30% 이상을 기본배당하고, 시가총액의 1% 이상 규모의 자사주를 매입한다고 공시했다. 자사주 소각도 주주환원 옵션으로 고려할 예정이라고 밝혔다.회사 측은 “파이낸셜 스토리(Financial Story) 기반의 포트폴리오 가치 성장과 투자 성과의 실현이 주주환원과 더욱 긴밀하게 연계되도록 주주환원 정책을 강화하고자 한다”고 설명했다."
"강희석 이마트 대표 ""치열해진 경쟁 속 선도 지위 다질 것""",2022-03-29 10:32,서울경제,"29일 성동구 본사 정기 주주총회 진행대형PP센터 확대···과감·효과적 투자 지속온·오프라인 완성형 에코시스템 플랫폼도강희석 이마트 대표이사/사진 제공=이마트[서울경제]강희석 이마트(139480) 대표이사는 29일 “올해에는 온라인 시장의 성장으로 경쟁이 더욱 치열해진 한 해가 될 것""이라며 “압도적인 오프라인 경쟁력을 바탕으로 유통 시장 내 선도적 지위를 확고히 다지겠다”고 의지를 표명했다.강 대표이사는 이날 오전 성동구 이마트 본사에서 열린 11기 정기 주주총회에서 온라인으로 성장의 중심축이 기울어진 사업 환경 속에서 압도적 오프라인 경쟁력을 바탕으로 온·오프라인 통합 에코시스템을 갖춘 유일한 기업으로 거듭나겠다고 밝혔다.지난 해 고객의 비대면 소비 일상화, 다중 이용시설 기피 등으로 오프라인 유통에는 불리한 경영환경이 지속됐으나, 이마트는 기존 사업의 구조적 개선을 목표로 하는 턴어라운드 전략과 과감하고 효과적인 투자를 추진하며, 성장 기조를 유지했다.이마트는 고객 및 상권의 변화에 맞춰 점포 공간을 효율화하고, 테넌트와 온라인 PP센터는 미래형 점포로 18개점을 전관 리뉴얼했다. 대형마트 3사의 매출이 2.3% 감소하는 가운데 이마트는 5.4% 늘어난 것으로 집계됐다. 이 외에도 노브랜드 효율화, 이베이 코리아 인수, 스타벅스 운용사 SCK컴퍼니 자회사 편입 등으로 투자 성과가 가시화 됐다는 설명이다.강 대표는 올해에도 △기존 사업의 성과 반등 추세 지속 △온·오프라인 완성형 에코시스템 플랫폼 구축을 위한 디지털 피보팅 △미래 성장동력을 위한 투자 등을 추진하겠다고 밝혔다.그는 “트레이더스는 중장기적으로 출점을 지속하고, 멤버십 도입 등 사업구조를 업그레이드해 핵심 수익원으로서의 지위를 공고히 하겠다”며 “몰타입, 그로서리 강화 매장 등 고객 니즈에 맞춘 이마트 점포의 리뉴얼 투자 확대를 지속 확대해 차별화된 고객 경험을 바탕으로 대형마트 시장 내 초격차를 실현하겠다”고 말했다.이어 “이마트 매장 공간을 효율화하고 대형 PP센터를 대폭 확대하는 온·오프라인 자산의 재배치를 통해 온라인의 높은 성장성을 최대한 활용할 것”이라며 “온·오프라인 채널, 고객 기반, 물류 인프라 등 더욱 강화된 사업역량을 활용할 수 있고, 빠른 성장이 기대되는 유통 연관 산업에 투자해 이마트의 미래 수익모델을 선제적으로 준비하겠다”고 덧붙였다.이날 이마트는 주주총회에서 ▲재무제표 승인 ▲이사 보수한도 결정의 건을 상정해 반대 없이 통과 시켰다."
"제이앤티씨, 최고급 스포츠카 커버글라스 신규 수주 확정",2022-03-29 10:32,이데일리,"[이데일리 안혜신 기자] 3D 커버글라스 기업 제이앤티씨(204270)는 최근 차량용 커버글라스의 신규 수주 성공과 매출 확대 등 자동차 커버글라스 사업이 빠르게 성장하고 있다고 29일 밝혔다.제이앤티씨의 자동차용 커버글라스 사업은 2020년 유럽 프리미엄 브랜드 전기차용 초대형 커버글라스 제조 판매를 시작으로 본격화됐다. 지난해 미국 럭셔리 전기차 브랜드의 1개 차종을 추가 수주했고, 최근 최고급 스포츠카 브랜드 차량에 공급될 디스플레이 커버글라스를 신규 수주함에 따라 현재 총 3개 차종에 대한 수주를 확보했다.차량용 커버글라스 실적도 빠른 증가를 보이고 있다. 차량용 커버글라스 매출은 2020년 약 30억원, 2021년 60억원을 기록한 바 있다. 유럽 프리미엄 브랜드 전기차용 커버글라스 양산이 확대되는 올해는 전년 대비 세 배 이상의 매출 신장을 예상하며, 새로 출시되는 전기차 디스플레이용 커버글라스에 대한 신규영업도 활발히 이뤄지고 있다.전기차, 자율주행 기술 등의 시장 확대와 이에 따른 차량용 인포테인먼트 수요 증가, 차량 디스플레이 대형화 바람으로 전방산업의 시장 규모도 급격히 커지고 있다.글로벌 차량용 디스플레이 시장규모는 2020년 184억달러에서 2027년 397억달러로 연평균성장률(CAGR) 11.6%를 보일 전망이고, 차량용 대형 디스플레이 비중은 2019년에는 36%를 차지했지만 2025년에는 48.2%로 높아질 전망이다.제이앤티씨 관계자는 “세계 최초 초대형 차량용 곡면 커버글라스를 성공적으로 양산한 기술력과 신뢰성을 기반으로, 빠르게 성장하는 전기차 디스플레이 분야에서 선두기업으로 성장하고자 한다”며 “차량용 커버글라스 사업은 수주 시 약 5~10년간 장기간 공급이 확정되므로 안정적인 매출 기반 및 수익성 개선에도 크게 기여할 것으로 본다”고 말했다."
"펩트론, 30일 기업설명회(IR) 개최",2022-03-29 10:31,뉴시스,"[서울=뉴시스]신항섭 기자 = 펩트론은 오는 30일 애널리스트를 대상으로 기업설명회를 진행한다고 29일 공시했다.설명회 주요내용은 회사 연구·개발 현황에 대한 프레젠테이션, 주요 경영현황 설명 및 질의응답 등이다."
"""글로벌 최저한세 도입, 韓 다국적 기업 준비 미비""",2022-03-29 10:31,헤럴드경제,"EY한영 설문조사 ""구체적 대응 방안 없어""늘어날 조세 부담 예측, 단계별 전략 필요[헤럴드경제=김성미 기자] 글로벌 최저한세가 도입될 예정이지만, 우리나라의 다국적 기업들은 이에 대한 대비가 미비한 것으로 조사됐다.29일 글로벌 회계·컨설팅 법인 EY한영에 따르면 지난달 개최한 ‘EY한영 개정세법 세미나’ 참석자들을 대상으로 진행한 설문조사에서 응답자 총 138명 중 53%가 글로벌 최저한세가 도입돼도 조세부담 영향이 없을 것이라고 답했다.상당수의 기업들이 최저한세의 대상이 되는 매출 구간에 해당되지 않거나, 새로운 세제의 영향을 아직 충분히 인지하지 못한 것으로 조사됐다.조세 부담 증가 우려를 표시한 응답자는 전체의 47%에 달했다. 이 중 거의 절반인 48%가 ‘아직 구체적인 대응 방안이 없다’고 답해 글로벌 최저한세의 적용에 국내 기업들의 대비가 미비한 것으로 확인됐다.BEPS 필라2 또는 GloBE 규칙이라고도 불리는 글로벌 최저한세란 다국적 기업이 전 세계 어느 관할지역에서 소득이 발생하든 일정 세율만큼의 조세를 부담하는 제도다.2020년 1월 전 세계 137개국의 정부가 포괄적 이행체계(IF, Inclusive Framework)라는 협의체를 구성한 이후 지난해 12월 표준법안을 제정, 우리나라를 포함한 G20 및 OECD 회원국들이 내년부터 입법 및 시행을 앞두는 등 새로운 세법 체계의 한 부분이다.연결기준 매출액 7.5억유로(약 1조원) 이상의 다국적 기업의 경우 소득 관할지역이 어디든 간에 15%의 최저한세율을 적용하는 것을 골자로 한다.정부는 법제화 작업을 거쳐서 최저한세 규칙을 올해 세법 개정안에 반영, 국내에 도입할 계획이다. 현재 우리나라에서 국가별 보고서를 작성 제출하는 250여개의 기업들이 최저한세 적용 대상이 될 예정이다.고경태 EY한영 세무본부장은 “글로벌 최저한세의 적용을 받게 될 기업들은 향후에 늘어날 조세 부담을 예측하는 것부터 시작해 전사적 대응 방안을 단계별로 수립해야 한다”고 조언했다.한편 EY한영은 2020년 IF 발족 이후부터 전 세계 EY 회원사들 및 OECD 세제실과 상시 회의체를 운용하고 있다. 표준법안 공청회 단계부터 주도적으로 참여해 다국적 기업에 미치게 될 영향 및 실제 사례들을 모았다.국가별보고서 상의 기존 정보만으로도 글로벌 최저한세로 인한 조세 부담 효과를 사전 분석할 수 있는 툴을 개발해 현재 G20 및 OECD 가입국 소재의 다국적 기업들에게 조세 부담 예측 및 대응 방안 솔루션을 제공하고 있다."
"SK ""매년 시가총액 1% 이상 자사주 매입"" [주목 e공시]",2022-03-29 10:31,한국경제,"SK는 주주가치를 위한 주주환원정책의 일환으로 기본배당과 자사주 매입 등 정책을 실시한다고 29일 공시했다.이번 주주환원정책은 △경상 배당수입의 30% 이상 기본배당 △향후 2025년까지 해마다 시가총액의 1% 이상 자사주 매입 등이 골자다. 아울러 자사주 소각도 주주환원 옵션으로 고려하고 있다는 설명이다.사측은 ""기업가치 목표와 투자전문회사로서의 역할을 감안해 2025년까지 주주환원정책을 강화하고자 한다""고 밝혔다."
"삼일회계법인, 내달 7일 자금사고 예방 위한 세미나",2022-03-29 10:30,뉴시스,"[서울=뉴시스] 류병화 기자 = 삼일회계법인은 내달 7일 오후 2시 '기업 부정 및 자금 사고에 대한 선제적 대응'을 주제로 온라인 세미나를 개최한다고 29일 밝혔다.이번 세미나에서는 최근 잇따른 부정, 자금사고로 인해 투자자, 임직원, 내부감시기구 등 직접적인 이해관계자와 사회 전체가 위험 불감증의 결과를 목도하고 있어 본질적 속성과 근본적인 원인을 이해하고 어떻게 선제적으로 대응할 수 있을지에 대한 방향성과 대책 등을 논의할 예정이다.첫 세션의 강연자인 윤여현 파트너는 '부정, 내부통제 실효성 관점의 접근'을 주제로 기업 부정의 속성과 근본 원인과 실효성 있고 입체적인 내부통제 방향성에 대해 다룰 예정이다.두번째 세션에서는 부정의 개념적 이해를 바탕으로 기업의 다양한 가치사슬상 리스크와 이에 대한 사전적, 상시적, 사후적 대응 방안에 대해 박현출 파트너가 발표한다.이어 세번째 세션에서 홍우식 상무가 자금부서의 직접적 자금사고 탐지를 위한 새로운 기법 등을 발표하며 마지막으로 이슈 발생시 기업의 조사 및 대응 전략에 대해 임재욱 이사가 설명할 예정이다.삼일회계법인 리스크 앤 레귤레이터리(Risk & Regulatory) 서비스 리더인 이승호 파트너는 ""자금 횡령 등 기업부정은 기업이 영속하는 한 없어지지 않는 영원한 숙제일 수 밖에 없다""며 ""이번 세미나를 통해 부정, 자금사고 관련된 이해의 폭을 넓히고 실질적인 대응책을 논의해 각 기업에서 리스크를 재점검하고 관리방안에 대한 혜안을 갖기를 기대한다""고 전했다.이번 세미나의 참가 신청은 삼일회계법인 홈페이지에서 할 수 있으며 다음달 6일까지 사전 등록하는 신청자에 한해 접속 경로를 당일 개별 안내할 예정이다."
원엔 환율 3년 만에 1000원 아래로,2022-03-29 10:30,뉴시스,"[서울=뉴시스] 이영환 기자 = 제롬 파월 미 연준 의장의 금리 인상 확대 시사에 엔·달러 환율이 1달러당 120엔대를 보인 23일 오전 서울 중구 하나은행 위변조대응센터에서 직원이 달러화와 엔화를 검수하고 있다. 1달러 당 120엔대로 엔화 가치가 떨어진 것은 2016년 2월 이후 6년 1개월만에 처음이다. 2022.03.23. 20hwan@newsis.com[서울=뉴시스] 류난영 기자 = 일본 엔화 가치가 하락하면서 엔화당 원화값이 3년 만에 1000원 아래로 내려갔다.29일 오전 10시 15분 현재 하나은행이 고시한 원·엔 재정환율은 100엔당 986.71원에 거래중이다. 원·엔 환율은 전날에는 전장보다 3.66원 내린 996.55원에 마감했다. 원·엔 환율이 1000원 아래로 내려간 것은 2018년 12월 14일(995.9원) 이후 3년 3개월 만에 처음이다.글로벌 시장에서도 엔화가치는 하락하고 있다. 전날 외환시장에서 달러 대비 엔화 환율은 전장보다 1.46원 오른 달러당 123.54엔에 마감했다. 이는 2017년 이후 5년 만에 최고 수준이다.엔화 가치가 하락한 것은 일본이 무제한 국채매입을 단행하는 등 초완화정책 유지 의사를 밝힌 데 따른 것이다.앞서 28일 일본은행은 0.25% 고정금리로 일본 정부채 무제한 매입에 나선다고 발표했다. 지정가 매입은 공개시장조작으로 지정된 금리에 국채를 무제한으로 사들여 금리 인상을 억제하는 조치다.여기에 미국 연방준비제도(Fed·연준)의 공격적 긴축행보와 일본 성장 둔화 가능성 등이 맞물리며 약세를 보이고 있다. 미 연준이 오는 5월 한 번에 기준금리를 0.5%포인트 올리는 '빅스텝' 가능성에 무게가 실리고 있다. 해외 투자은행(IB)은 연준이 연내 수 찰 0.5%포인트 인상 가능성이 높다고 전망했다.민경원 우리은행 연구원은 ""엔화는 일본은행이 무제한 국채매입을 단행하며 초완화정책 유지 의사를 강조하면서 1% 초반대 급락했다""며 ""시장은 일본은행이 연준을 중심으로 한 주요국 중앙은행 긴축 대열에 합류하지 않겠다는 점을 분명히 했다고 평가했다""고 말했다."
