제목,시간,언론사,본문
시스웍 소유 드래곤플라이 지분 반대매매…최대주주 피에이치씨로,2022-04-01 17:14,이데일리,"[이데일리 김겨레 기자] 드래곤플라이(030350)는 최대주주가 시스웍(269620)에서 피에이치씨(057880)로 변경됐다고 1일 공시했다.변경 후 시스웍의 지분율은 11.16%, 피에이치씨의 지분율은 11.29%다.회사 측은 “변경전 최대주주인 주식회사 시스웍이 체결한 주식담보대출 계약에 따라 채권자(담보권자)인 상상인저축은행의 반대매매(장내매도)로 인해 결제일인 2022년 4월 1일 최대주주가 변경됐다”고 밝혔다."
[표]장외주식 거래현황(4/1),2022-04-01 17:13,이데일리,[이데일리 증권시장부]
원스토어·SK쉴더스 상장예비심사 통과…IPO 준비 '박차',2022-04-01 17:11,더팩트,"원스토어·SK쉴더스 기업가치 각각 4조 원·3조 원 예상1일 한국거래소에 따르면 원스토어와 SK쉴더스는 전날인 3월 31일 한국거래소로부터 상장예비심사청구신청 승인을 받았다. 사진은 이재환 원스토어 대표이사. /원스토어 온라인 간담회 화면 갈무리원스토어와 SK쉴더스가 한국거래소의 상장예비심사를 통과해 본격적인 기업공개(IPO) 진행에 나설 전망이다.1일 한국거래소에 따르면 원스토어와 SK쉴더스는 전날인 3월 31일 한국거래소로부터 상장예비심사청구신청 승인을 받았다.원스토어는 SK스퀘어의 애플리케이션스토어 플랫폼회사며 SK쉴더스는 보안자회사다. 원스토어의 기업가치는 4조 원, SK쉴더스는 3조 원 가량으로 평가되고 있다. 주당 희망 공모가는 원스토어가 3만4300~4만1700원, SK쉴더스는 3만1000~3만8800원 가량이다.원스토어는 통신3사와 네이버 등이 출자해 설립한 회사다. 원스토어는 지난해 거래액 1조1319억 원을 처음으로 달성했다.SK쉴더스는 기존 SK그룹 보안계열사 SK인포섹이 경비·물리보안업체 ADT캡스와 합병해 새롭게 출범한 통합 법인이다. 지난해 매출액은 1조5497억 원으로 전년대비 17% 증가했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
"[마감] 코스피, 외인·기관 '팔자'에 하락… 2730선 후퇴",2022-04-01 17:09,머니S,"코스피가 외국인과 기관의 매도세에 2730선으로 밀려나며 거래를 마쳤다./사진=이미지투데이코스피가 외국인과 기관의 매도세에 2730선으로 밀려나며 거래를 마쳤다. 1일 코스피지수는 전거래일대비 17.80포인트(0.65%) 내린 2739.85에 거래를 마쳤다. 이날 코스피는 전일대비 23.19포인트(0.84%) 하락한 2734.46에 출발했다. 코스피시장에서 개인은 홀로 8448억원을 사들인 반면 외국인과 기관은 각각 720억원, 7823억원을 팔아치우며 지수 하락을 부추겼다. 이날 국내증시는 인플레이션 부담과  경기 둔화 우려 확대로 뉴욕증시가 1%대의 하락세로 장을 마친 것에 영향을 받은 것으로 풀이된다. 이경민 대신증권 연구원은 ""3월 중순부터 이어진 반등에 따른 차익실현 심리가 강해진 상황에서 밤 사이 발표된 경제지표 결과도 위험선호 심리 후퇴로 이어졌다""고 설명했다.코스피 시가총액 상위 10위권 종목은 기아(0.27%)를 제외한 모든 업종이 하락 마감했다. 대장주 삼성전자(-0.72%)가 사흘째 내림세를 이어갔고 LG에너지솔루션(-3.17%) SK하이닉스(-1.69%) NAVER(-1.47%) 삼성바이오로직스(-0.85%) 카카오(-0.47%) 삼성SDI(-1.51%) 현대차(-1.39%) LG화학(-1.69%) 등이 모두 하락세로 장을 마쳤다.코스지수는 전일 대비 3.96포인트(0.42%) 하락한 940.57에 장을 마감했다. 투자자별로는 개인이 홀로 1713억원 순매수했고 외국인과 기관이 각각 489억원, 1164억원을 순매도했다. 코스닥 시총 상위 10위권은 혼조세를 보였다. 셀트리온헬스케어(-1.69%) 에코프로비엠(-1.86%) 셀트리온제약(-0.92%) 위메이드(-2.80%)는 하락 마감했다. 반면 엘앤에프(0.66%) 펄어비스(1.81%) 카카오게임즈(0.89%) 천보(0.09%) HLB(0.16%) CJ ENM(1.83%)은 상승 마감했다.  "
"국내 증시 종일 '파란불'…""개별 장세 주목해야""",2022-04-01 17:09,머니투데이,"[내일의 전략]/사진=임종철 디자인기자국내 증시가 외국인과 기관의 동반 매도세 속에 코스피, 코스닥 모두 하락 마감했다. 러시아의 우크라이나 공격이 이어지며 평화 협상에 대한 의구심이 지속됐고 블라디미르 푸틴 러시아 대통령이 러시아산 가스에 대해 루블화 결제를 강행하며 인플레이션 부담 및 경기 둔화 우려가 확대됐다.1일 코스피는 전일 대비 17.80포인트(0.65%) 내린 2739.85에 마감했다. 외인과 기관이 각각 720억원과 7826억원 순매도한 가운데 개인은 8451억원 매수 우위였다.업종별로는 쌍방울과 비비안의 급등에 섬유의복이 3%대 올랐다. 이날 쌍방울과 비비안이 급등한 것은 특장차 전문기업인 광림이 쌍용차 인수에 나선다는 소식이 전해지면서다. 광림은 쌍방울그룹 계열사다.쌍방울그룹은 광림 외에 쌍방울, 나노스, 비비안, 디모아, 아이오케이, 미래산업 등 상장사를 보유하고 있다. 이날 쌍방울(29.49%), 비비안(29.56%), 미래산업(29.76%) 등 쌍방울그룹 계열사들은 모두 크게 올랐다.이날 장에서는 거리두기 완화 기대감이 전해지며 화장품 관련주도 올랐다. 화장품 업종은 대표적 리오프닝(경기재개) 수혜주다. 토니모리가 16.16% 올랐고 한국화장품, 한국콜마가 각각 7.66%, 7.24% 올랐다.반면 시총 상위 종목들은 약세장 흐름 속에서 대부분 내렸다. 기아만이 강보합인 가운데 삼성전자, 카카오 등은 약보합이었다. SK하이닉스, NAVER, 현대차 등이 1%대, LG에너지솔루션은 3%대 하락하며 마감했다.코스닥도 하락 마감했다. 코스닥은 전일 대비 3.96포인트(0.42%) 내린 940.57에 마쳤다. 외인과 기관은 각각 489억원, 1164억원 매도 우위였고 개인은 1719억원 매수 우위를 보였다.업종별로 오락문화, 방송서비스가 1%대 오른 가운데 통신장비, 반도체, 음식료담배 등은 1%대 하락했다. 시총 상위 기업들 중 펄어비스, CJ ENM이 1%대 올랐고 위메이드, 리노공업은 2%대 떨어졌다.이날 증권업계는 기업별, 산업별, 테마별 차별화가 나타나는 개별 장세에 주목해야 한다고 분석했다.김영환 NH투자증권 연구원은 ""연초 이후 주식시장은 전쟁 관련 동향, 통화정책과 같은 요인들에 크게 영향을 받았으나 이러한 변수들의 영향이 줄고 경제지표와 기업실적에 대한 주목도가 높아질 것""이라며 ""3월 경제지표와 1분기 기업실적에 대한 시장전망치(컨센서스)는 주식시장이 완만한 우상향 흐름을 보일 가능성을 지지한다""고 했다.김석환 미래에셋증권 연구원도 ""지난 1분기가 변화의 소용돌이 속에서 키워진 변동성이었다면 앞으로는 변화의 '결과물'들이 시장 변동성의 폭을 결정할 것으로 전망한다""며 ""기업들의 실적 시즌이 본격화 되는 만큼 투자자들은 좀 더 철저하게 기업 실적의 양질을 따져야 할 필요가 있다""고 조언했다."
"신용거래융자, 8거래일 만에 감소…22조428억원",2022-04-01 17:07,이데일리,"[이데일리 유준하 기자] 신용거래융자가 8거래일 만에 감소했다.1일 금융투자협회에 따르면 지난달 31일 기준 신용거래융자 잔고는 전거래일보다 268억원 감소한 22조428억원으로 집계됐다. 시장별로는 코스피 시장이 112억원 감소한 11조7260억원, 코스닥 시장은 156억원 감소한 10조3168억원으로 나타났다.한편 투자자예탁금은 3거래일 만에 증가하면서 지난 31일 기준 전거래일 대비 4619억원 증가한 63조2826억원으로 집계됐다."
[표]증시주변 자금동향 (3/31),2022-04-01 17:07,이데일리,[이데일리 증권시장부]
[표]거래소주가지수선물·옵션시세표(4/1),2022-04-01 17:07,이데일리,[이데일리 증권시장부]
[표]코스피 기관/외국인 매매동향(4/1 3시30분),2022-04-01 17:07,이데일리,[이데일리 증권시장부]
[표]코스닥 기관/외국인 매매동향(4/1 3시30분),2022-04-01 17:07,이데일리,[이데일리 증권시장부]
‘매각 무산’ 쌍용차 인수전 뛰어든 쌍방울 [3분 국내주식],2022-04-01 17:07,국민일보,"2022년 4월 1일 마감시황 다시보기국민일보DB4월 첫날 국내 증권시장이 향후 인플레이션 압력 가중 우려 속에 하락 마감했다.코스피지수는 5일 17.80포인트(0.65%) 내린 2739.85에 장을 마감했다. 투자자별 동향을 살펴보면 기관이 유가증권시장에서 7822억원, 외국인은 716억원 규모로 순매도했다. 개인이 8446억원을 순매수하며 하방 압력을 지탱했다. 기관과 외국인이 매물을 쏟아내고, 개인이 주워 담는1. 쌍방울그룹쌍방울그룹의 핵심 계열사 광림과 쌍방울이 나란히 상한가를 기록했다. 쌍방울그룹이 컨소시엄을 구성해 쌍용차 인수에 나선다는 소식이 전해지면서다. 쌍방울그룹은 지주회사 격인 칼라스홀딩스를 정점으로 광림, 쌍방울, 비비안, 인피니티엔티, 아이오케이 순으로 이어지는 지배구조를 갖고 있다.쌍방울은 유가증권시장에서 전날보다 29.49% 오른 1010원에 거래를 마쳤다. 광림은 30.00% 오른 3510원에 마감했다. 이 외에 그룹 관계사인 아이오케이(29.96%), 나노스(29.76%), 비비안(29.56%)도 급등했다.광림은 완성차를 분해·재조립해 만드는 특장차 제조업체다. 쌍방울그룹은 광림을 앞세워 에디슨모터스와의 인수합병(M&A)이 무산된 완성차 기업 쌍용차를 인수할 계획을 세우고 있다. 업계에 따르면 이미 매각주간사 EY한영회계법인에 쌍용차를 인수하겠다는 의사를 구두로 전달했다. 쌍용차 인수를 전담하는 태스크포스(TF)팀이 다음주쯤 인수의향서(LOI)를 제출할 예정이다. 인수 컨소시엄은 광림을 중심축으로 구성된다.쌍방울그룹은 인수자금을 마련하는 데 문제가 없다는 입장이다. 지난해 이스타항공 인수전에 참여했다가 무산되면서 준비했던 1000억원대의 자금이 그대로 있어서다. 직전 에디슨모터스와의 M&A가 자금 조달 문제로 엎어진 만큼 쌍용차도 자금력을 가장 중요하게 생각할 가능성이 크다.다만 에디슨모터스가 아직 인수를 포기하지 않은 점은 쌍방울그룹에 걸림돌이 될 수 있다. 에디슨모터스는 계약 해지를 통보받고 ‘계약자 지위 유지 가처분 신청’과 ‘계약이행보증금 가압류 신청’에 나서 소송전도 불사하겠다는 각오를 내비치고 있다.2. 화장품주정부의 사회적 거리두기가 실외에서 마스크 착용을 해제하는 방향으로 대폭 완화될 수 있다는 전망에 화장품주가 강세를 보였다. LG생활건강은 4.43% 오른 89만6000원에 거래를 종료했다. 다른 대형 화장품주인 아모레퍼시픽도 3.44% 올랐다. 이외에 중소형 화장품주인 잇츠한불(24.46%), 토니모니(16.16%), 에이블씨엔씨(11.55%), 한국화장품(7.66%), 한국콜마(7.24%), 한국화장품제조(7.14%), 제이준코스메틱(6.48%) 등도 상승 마감했다.실외 마스크 착용은 2주 뒤 거리두기 체계 조정과 맞물려 해제될 가능성이 있다. 이와 함께 화장품 수요가 늘어날 수 있다는 기대감이 투자심리를 끌어올린 것으로 보인다. 손영래 중앙사고수습본부 사회전략반장은 이날 정례 브리핑에서 “마스크는 가장 손쉽게 실천할 수 있는 수칙인 데다, 비용 효과성 측면에서 아주 효율적인 방어수단”이라며 “실내 마스크 착용을 최후까지 존속시키고 이후 (해제 여부를) 검토할 계획”이라고 말했다.3. 휴젤 [145020]메디톡스가 자사 균주, 제조 공정 도용을 이유로 휴젤을 미국 국제무역위원회(ITC)에 제소했다. 이 영향으로 휴젤은 13.24% 떨어진 1만8400원에 거래를 마감했다. 메디톡스는 이날 휴젤과, 휴젤아메리카, 크로마파마의 ITC 제소 사실을 밝혔다. 크로마파마는 휴젤의 미국과 유럽 사업 파트너사, 휴젤아메리카는 휴젤과 크로마파마가 함께 설립한 미국 자회사다.메디톡스는 소장을 통해 “휴젤이 자사 보툴리눔 균주와 제조공정 등 영업비밀을 도용해 보툴리눔 톡신 제제를 개발 및 생산했으며, 해당 의약품을 미국에 수출하려 한다”고 주장했다. 그러면서 “ITC가 휴젤의 불법 행위 조사에 착수해야 하며, 해당 보툴리눔 톡신 제품에 대한 수입금지 명령도 내려야 한다”고 촉구했다. 미국으로 수입된 휴젤 제품에 대해서도 판매금지 명령, 마케팅·광고의 중지를 요청했다.하루 3분이면 충분한 여의도 산책. [3분 국내주식]은 동학 개미의 시선으로 국내 증권시장을 관찰합니다. 차트와 캔들이 알려주지 않는 상승과 하락의 원인을 추적하고, 하루 사이에 주목을 받은 종목들을 소개합니다."
[표]주가지수선물 투자자별 매매동향(4/1),2022-04-01 17:07,이데일리,[이데일리 증권시장부]
[표]K-OTC 시장 거래 현황(4/1),2022-04-01 17:04,이데일리,[이데일리 유준하 기자] 다음은 4월1일 K-OTC 시장 거래 현황이다.
[표]코스피200지수 옵션 시세(4월 1일),2022-04-01 17:04,서울경제,[서울경제]
[장외주식] 현대카드 이틀 연속 상승,2022-04-01 17:03,머니투데이,"1일 코스피시장(2739.85pt)은 개인이 매수했으나 기관과 외국인의 매도로 지수는 소폭 하락하며 마감됐고 코스닥시장(940.57pt)도 개인이 매수했으나 기관과 외국인의 매도로 지수는 소폭 하락하며 장을 마쳤다.심사청구 종목 쓰리디팩토리는 35.38% 내린 1만500원의 호가로 급락했으나 쏘카는 2.46% 오른 6만2500원의 호가로 2주여만에 상승했다.심사청구 종목 현대오일뱅크는 1.65% 오른 6만1500원의 호가로 나흘만에 반등했고 루닛(8만8500원,+0.57%)은 소폭 상승했다.오늘 코스닥 시장에 상장한 지투파워는 공모가 1만6400원 대비 100% 높은 3만2800원으로 매매를 개시하여 장초반 상한가인 4만2600원을 기록한후 하락했으며 3만5250원으로 매매를 종결하였다.장외주요종목중 대기업계열주는 하락한 종목이 더 많았고 바이오 관련주는 등락이 엇갈렸으며 남북경협주는 하락했다.현대카드는 2.08% 오른 1만2250원의 호가로 이틀 연속 상승했고 현대엔지니어링은 1.47% 오른 6만9000원의 호가로 소폭 상승했다.제약업체 한국코러스는 5.17% 내린 1만1000원의 호가로 최저가를 재차 경신했고 심사철회한 에이엘티는 12.20% 내린 1만8000원의 호가로 최저가를 경신했다.케이뱅크는 1.12% 내린 2만2000원의 호가로 이틀 연속 하락했으나 엔지노믹스는 1.69% 오른 3만원의 호가로 소폭 상승했다.진단업체 솔젠트는 2.22% 내린 8800원의 호가로 나흘만에 조정을 보였고 시각화솔루션 업체 엔쓰리엔은 3.70% 내린 650원의 호가로 최저가를 경신했다.지아이이노베이션은 1.67% 내린 2만9500원의 호가로 이틀 연속 하락했고 바이오업체 비보존은 3.12% 내린 1만2400원의 호가로 사흘 연속 하락했다.이뮨메드(1만8500원), 바디프랜드(9900원), 엘지씨엔에스(7만6500원), 현대삼호중공업(7만8000원), 에스바이오메딕스(8500원), 퓨쳐메디신(1만1000원), 에이프로젠(1만5500원), 폴루스(1000원) 등 장외종목은 주가변동없이 장을 마감했다."
"우리자산신탁, 대한그룹과 부동산개발사업 업무협약",2022-04-01 17:02,뉴시스,"[서울=뉴시스] 이승주 기자 = 우리금융그룹의 종합부동산금융사 우리자산신탁이 대한그룹과 부동산개발사업을 공동으로 추진하기 위해 손을 잡았다.우리자산신탁은 1일 서울 우리금융강남타워 본사에서 대한그룹과 업무협약을 진행했다고 밝혔다.대한그룹은 전국적으로 지신산업센터와 오피스텔, 주상복합아파트 등에 주력하는 부동산 개발 전문회사다. 이번 업무협약으로 우리자산신탁은 대한그룹의 부동산개발 프로젝트 성공 경험을 기반으로 부동산 개발시장에서 시너지를 낼 것으로 기대했다.이창재 우리자산신탁 대표이사는 ""부동산 개발시장에서 많은 성공 경험을 쌓아온 대한그룹과 보다 효율적으로 부동산 시장의 흐름을 선도할 긍정적인 시너지가 기대된다""며 ""핵심역량을 공유해 지속적인 성공사례를 만들겠다""고 말했다."
"한전기술, 958억 규모 용인사옥 양도 결정",2022-04-01 17:01,아시아경제,"한전기술은 1일 자산매각을 통한 신규투자재원 확보를 위해 용인사옥을 클루코브3호에 양도하기로 결정했다고 공시했다. 양도금액은 957억5550만원 규모이며, 양도예정일은 2025년 4월13일이다."
[표]코스피200지수·국채·달러 선물 시세(4월 1일),2022-04-01 17:01,서울경제,[서울경제]
"네이버, 980억 규모 자사주 처분 결정",2022-04-01 16:58,아시아경제,네이버(NAVER)는 1일 자사주 74만8000주를 처분하기로 결정했다고 공시했다. 처분 대상 주식가격은 13만1000원이며 처분예정금액은 979억8800만원이다.
"레고켐바이오, 임직원 2명에 주식매수선택권 6만주 부여",2022-04-01 16:58,이데일리,"[이데일리 김겨레 기자] 레고켐바이오(141080)는 임직원 2명에게 주식매수선택권 6만주를 부여한다고 1일 공시했다.행사가격은 주당 4만7500원, 행사기간은 2025년 4월 1일부터2027년 3월 31일까지다."
[단독] KKR·GIC '해외 큰 손'도 IFC 인수 경쟁,2022-04-01 16:56,서울경제,"매각조건에 외국계 지분 10%···2000억 가량 필요이지스·신세계 연합, 3대 사모펀드 KKR 우군 확보미래에셋·갤러리아, 싱가포르 국부펀드 GIC 파트너로이달 말 LOI 제출까지 출자자 추가 확보전 '불꽃'[서울경제]글로벌 3대 사모펀드로 꼽히는 미국 콜버그크래비스로버츠(KKR)와 싱가포르 국부펀드인 싱가포르투자청(GIC)이 서울 여의도 IFC 인수전에 각각 참여하면서 IFC를 둘러싼 ‘쩐의 전쟁’이 가열되고 있다. IFC를 소유하고 있는 캐나다 브룩필드자산운용이 매각 조건으로 인수자들에게 외국계 투자 지분을 확보할 것을 요구했기 때문이다. 투자 규모는 금융주선(대출)을 제외한 전체 지분(에퀴티)의 10%로 2000억 원가량이 될 것으로 알려졌다.1일 투자은행(IB) 업계에 따르면 이지스자산운용은 신세계(004170)를 전략적투자자(SI)로 확보한 데 이어 KKR을 재무적투자자(FI)로 확보했다. 이지스 측과 IFC 인수 적격 후보 두 곳 중 하나로 낙점된 미래에셋자산운용 역시 한화갤러리아를 자산관리업체(PM)로 선정한 데 이어 GIC를 외국계 FI로 끌어들였다.KKR은 세계 최대 사모펀드로 지난해 기준 4590억 달러(약 558조 원)의 자산을 운용하고 있다. 2014년 서울 종로에 위치한 더케이트윈타워를 매입한 후 다양한 국내 오피스 자산에 투자하고 있다. 이지스자산운용과는 2018년 역삼동 옛 르네상스호텔 부지 재개발 사업에 함께 투자했으며 2020년에는 이지스·SK D&D와 컨소시엄을 구성해 충무로 남산스퀘어를 약 5000억 원에 사들이기도 했다.GIC는 2000년대부터 국내 부동산 시장에 투자를 시작해 주요 입지에 ‘코어 자산’들을 다수 보유하고 있다. 2006년 강남 역삼동의 스타타워를 약 8000억 원에 인수한 후 서울 광화문 서울파이낸스센터(SFC), 금호아시아나 사옥(콘코디언빌딩), 신도림 디큐브시티 등을 잇따라 매입했다.GIC의 운용 규모는 5450억 달러(약 662조 원)로 전 세계 국부펀드 가운데 6위에 올라 있다. 특히 이번 IFC 인수에도 충분한 자금을 투입하겠다는 의사가 강한 것으로 알려졌다. IB 업계의 한 관계자는 “매각사가 요구한 지분(10%) 이상을 추가 투자하는 방안도 논의 중인 것으로 알고 있다”고 말했다.이지스자산운용과 미래에셋자산운용은 각각 이달 말까지 출자자(LP)들을 모아 인수의향서(LOI)를 확보해 매각 주관사에 제출해야 한다. 이들이 써낸 IFC의 몸값은 4조 4000억 원 안팎으로 알려졌다. 현재 IFC에 2조 2800억 원 규모의 대출을 지원하고 있는 대주단은 유지될 가능성이 높은 가운데 양대 컨소시엄은 외국계 투자 자금을 제외하고도 시장에서 1조 원 이상의 지분 투자자를 추가로 확보해야 한다.하지만 국내에서 1조 원 이상을 투자할 단일 기관투자가는 국민연금 정도에 그쳐 최대한 많은 투자자들을 컨소시엄에 끌어들여 ‘LP 군단’을 구성해야 할 상황이다. 다만 IFC의 가격이 예상보다 1조 원가량 치솟으면서 투자 수익률이 떨어져 이지스와 미래에셋운용 등 인수 후보 측의 고민이 깊은 것으로 전해졌다. 투자 규모가 막대한 만큼 추후 ‘자금 회수(엑시트)’ 전략을 구체화하기도 쉽지 않다는 평가다.한 대형 증권사의 부동산금융 관계자는 “IFC 지분 인수 규모가 워낙 크다 보니 양측 컨소시엄 모두에 쉽지 않은 딜이 됐다”며 “매입 후 ‘밸류애드’ 전략으로 자산가치를 어떻게, 얼마나 높일 수 있는지 투자자들을 설득하는 것이 중요한데 국민연금이 어떤 선택을 할지가 특히 관건”이라고 분석했다."
"아바텍, 17억 규모 자사주 처분 결정",2022-04-01 16:55,이데일리,"[이데일리 김겨레 기자] 아바텍(149950)은 16억9500만원 규모의 자사주 처분을 결정했다고 1일 공시했다. 처분예정주식수는 30만3000주, 주식가격은 주당 5593원이다.회사 측은 “주식매수선택권 행사에 따른 자기주식의 교부”라고 설명했다."
"삼성證 ""4월에 해외주식 시작하면 100달러 드려요""",2022-04-01 16:53,뉴스1,"거래 시작과 동시에 20달러 입금…이어 단계별로 최대 100달러 지급삼성증권, 해외주식 '백불백승' 이벤트(삼성증권 제공)© 뉴스1(서울=뉴스1) 강은성 기자 = 삼성증권은 4월에 해외주식을 시작하는 투자자들에게 최대 100달러를 지원하는 '해외주식 백불($)백승' 이벤트를 오는 29일까지 진행한다고 밝혔다. 신규 고객은 물론 지난 2015년부터 현재까지 해외주식 거래가 없었던 고객도 지급 대상이 된다.우선 신규 고객이나 2015년1월1일부터 2022년3월31일까지 해외주식 거래가 없던 고객이 해외주식거래를 진행하면 투자지원금 20달러를 기본으로 지급한다. 투자지원금은 이벤트 참여 신청 시 즉시 신청 계좌로 입금되며, 입금된 20달러는 입금된 날로부터 5영업일 이내에 미국 주식 매수금으로 사용 가능하다.입금된 투자지원금 20달러로 미국주식을 매수하지 않을 경우, 투자지원금은 신청일을 기준으로 6영업일 이후 자동으로 출금 처리된다.이후 온라인 해외주식 거래금액에 따라 추가로 최대 80달러에 달하는 '거래축하지원금'을 단계별로 지급한다. 100만원 이상 거래시 20달러, 1000만원 이상 거래시 30달러, 그리고 1억원 이상 거래시 30달러가 6월3일 입금돼, 총 80달러를 받을 수 있다거래축하지원금은 6월27일까지 미국주식 매수금으로 사용 가능하며, 매수하지 않은 축하지원금은 6월28일 이후 자동 출금 처리 된다.이벤트 참여를 위해서는 삼성증권 홈페이지 또는 모바일앱 '엠팝(mPOP)'에서 이벤트 기간 내 참여신청을 해야 한다. 이벤트 참여 신청은 매일 오전 8시부터 오후 11시까지 가능하다. 주말엔 신청할 수 없다.해외주식 백불백승 이벤트와 관련한 자세한 내용은 삼성증권 홈페이지 또는 모바일앱 '엠팝(mPOP)'을 참고하거나 패밀리 센터에 문의하면 된다.한편, 삼성증권은 지난 2월7일부터 시작한 미국주식 전종목에 대한 주간 거래 서비스 오픈 30영업일이 지난 시점에서 누적 거래 금액 5000억원을 돌파했다고 밝혔다."
[표]채권 수익률 현황(4월 1일),2022-04-01 16:53,서울경제,[서울경제]
[ET라씨로] 쌍용차 인수전에 관련주 줄줄이 상한가…오늘의 장마감 특징주,2022-04-01 16:53,전자신문,"ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이스토어에서 'ET라씨로'를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.1일, 인공지능 투자비서 애플리케이션 ET라씨로는 이날 시장 특징주로 쌍방울, 아이에스이커머스, 이수앱지스, 마이더스AI, 휴젤 등을 꼽았다.쌍방울그룹의 광림이 나노스, 아이오케이 등 계열사와 컨소시엄을 구성해 쌍용차 인수에 나선다는 소식에 쌍방울, 광림, 나노스, 아이오케이 모두 상한가를 기록했다. 광림은 쌍방울그룹 계열사로 특장차 전문기업이다. 쌍방울은 이날 상한가인 1605원에 마감했다.아이에스이커머스는 해외 수입대행·국내 업체들의 입점으 통한 전자 상거래 사이트 '위즈위드' 사업을 운영하고 있다. 전날 아이에스이커머스가 투자한 CBE(Cross Border Ecommerce) 전문기업 스페이시스원(Spasys1)이 글로벌 배송센터(GDC)를 인천공항 자유무역지역에 건설한다고 밝혔다. 아이에스이커머스 종가는 상한가인 8110원이다.이수앱지스는 이날 경북대로부터 ASM항체 기반 알츠하이머병 신약 관련 기술을 43억원에 이전하는 계약을 체결했다. 이는 계약금과 마일스톤(단계별 기술료)을 포함한 금액이다. 이수앱지스는 전일 대비 21.93% 급등한 8230원으로 마감했다.마이더스AI는 응용 소프트웨어 개발 및 공급업체다. 미국 자회사 밈 유에스에이(MIM USA)가 현지 카나비스(마리화나) 생산 전문 기업 '멜로즈패실리티매니지먼트(Melrose Facility Management, MFM)' 지분 49%를 60억 원에 추가 인수하며 지분 100% 확보했다고 밝혔다. 이날 마이더스AI는 전일보다 5.41% 상승한 1655원에 거래를 마쳤다.휴젤은 미국과 유럽 사업 파트너사인 크로마파마와 미국 자회사 휴젤아메리카를 설립했다. 이날 메디톡스가 자사 균주 및 제조공정을 도용했다는 내용으로 휴젤·휴젤아메리카·크로마파마를 미국 국제무역위원회(ITC)에 제소했다고 알려지며 급락했다. 휴젤은 전일 대비 13.23% 하락한 12만 700원에 마감했다.※ 본 정보는 특정 종목의 매수/매도를 권유하지 않습니다. 본 정보를 근거로 한 투자에 대한 책임은 투자자 본인에게 있습니다.이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다."
"매일유업, 27억5810만원 규모 자사주 처분 결정",2022-04-01 16:51,아시아경제,매일유업은 1일 임직원 주식 지급을 위해 자사주 4만620주를 처분하기로 결정했다고 공시했다. 처분 대상 주식가격은 6만7900원이며 처분예정금액은 27억5810만원이다.
