제목,시간,언론사,본문
'이재명계' 박홍근 민주당 원내대표 선출에... 이스타코 급등,2022-03-25 11:45,머니투데이,(서울=뉴스1) 이동해 기자 = 10일 오후 서울 여의도 더불어민주당 중앙당사에서 열린 선거대책위원회 해단식에서 이재명 후보가 인사말을 하고있다./뉴스1더불어민주당 신임 원내대표로 이재명계 인물이 선출되면서 '이재명 테마주'인 이스타코가 급등하고 있다.25일 오전 11시 43분 기준 이스타코는 전일 대비 135원(7.05%) 오른 2050원에 거래되고 있다.이스타코의 주가가 급등하는 것은 24일 박홍근 더불어민주당 신임 원내대표가 선출된 데 따른 것으로 보인다. 박 원내대표는 '이재명계' 정치인으로 알려져 있다.이스타코는 이재명 더불어민주당 전 대선후보의 장기공공주택 정책 관련주로 알려져 있다.
"메디포스트, 무릎 골관절염 치료제 카티스템 일본 임상 3상 돌입",2022-03-25 11:45,아이뉴스24,"경증·중등증 무릎 골관절염 환자 130명 대상 평가메디포스트의 무릎 골관절염 치료제, 카티스템이 본격적으로 일본 3상 임상에 돌입했다.메디포스트는 지난해 2월 일본 후생노동성으로부터 승인받은 무릎 골관절염 치료제 카티스템의 임상 3상을 개시한다고 25일 밝혔다. 카티스템은 국내 임상 결과를 인정 받아 이례적으로 임상 1상과 2상을 생락하고 바로 임상 3상에 진입하게 된 한국 최초의 재생의약품이 됐다.메디포스트의 무릎 골관절염 치료제, 카티스템이 본격적으로 일본 3상 임상에 돌입했다. 사진은 회사 본사 전경. [사진=메디포스트]이번 임상에서는 경증·중등증(K&L 2~3등급)의 무릎 골관절염 환자 총 130명을 대상으로 진행하게 된다. 회사는 한 그룹에 카티스템을 투약하고 대조 그룹인 나머지에 히알루론산 주사제를 투약한 후 52주 추적관찰을 통해 관절의 기능개선, 통증완화와 손상된 무릎 연골재생을 비교 분석할 계획이다.또한 코로나19로 인해 잠정 중단됐던 O자형 다리교정술(HTO)을 병행하는 환자 대상 카티스템 임상 2상도 재개됐다. 이번에 재개된 임상 2상은 경증·중증(K&L 2~4등급)의 무릎골관절염 환자 총 50명을 대상으로 HTO 단독 시술한 대조군과 카티스템 및 HTO 병행시술을 한 시험군을 비교해 유효성과 안전성을 평가하는 임상이다.메디포스트 관계자는 ""코로나로 인해 일본 임상이 계획보다 많이 지연됐지만, 일본에서도 안전성과 유효성을 인정받아 1, 2상을 생략하고 바로 3상에 진입한만큼 임상이 순조롭게 진행될 것""이라며 ""일본 임상을 성공적으로 종료해 일본 최초의 무릎 골관절염 줄기세포치료제로서 K바이오의 위상을 높일 것으로 기대한다""고 밝혔다.한편 메디포스트는 미국에서도 국내 임상 데이터를 인정받아 임상 2상을 생략하고 3상 추진이 가능하게 돼, 일본에 이어 세계 최대 무릎골관절염 시장인 미국 진출에도 속도를 낼 계획이다."
"골드만삭스 ""탄소배출정보 공개 미흡한 기업 이사 주총서 반대""",2022-03-25 11:42,연합뉴스,"(서울=연합뉴스) 구정모 기자 = 미국의 대형 투자은행(IB) 골드만삭스가 온실가스 배출량 정보를 충분히 공개하지 않는 회사의 담당 이사에 대해 반대 의결권을 행사할 방침이라고 로이터통신이 24일(현지시간) 보도했다.이에 따르면 골드만삭스자산운용은 올봄에 열리는 정기 주주총회에서부터 이런 기준에 따라 의결권을 대리행사할 계획이라고 밝혔다.탄소배출 공시를 감독하는 이사가 관련한 정보를 충분히 내놓지 않을 경우 해당 이사 선임에 반대 의견을 표명한다는 것으로, 이런 이사는 대개 감사위원회 소속이 될 것이라고 로이터는 설명했다.골드만삭스자산운용은 해당 자료를 누구보다도 골드만삭스의 투자팀이 필요로 하고 있다며, 이와 관련한 외부 자료는 종종 틀린 내용이 있어 이에 의존하고 싶지 않다고 덧붙였다.또한 이번 방침이 지난해 12월 도입한 이사회 다양성 기준과 비슷하게 운영될 것이라고 전했다.이에 앞서 지난 21일 미국 증권거래위원회(SEC)는 상장사의 온실가스 직·간접 배출량과 기후변화 관련 리스크의 공시를 의무화하는 법안을 마련했다고 밝혔다.해당 법안은 아직 확정되지 않았고, 확정되면 2026년까지 단계적으로 적용될 예정이다.골드만삭스자산운용 측은 ""SEC 법안이 발효되기를 기다리지는 않을 것""이라고 말했다.골드만삭스편집 김민준pseudojm@yna.co.kr"
"[게시판] 이베스트투자증권, 국내 선물옵션 수수료 할인 이벤트",2022-03-25 11:42,연합뉴스,"이베스트투자증권, 국내 선물옵션 수수료 할인 이벤트[이베스트투자증권 제공. 재판매 및 DB금지]▲ 이베스트투자증권은 모바일트레이딩시스템(MTS) '이베스트 온'을 출시한 기념으로 오는 5월 27일까지 국내 선물옵션 수수료 할인 이벤트를 진행한다. 이벤트 기간 자사의 선물·옵션계좌를 다이렉트 및 은행 계좌로 신규 개설한 고객이 이벤트를 신청하면 신청일 기준 3개월간 지수선물옵션, 유렉스(EUREX) 코스피선물옵션, 주식선물에 대한 수수료를 최대 90% 할인해준다. 또 지난해 12월 이후 거래가 없는 휴면 고객이 거래를 재개하면 수수료 쿠폰 50만원을 준다. (서울=연합뉴스)"
[장중시황] 美 훈풍에도 힘 못쓰는 코스피 2734선…LG엔솔 7%대 급등,2022-03-25 11:41,뉴스1,"뉴욕선물 하락에 외인+기관 '팔자'…반도체주 '약세'LG엔솔 7%대 급등하며 시총 100조 재 돌파…안랩은 오늘도 롤러코스터이날 오전 서울 영등포구 여의도 파크원에 입주한 LG에너지솔루션 본사 로비에서 직원들이 오가고 있다. 2022.3.23/뉴스1 © News1 민경석 기자(서울=뉴스1) 강은성 기자 = 코스피가 간밤 미국 시장의 상승에도 불구하고 뉴욕선물 약세로 기를 펴지 못하고 있다. 미국 반도체 종목들이 급등했지만 삼성전자와 SK하이닉스는 오히려 하락세다. 다만 시가총액 2위 LG에너지솔루션(LG엔솔)이 공매도 충격을 딛고 7% 이상 급등하며 시가총액 100조원을 회복하는 등 강세를 보이고 있다.25일 오전 11시10분 기준 코스피는 전날 대비 4.8p(0.18%) 상승한 2734.46를 가리키고 있다. 한때 전일대비 하락전환했으나 개인 매수세에 힘입어 강보합권으로 올라섰다.외국인이 3053억원, 기관은 1739억원을 팔며 지수 하락을 주도하고 있다. 개인은 4724억원을 순매수했다.시총 2위 LG에너지솔루션은 증권가의 잇따른 목표가 상향에 7% 이상 급등하고 있다. LG에너지솔루션은 전날보다 3만1500원(7.72%) 오른 43만9500원에 거래되는 중이다. 시가총액은 102조원8430억원으로 지난 4일 이후 14거래일만에 장중 시총 100조원을 회복했다.코스피 시가총액 상위 10개 종목 중 삼성SDI(2.07%), 카카오(0.48%), LG화학(0.19%) 등은 상승했다. SK하이닉스(-1.24%), NAVER(-1.18%), 삼성바이오로직스(-0.97%), 현대차(-0.57%), 삼성전자우(-0.16%) 등은 하락했다.상승 업종은 의료정밀(2.35%), 전기전자(1.06%), 비금속광물(1.04%), 섬유의복(0.67%), 통신업(0.53%) 등이다. 하락 업종은 운수창고(-1.19%), 철강금속(-0.99%), 의약품(-0.54%), 유통업(-0.50%), 기계(-0.49%) 등이다.간밤 미국 뉴욕시장은 러시아-우크라이나 사태 긴장 완화 기대감과 미국 경제지표 호조에 따른 '경기회복' 기대감으로 상승했다.다우지수가 1.02%, 나스닥 1.93%, S&P500이 1.44%로 상승마감했다. 필라델피아반도체 지수는 5.13% 급등했다. 마이크론(3.38%), 엔비디아(9.82%), 인텔(6.94%), AMD(5.80%) 등 미국 주요 반도체 종목도 급등했다. 증권가도 국내 시장에 영향이 큰 나스닥과 반도체 업종의 상승으로 코스피에 우호적인 상황이 전개될 것으로 예측했다.하지만 미국 뉴욕 선물이 하락전환하면서 코스피는 기를 펴지 못하고 있는 상황이다.한지영 키움증권 연구원은 ""코스피는 아직 사안별로 불확실성이 높은 수준에 있는 것은 사실""이라면서도 ""미국 등 주요국 증시에서는 운송, 호텔 등 리오프닝(경기재개) 동력이 지속되고 있다는 점은 국내 리오프닝 업종 주가에도 긍정적인 여건을 조성해줄 것""이라고 예상했다.안철수 대통령직인수위원장과 신용현 대변인이 25일 서울 통의동 인수위 사무실 '프레스 다방'에서 기자들과 간담회를 하고 있다. (사진은 기사 내용과 무관함) 2022.3.25/뉴스1 © News1 오대일 기자코스닥은 전날 대비 5.16p(0.55%) 상승한 936.91을 가리키고 있다.개인은 300억원 순매수했다. 기관은 47억원, 외국인은 104억원 각각 순매도했다.급등락을 반복하며 시장의 관심을 한몸에 받고 있는 코스닥 상장사 안랩은 이날도 '롤러코스터'를 타고 있다. 안랩은 하락출발한 이후 장중 4% 가까이 상승하더니 다시 하락반전했다. 안철수 대통령직인수위원장의 거취에 대한 '뉴스플로우'에 주가가 요동치는 상황이 반복되고 있다.코스닥 시가총액 상위 10개 종목 중 엘앤에프(2.92%), 카카오게임즈(2.14%), 에코프로비엠(1.54%), 천보(0.66%), CJ ENM(0.53%), 셀트리온제약(0.1%) 등은 상승했다. 위메이드(-2.14%), HLB(-1.59%), 펄어비스(-1.3%) 등은 하락했다.상승 업종은 디지털컨텐츠(1.64%), 음식료·담배(1.39%), IT S/W & 서비스(1.35%), IT 지수(1.25%), IT 하드웨어(1.23%) 등이다. 하락 업종은 금속(-0.49%), 기타서비스(-0.22%), 운송장비·부품(-0.21%), 유통(-0.12%), 제약(-0.11%) 등이다.서울외환시장에서 달러·원 환율은 전날보다 1.1원 내린 1217.70원이다."
"뉴욕증시, 기술주 상승에 반등… 유가하락·고용지표 개선 호재",2022-03-25 11:36,문화일보,"미국 뉴욕증시가 급등했던 유가가 다시 하락하고 러시아의 우크라이나 침공 사태가 완화될 가능성에 일제히 반등했다. 미국 고용지표가 예상보다 호조를 보인 점 역시 투자 심리를 살아나게 했다.24일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 349.44포인트(1.02%) 상승한 34707.94로 거래를 마쳤다. 스탠다드앤드푸어스(S&P)500지수는 전장보다 63.92포인트(1.43%) 오른 4520.16을, 기술주 중심의 나스닥 지수는 전장보다 269.24포인트(1.93%) 상승한 14191.84로 장을 마감했다.이날 주가 상승은 우크라이나 사태가 완화될 것이라는 기대감 덕분이 컸다. 러시아 정부는 우크라이나와 휴전 협상에 진전이 있었다고 발표했고 우크라이나 정부도 ‘신중한 낙관론’을 언급했다. 같은 맥락에서 유럽연합(EU)의 러시아산 원유 금수 조치 가능성에 대한 우려가 줄면서 유가는 2% 이상 하락했다.반도체 관련주들이 경기 회복 기대에 크게 올랐다. 엔비디아가 9.82% 올랐고, 인텔과 AMD의 주가도 모두 각각 6.94%, 5.80% 상승했다. 니콜라는 전기트럭 생산을 시작했다는 소식에 5.69% 상승했다."
"""포스코홀딩스, 철강 가격 상승에 1분기 실적 호조 전망""",2022-03-25 11:35,서울경제,"[현대차증권 보고서]포스코홀딩스, 목표주가 39만원 유지1분기 영업이익 전년 동기 대비 7%↑철강 가격 인상으로 원가 상승 부담↓""2분기 추가 가격 인상폭이 관건""포스코홀딩스/ 사진제공=포스코[서울경제]현대차증권은 25일 포스코(POSCO)홀딩스에 대해 ""글로벌 철강 가격 인상에 힘입어 1분기 견조한 실적 흐름을 달성할 것""이라며 투자의견은 ""매수"", 목표주가는 39만원을 유지했다.현대차증권 보고서에 따르면 포스코홀딩스의 올해 1분기 영업이익은 1조6530억 원으로 전년 동기 대비 7% 증가할 것으로 전망된다. 비상장 사업자회사 포스코의 영업이익 역시 1조1260억원으로 전년 동기 대비 5% 증가할 것으로 추정됐다.박현욱 현대차증권 연구원은 포스코홀딩스가 글로벌 철강 제품 가격이 오르면서 원가 상승에 따른 부담을 덜 수 있을 것이라고 내다봤다. 그는 ""원료 가격이 급등해 사업자회사 포스코의 1분기 영업이익은 1조원을 밑돌 것이라는 시각이 지배적이었다""며 ""실제로 주원료인 철광석 스팟 가격은 연초 110달러에서 140달러로 26%, 원료탄은 같은 기간 380달러에서 630달러로 62%, 스테인레스 부원료인 니켈의 가격은 130% 상승했다""고 설명했다. 이어 ""2010년대 중국의 저가 공급과잉 시기에는 원가가 상승해도 철강 가격을 인상하기 어려웠지만 최근에는 중국의 영향력이 축소되면서 가격 인상이 이뤄지는 변화가 나타나고 있다""고 말했다.실제로 올해 1분기 글로벌 철강업체들이 가격 인상에 나서면서 미국과 유럽연합(EU)의 열연 유통가격은 각각 전분기 대비 20%, 56% 올랐다. 중국 열연 수출 가격 역시 같은 기간 15% 상승했다.박 연구원은 다만 포스코홀딩스가 견조한 실적 흐름을 유지할 수 있을지는 2분기 추가 가격 인상폭이 결정된 후 확인할 수 있을 것이라고 분석했다. 그는 “원료투입까지의 시차를 고려하면 투입원가는 2분기에 큰 폭으로 상승할 것으로 예상된다""며 ""특히 열연의 경우 오는 4월에 추가 인상이 이뤄지나 실수요가향으로도 상당한 인상이 필요하다""고 진단했다. 또 ”중국의 저가 영향력이 축소되고 있고 장기적으로도 글로벌 철강산업은 탈탄소 투자를 위한 대규모 재원 확보가 불가피하다""며 ""올해 수요가들과의 가격 협상은 기업의 미래가치를 결정하는 중요한 시금석이 될 것“이라고 부연했다."
"동국S&C, 319억 규모 염수봉 풍력발전단지 공사 수주",2022-03-25 11:33,헤럴드경제,[헤럴드경제=증권부] 동국S&C는 319억3000만원 규모의 염수봉 풍력 발전단지 공사도급계약(EPC)을 체결했다고 25일 공시했다.이는 2020년 매출 대비 10.8%에 해당하는 규모이며 계약기간은 2023년 12월 31일까지다.
"시총 100조원 재돌파…바닥찍은 LG엔솔, 8거래일 연속 상승",2022-03-25 11:33,매일경제,"[사진 제공 = LG에너지솔루션]이달 중순 35만원선까지 떨어졌던 LG에너지솔루션이 8거래일 연속 상승하면서 어느새 43만원까지 반등하며 시가총액 100조원을 회복했다. 주요 원재료인 니켈값이 하락하면서 투자심리가 개선되고 공매도 공세도 진정되는 양상이다. 여기에 6조원대의 미국 시장 투자 소식이 전해지면서 주가에 탄력을 더하고 있다.25일 오전 10시 40분 현재 LG에너지솔루션은 전일 대비 2만9000원(7.11%) 오른 43만7000원에 거래되고 있다.LG에너지솔루션은 공모가 30만원으로 지난 1월 27일 코스피 시장에 상장했다. 상장 첫날 장 초반 59만8000원으로 고점을 찍은 뒤 주가는 줄곧 하향세를 탔다. 여기에 러시아의 우크라이나 침공으로 니켈값이 폭등하면서 이달 초 41만1000원에 출발한 주가는 지난 15일 35만5000원까지 떨어졌다. 상장 첫날 고점 대비 거의 반토막 수준이다.하지만 주가는 16일부터 이날까지 8거래일 연속 상승 중이다. 이날 LG에너지솔루션의 시가총액은 102조2580억원으로, 다시 100조원대에 복귀했다. 지난 4일 이후 21일 만이다.지난 21일 LG에너지솔루션은 시가총액 순위도 2위를 탈환했다. 상장 첫날 단숨에 코스피 시총 2위를 꿰찬 LG에너지솔루션은 당시 시총 3위로 밀린 SK하이닉스와 35조원의 시총 격차가 났다. 하지만 계속되는 주가 하락에 상장 48일 만인 지난15일 장중 처음으로 SK하이닉스에게 추월을 허용했다. 현재는 두 회사의 시총격차가 다시 15조9897억원으로 벌어졌다.최근 1개월간 LG에너지솔루션 주가 추이 [사진 출처 = 구글 파이낸스]이달 초중순 LG에너지솔루션의 주가를 짓눌렀던 니켈 가격 폭등 현상은 상당히 완화되고 있다. 런던금속거래소에서 니켈 가격은 지난달 말까지만 해도 톤당 2만달러 초반선이었다. 하지만 이달 10일에는 톤당 4만8241달러까지 폭등했다. 하지만 지난밤 3만7200달러까지 불과 보름새 22.88%나 급락하고 있다.공매도의 매물 압박도 완화되고 있다. LG에너지솔루션은 지난 10일 코스피200 지수에 편입되면서 다음날인 11일부터 공매도가 허용됐다. 공매도 허용 첫날인 지난 11일 2625억원, 12일 2918억원에 달했던 공매도 거래대금은 전날에는 90억원 수준까지 줄었다.전날 대규모 투자계획이 나오면서 이날 주가 강세가 더욱 두드러지고 있다. LG에너지솔루션은 전날 미국 애리조나, 캐나다 온타리오에 각각 자체 배터리공장과, 스텔란티스 합작공장을 짓는다고 밝혔다. 투자 규모는 6조5000억원이다. 전기차 배터리는 공급이 수요를 따라가지 못하는 상황이기 때문에 생산 능력을 키우는 대규모 투자 계획은 일반적으로 주가에 호재로 작용한다.증권가에서도 우호적인 반응이 나온다. 이날 하루 동안에만 NH투자증권, 삼성증권, 신한금융투자 3곳이 LG에너지솔루션에 대한 목표주가를 상향 조정했다.정용진 신한금융투자 연구원은 ""1분기는 국내 2차전지 산업에 대한 우려가 극대화된 시기로, 셀 업체의 경우 소재사들의 원가 상승 압박과 완성차의 판가 유지 압력에 끼어있어 수익성에 대한 부담이 컸다""라며 ""우려 대비 양호한 실적을 예상한다""고 말했다.이어 ""지난 IPO 당시 조달한 자금으로 향후 3년간 진행할 투자 계획 중 기존에 알려졌던 미시건 구공장 증설과 얼티넘 셀즈를 제외한 나머지 물량이 전부 확인됐다""라며 ""만약 이후에 북미향 추가적인 투자가 나온다면 IPO 이후 확정된 신규 물량""이라고 덧붙였다."
"유비온, 튀니지 전자정부 교육 플랫폼 구축",2022-03-25 11:31,이데일리,"[이데일리 김겨레 기자] 에듀테크 기업 유비온이 ‘튀니지 전자정부 역량강화를 위한 온라인 개방형 교육훈련 시스템 구축’을 위한 마스터플랜 최종 보고회를 실시했다고 25일 밝혔다.코이카의 공적개발원조(ODA) 지원을 받아 진행되는 이번 사업은 2030년까지 튀니지 공무원 68만명을 대상으로 이러닝 플랫폼 교육을 전면 실시하는 것을 목표로 한다. 사업범위도 이러닝 플랫폼·콘텐츠 개발, 콘텐츠 제작센터 설립을 비롯해 현지 콘텐츠 개발 역량과 IT 인프라 운영 역량을 높이기 위한 트레이닝까지 계획하고 있다.유비온은 지난해부터 튀니지 현지에 전문가를 파견해 사업진행을 준비했다. 튀니지 공무원 교육의 중장기 발전방향이 담긴 마스터플랜에는 △미래모형 중심의 선진 공무원 교육체계 △정책·제도 개선안 △플랫폼 및 인프라 구축안 △현지화를 위한 트레이닝 방안 등이 담겼다.임재환 유비온 대표는 “현지 공무원 교육을 온라인화해 위기와 변화에 대응할 수 있게 하고, 더 많은 이들이 교육의 혜택을 누릴 수 있도록 하겠다”며 “행정 업무도 줄여 비용 개선과 생산성 향상 역시 도모할 수 있을 것”이라고 말했다.유비온은 우즈베키스탄 타슈켄트정보통신대학교(TUIT) 통합교육정보화시스템 구축 및 보급 지원사업도 상반기 중 마무리할 계획이다. 유비온은 사업 수행 총괄기관으로써 고등교육 마스터플랜을 수립하고, 우즈베키스탄 정보통신대학교 타슈켄트 본교와 사마르칸트 분교에 교육포털과 학습관리시스템(LMS) 등 통합교육정보시스템을 구축했다."
"예탁원 ""내주 12월 결산 상장사 과반 정기주총 몰려""",2022-03-25 11:31,이데일리,"12월 결산 상장사 2426개사 중 1546개사 예정[이데일리 유준하 기자] 12월 결산 상장법인 중 3월 다섯째주인 다음주에 정기 주주총회를 개최하는 회사가 과반이 넘는 것으로 나타났다.25일 한국예탁결제원(이하 예탁원)에 따르면 12월 결산법인 2426개사 중 3월 다섯째주 사이에 정기주총을 개최하는 회사는 1546개사로 63.7% 수준이었다. 시장별로는 코스피 시장에서 경방 등 369개사가, 코스닥 시장에서는 중앙에너비스 등 1064개사의 주총이 예정돼 있다. 코넥스 시장에서는 선바이오 등 113개사다.특히 오는 29일에는 총 576개사의 정기 주총이 집중될 예정이다. 코스피에서는 두산(000150)과 기아(000270), LG(003550) 등 대기업의 주총이 몰려있다.한편, 12월 결산 상장법인 중 이날(25일)까지 정기주총을 개최했거나 개최 예정인 회사는 총 875개사로 집계됐다."
"아이디씨티, 실내 GNSS 신호 발생 시스템 ‘uGPS’로 스마트시티·자율주행 구현 가속화",2022-03-25 11:31,서울경제,"도시 지속 가능성 추구 ‘스마트시티’ 부상...GPS 서비스 구현 필수 요소uGPS, 고밀도 신호 송·수신으로 터널, 지하도로 활용 기대[서울경제] 도시 경쟁력과 시민의 삶의 질을 향상시키고 도시의 지속가능성을 추구하는 ‘스마트시티’가 부상하고 있다. 스마트 시티는 첨단 IT를 통해 도시 교통, 환경, 안전, 주거, 복지 서비스를 개선하여 편리하고 쾌적한 삶을 누릴 수 있는 도시를 말한다.스마트 시티는 IT 기술의 집약체라고 해도 과언이 아니다. GPS, 이동통신시스템, 빅데이터, 인공지능(AI) 등 다양한 기술이 폭넓게 활용되며, 특히 GPS 기술은 스마트시티 서비스 구현에 필수 요소로 위성에서 보내는 신호를 수신해 사용자의 현재 위치를 계산하는 위성항법시스템이 적용된다. 실시간으로 정보를 얻을 수 있기에 자율주행을 완성하는 핵심 기술 중 하나로 인식되고 있다.이 외에도 GPS는 교통, 자율차, 드론, 지도, 소방구조, 측량, 농업 등 우리 생활 다양한 곳에 활용되고 있다. 하지만 아직까지 실내 측위 기술의 한계로 인해 직선링크(LOS, Line of Sight)가 연결되지 않은 터널, 지하에서는 신호가 원활하지 못하다는 이유로 기술 활용에 제약이 따르는 실정이다.스마트시티에서 빼놓을 수 없는 자율주행차량 상용화를 위해서는 ‘안전성’을 확보해야 하는데, 이를 위해서는 GPS 사각 지대를 해결할 수 있는 방안을 모색해야 한다. 물론 이를 보완하는 실내 측위 기술 개발이 이뤄지고 있지만 범용화 할 수 있는 기술은 찾아보기 힘들었다.이 가운데 인공지능(AI) 스마트시티를 구현하는 테크스타트업 ㈜아이디씨티(대표 류지훈)는 소프트웨어 기반의 ‘uGPS(underground GPS)’를 개발해 IT 업계의 이목을 끌고 있다.uGPS은 서울시 산하 서울기술연구원이 주최한 기술공모전에서 대상을 수상한 ‘터널 및 지하공간 내 위치추적기술’을 기반으로 한 실내 GNSS 신호발생장치 시스템이다.실내에 uGPS를 설치하면 터널이나 지하와 같은 인공위성 음영 구간을 커버, 터널이나 지하도로에서도 실제 인공위성신호와 구분할 수 없을 정도의 고밀도 신호를 송·수신할 수 있다. 외부에서 터널, 터널에서 외부로 이어지는 구간에서 자연스러운 핸드오버(hand-over)가 가능한 기술 구현으로 정밀도를 높였다.uGPS 시스템은 KC인증 uGPS 전파인증, US FCC인증 및 미국 특허 출원을 마쳐 국내외 다양한 산업에 접목해 범용화할 수 있다. 글로벌 표준기술인 GNSS 제공으로 스마트폰이나 네비게이션 등 GPS 센서가 내장된 모든 장비에 추가 장치나 앱 없이도 간편하게 적용이 가능하다.이 외에도 소형 태블릿PC 수준의 콤팩트한 사이즈로 디자인돼 휴대성 및 설치가 용이하고 전력 소모가 적다. 클라우드 기반의 시스템인 만큼 실시간으로 서비스의 상태를 확인할 수 있으며, 소프트웨어로 하드웨어 재구성이 가능한 고성능 RF발신기(SDR)를 적용, 무선 소프트웨어 업데이트(OTA)를 제공하고 있다.아이디씨티 관계자는 “uGPS 시스템은 자체 개발한 GPS 인공위성과 동일한 신호를 생성하는 SDR(Software Defined Radio) 기술을 바탕으로 한다”며 “GPS 신호의안정성 문제를 근본적으로 해결해 다양한 모빌리티 분야에 적용할 수 있다”고 전했다.한편 uGPS는 ‘잠실역 광역버스환승 센터의 정류장 도착 시간’ 안내 등 교통정보서비스에서 기술실증을 통해 가능성을 확인하였으며, 버스 도착예정시간 오차 감소 실험을 통해 성능을 검증하였다. 이러한 성과에 힘 입어 서울기술연구원과 함께한 시범사업을 통해 서울 남산1호 터널 실증 사업을 성료했으며, 지자체나 도로공사가 담당하는 국내 터널과 지하도로, 기존 GPS 신호 수신이 불가해 차량 네비게이션, 주차관리 시스템 문제를 겪고 있는 지하주차장으로의 활용 범위 확대를 계획 중에 있다.아이디씨티는 한국뉴욕주립대컴퓨터과학과의 교수와 학생들이 주축이 되어 2020년 설립한 인천글로벌캠퍼스내 연구실 창업기업이다. 2021년 인천테크노파트 항공선도기업, 인천TP의 드론실증비즈니스 사업화 지원사업·라이징 스타 프로그램·연구개발 성과 사업화 지원사업, 신한S2Bridge인천 액셀러레이팅 멤버십, 인천테크노파크와 창업진흥원이 주관하는 초기창업패키지 지원사업, 서울기술연구원 주관 실증사업에 선정돼 GNSS 솔루션을 비롯한 스마트시티에 필요한 기술 개발에 앞장서고 있다."
"동국S&C, 319억 규모 염수봉 풍력 발전단지 EPC 계약",2022-03-25 11:30,뉴시스,[서울=뉴시스] 김경택 기자 = 동국S&C는 319억원 규모의 염수봉 풍력 발전단지 공사도급계약(EPC)을 체결했다고 25일 공시했다.이는 지난 2020년 매출액 대비 10.8%에 해당하는 규모로 계약기간은 내년 말까지다．
"하나금융 10년만에 수장 교체, 차기 회장에 함영주",2022-03-25 11:30,연합뉴스,(서울=연합뉴스) 하나금융그룹을 이끌 차기 회장으로 함영주 부회장이 선임됐다. 하나금융은 김정태 전 회장에 이어 10년 만에 새 수장을 맞게 됐다.25일 은행권에 따르면 하나금융지주는 이날 오전 정기 주주총회를 열고 함 부회장의 사내이사 선임안을 가결했다. 2022.3.25 [하나금융그룹제공. 재판매 및 DB 금지]photo@yna.co.kr
"아스트, 30일 기업설명회(IR) 개최",2022-03-25 11:30,뉴시스,[서울=뉴시스] 김경택 기자 = 아스트는 회사 주요현황 설명을 통한 투자자 이해증진을 위해 오는 30일 국내 기관투자자를 대상으로 기업설명회(IR)를 개최한다고 25일 공시했다.
현대모비스 자회사 소액주주 뿔났다,2022-03-25 11:30,아시아경제,"현대모비스 자회사 '지아이티' 주주연대정관변경저지, 주주감사위원 선임에 총력현대모비스 자회사 ‘지아이티’의 소액주주들이 뿔났다. 현대모비스로 인수된 이후 틀어진 코스닥 상장 계획, 정체된 성장세, 터무니 없는 경영진 보수 등을 지적하며 주주 감사 선임과 정관 개정 부결을 위한 주주운동에 나섰다.‘지아이티 주주연대’는 지난 22일 오후 1시30분부터 주총 정관 변경안을 부결하기 위한 의결권 전자위임 작업을 시작해, 3분의 1 이상의 의결권을 확보했다고 25일 밝혔다. 지아이티는 상법상 정관 변경을 위해서는 3분의 2 이상 의결권을 확보해야 한다. 지아이티의 주주 구성은 현대모비스 45.87%, 소액주주 25.57%, 산업은행 7.75% 등으로 나뉜다.지아이티가 이달 16일 기존 감사위원(1명) 체제를 감사위원회로 바꾸는 정관 변경안을 주총 공고문에 담아 발송했는데 이를 막기 위한 준비작업을 마친 것이다. 지아이티는 주주의 감사위원 선임을 막기 위해 정관 변경안을 내놨다. 주주연대가 지난달 11일 주주 감사위원 선임안, 배당율 상향 조정안 등을 제안하자 이같이 대응한 것이다.주주들은 지난 2016년 현대모비스 인수 이후 지아이티에 여러가지 경영상 문제가 발생했다고 보고 감사위원 선임을 제안하게 됐다. 주주 중에서는 지아이티의 성장과 코스닥 상장을 바라보며 최고 20년 넘게 투자한 이도 있지만 인수 이후 지아이티의 영업이익률은 24%(2011~2016년)에서 17%(2017~2020년)로 줄었고 자기자본이익률(ROE)이 21%대에서 10%대로 떨어지는 등 성장세가 멈췄다. 주주연대 측은 ""현대모비스 인수 전에는 상장계획이 있었지만 인수 후 상장 계획이 사라진 상태""라며 ""실적의 경우 현대모비스향 매출이 줄은 것으로 추정하고 있는 상황""이라고 설명했다.이런 상황에서 주현 지아이티 대표이사는 영업이익(2020년) 102억원의 7.28% 수준인 7억5100만원을 보수로 챙겼다. 지아이티와 같이 현대모비스의 비상장 자회사이지만 직원수가 17배 이상 많고, 매출액이 21배 이상 높은 현대오토에버의 서정식 사장의 보수도 5억원을 넘지 않는 상황에서 더 높은 보수를 가져간 것이다.다만 지아이티 측이 주주연대의 행동을 막기 위한 막판 협상을 진행하고 있어, 실제 주주운동으로 이어질 수 있을지는 미지수다. 주주연대 측은 ""주주들이 궁극적으로 원하는 것은 지아이티의 상장(합병을 통한 우회상장 등) 혹은 자사주 매입""이라며 ""향후 협상 결과에 따라 실제 행동에 나설지 여부가 결정될 것""이라고 밝혔다."
